,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons
0,Ask the Dust,2006,R,13 Apr 2006,117 min,"Drama, Romance",Robert Towne,"Robert Towne (screenplay), John Fante (novel)","Colin Farrell, Salma Hayek, Donald Sutherland, Eileen Atkins","Mexican beauty Camilla Lopez (Salma Hayek) hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini (Colin Farrell), a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.","English, Spanish","USA, Germany",1 nomination.,https://m.media-amazon.com/images/M/MV5BZDc0ZWFmYjAtMTc2ZS00MzdlLThkZjAtM2I5ZGZlZjYzZDRlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,58,5.8,"8,984",tt0384814,movie,25 Jul 2006,"$630,802",Paramount Pictures,N/A,True,5.8/10,35%,58/100,
0,Stoked: The Rise and Fall of Gator,2002,R,25 Jun 2004,82 min,"Documentary, Sport",Helen Stickler,Helen Stickler,"Mark 'Gator' Rogowski, Tony Hawk, Jason Jessee, John Brinton Hogan","A documentary exploring the rise and fall of 80s skateboard legend Mark ""Gator"" Rogowski.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU3MzE4MzU2M15BMl5BanBnXkFtZTcwNDM3NDAwMQ@@._V1_SX300.jpg,69,7.2,965,tt0271211,movie,17 Feb 2004,N/A,Palm Pictures,N/A,True,7.2/10,81%,69/100,
0,Venus Boyz,2002,Not Rated,04 Jul 2002,102 min,Documentary,Gabriel Baur,Gabriel Baur,"Diane Torr, Dréd Gerestant, Del La Grace Volcano, Queen Bee Luscious","A film journey through a universe of female masculinity. A legendary Drag King Night in New York is the point of departure for an odyssey to transgendered worlds, where women become men - ...",English,"Switzerland, USA, Germany",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxODc4NDYwNF5BMl5BanBnXkFtZTcwMDAzODUyMQ@@._V1_SX300.jpg,46,4.9,398,tt0293685,movie,N/A,N/A,N/A,N/A,True,4.9/10,81%,46/100,
0,Suddenly,2002,Unrated,19 Jun 2003,92 min,"Comedy, Drama",Diego Lerman,"César Aira (novel), Diego Lerman, María Meira, Eloisa Solaas (script)","Tatiana Saphir, Carla Crespo, Veronica Hassan, Beatriz Thibaudin",An Argentinian Dutch and Latin Comedy Drama where a young naive girl Marcia (Tatiana Saphir) learns about her sexuality. Marcia is kidnapped by 2 punk women Mao (Carla Crespo)& Veronica ...,Spanish,"Argentina, Netherlands",20 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BODA0NjQ5ODA1Ml5BMl5BanBnXkFtZTcwNDQ3NjcyMQ@@._V1_SX300.jpg,63,6.4,783,tt0324158,movie,N/A,N/A,N/A,N/A,True,6.4/10,95%,63/100,
0,Jeepers Creepers 2,2003,R,29 Aug 2003,104 min,Horror,Victor Salva,"Victor Salva (characters), Victor Salva","Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger","Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTIxNDI2NzQyNF5BMl5BanBnXkFtZTYwMTY5MTQ3._V1_SX300.jpg,36,5.6,"56,729",tt0301470,movie,N/A,N/A,N/A,N/A,True,5.6/10,24%,36/100,
0,Bollywood/Hollywood,2002,PG-13,25 Oct 2002,105 min,"Romance, Comedy, Drama, Musical",Deepa Mehta,Deepa Mehta,"Rahul Khanna, Lisa Ray, Moushumi Chatterjee, Dina Pathak","A wealthy East Indian man gives an apparently non-East Indian woman a crash course in his culture, so he can marry her with his family's approval.","English, Hindi, Spanish",Canada,3 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNWFjMTBhOGEtYTEzZi00MGY3LWFmNWYtZjhjM2ZiYWQ5MWY3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,35,5.9,"2,409",tt0303785,movie,N/A,N/A,N/A,N/A,True,5.9/10,41%,35/100,
0,Civil Brand,2002,R,26 May 2002,95 min,"Drama, Thriller, Crime",Neema Barnette,"Preston A. Whitmore II (story), Preston A. Whitmore II (teleplay), Joyce Renee Lewis (teleplay)","LisaRaye McCoy, N'Bushe Wright, Monica Calhoun, Clifton Powell","Frances is in the pen for killing her abusive husband. The abused the prisoners rise up against the ""new plantation"" that harvest human labor for profit. Nothing will stop Frances and her fellow inmates in this brutal battle for justice.",English,USA,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkyNDI4NTgyM15BMl5BanBnXkFtZTcwMTcwNDAwMQ@@._V1_SX300.jpg,29,5.2,681,tt0326806,movie,N/A,N/A,N/A,N/A,True,5.2/10,16%,29/100,
0,Nola,2003,R,08 May 2003,97 min,"Comedy, Romance",Alan Hruska,Alan Hruska,"Emmy Rossum, Steven Bauer, James Badge Dale, Thom Christopher","Nola, an aspiring songwriter, leaves an abusive Kansas home and journeys to New York to find her biological father. Once there, she finds more than she expected.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQxNjAyOTg4N15BMl5BanBnXkFtZTgwNjE3OTk1MDE@._V1_SX300.jpg,26,5.2,403,tt0317950,movie,N/A,N/A,N/A,N/A,True,5.2/10,0%,26/100,
0,Once Upon a Time in the Midlands,2002,R,06 Sep 2002,104 min,"Comedy, Drama, Romance",Shane Meadows,"Paul Fraser, Shane Meadows","Robert Carlyle, Vanessa Feltz, Ricky Tomlinson, Kathy Burke","After seeing his ex-girlfriend (Henderson) turn down a nationally televised marriage proposal, a small-time crook (Carlyle) returns to his hometown to try and win back her heart.",English,"UK, Germany",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU2ODkzOTExOV5BMl5BanBnXkFtZTYwMzk0NTk2._V1_SX300.jpg,56,6.2,"4,022",tt0301684,movie,N/A,N/A,N/A,N/A,True,6.2/10,51%,56/100,
0,The Other Side of the Bed,2002,R,05 Jul 2002,114 min,"Comedy, Drama, Musical, Romance",Emilio Martínez Lázaro,David Serrano,"Ernesto Alterio, Paz Vega, Guillermo Toledo, Natalia Verbeke",Two couples entwine on their search for love.,Spanish,Spain,6 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BYzI4MmFkOGYtYTFjNi00NDZjLTk3NzQtMDZhNWRkNjdhMzQxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,47,6.4,"5,190",tt0301524,movie,N/A,N/A,N/A,N/A,True,6.4/10,48%,47/100,
0,Day Zero,2007,R,29 Apr 2007,92 min,Drama,Bryan Gunnar Cole,Robert Malkani,"Elijah Wood, Chris Klein, Jon Bernthal, Ginnifer Goodwin","The military draft is back, three best friends are drafted and given 30 days to report for duty. In that time, they're forced to confront everything they believe about courage, duty, love, friendship and honor.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTE3ODA4MzcxN15BMl5BanBnXkFtZTcwNTMzNTY0MQ@@._V1_SX300.jpg,41,5.9,"2,694",tt0768183,movie,N/A,N/A,N/A,N/A,True,5.9/10,24%,41/100,
0,Dickie Roberts: Former Child Star,2003,PG-13,05 Sep 2003,98 min,Comedy,Sam Weisman,"Fred Wolf, David Spade","David Spade, Mary McCormack, Craig Bierko, Scott Terra",A thirty-something former child star hires a foster family to re-create the childhood he never had.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTIxODcyODYwMF5BMl5BanBnXkFtZTYwNTcwMzM3._V1_SX300.jpg,36,5.5,"13,341",tt0325258,movie,N/A,N/A,N/A,N/A,True,5.5/10,22%,36/100,
0,Law & Order: Special Victims Unit,1999–,TV-14,20 Sep 1999,60 min,"Crime, Drama, Mystery, Thriller",N/A,Dick Wolf,"Mariska Hargitay, Ice-T, Dann Florek, Richard Belzer","The Special Victims Unit, a specially trained squad of detectives in the NYPD, investigate sexually related crimes.",English,USA,Won 1 Golden Globe. Another 49 wins & 141 nominations.,https://m.media-amazon.com/images/M/MV5BYjU1YTY1YzItNmQyYS00MWRkLWFiOGItYjM4ZGJiYTkxMDg2XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,N/A,8.0,"67,476",tt0203259,series,,,,,True,8.0/10,,,22
0,Home Room,2002,R,12 Apr 2002,133 min,"Crime, Drama",Paul F. Ryan,Paul F. Ryan,"Busy Philipps, Erika Christensen, Victor Garber, Raphael Sbarge",A high school shooting has repercussions on the town and students.,English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTU5MDVmOWItOTAzYy00NTBlLThmYjktNDA3MWIwYWQ1M2UzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,43,7.2,"3,123",tt0264689,movie,N/A,N/A,N/A,N/A,True,7.2/10,55%,43/100,
0,Party Monster,2003,R,17 Oct 2003,98 min,"Biography, Crime, Drama, Thriller","Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato, James St. James (book)","Seth Green, Macaulay Culkin, Diana Scarwid, Dillon Woolley","Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.",English,"USA, Netherlands",4 nominations.,https://m.media-amazon.com/images/M/MV5BYjZlMWM1MGEtY2M5OS00MWZhLWI1OGUtYTAwY2JlM2U1ZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,36,6.3,"14,588",tt0320244,movie,N/A,N/A,N/A,N/A,True,6.3/10,29%,36/100,
0,Taking Sides,2001,Not Rated,07 Mar 2002,108 min,"Drama, Music, War",István Szabó,"Ronald Harwood (play), Ronald Harwood (screenplay)","Harvey Keitel, Stellan Skarsgård, Moritz Bleibtreu, Birgit Minichmayr","A tale based on the life of Wilhelm Furtwangler, the controversial conductor of the Berlin Philharmonic whose tenure coincided with the controversial Nazi era. One of the most spectacular ...","English, Russian, French, German","France, UK, Germany, Austria",9 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NjA0NTk4M15BMl5BanBnXkFtZTcwNDkzODYyMQ@@._V1_SX300.jpg,61,7.2,"2,993",tt0260414,movie,N/A,N/A,N/A,N/A,True,7.2/10,,61/100,
0,Cabin Fever,2002,R,12 Sep 2003,93 min,Horror,Eli Roth,"Eli Roth, Randy Pearlstein, Eli Roth (story by)","Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent","Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",English,USA,3 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTEwNTU3NzM2NDJeQTJeQWpwZ15BbWU2MDY2ODcyNw@@._V1_SX300.jpg,56,5.7,"72,488",tt0303816,movie,N/A,N/A,N/A,N/A,True,5.7/10,62%,56/100,
0,Matchstick Men,2003,PG-13,12 Sep 2003,116 min,"Comedy, Crime, Drama, Thriller",Ridley Scott,"Eric Garcia (book), Nicholas Griffin (screenplay), Ted Griffin (screenplay)","Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman",A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,English,"USA, UK",5 nominations.,https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_SX300.jpg,61,7.3,"120,991",tt0325805,movie,N/A,N/A,N/A,N/A,True,7.3/10,82%,61/100,
0,Once Upon a Time in Mexico,2003,R,12 Sep 2003,102 min,"Action, Crime, Thriller",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke","Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.","English, Spanish","USA, Mexico",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5MDg5OTcwOV5BMl5BanBnXkFtZTcwMjI1MTIzMw@@._V1_SX300.jpg,56,6.4,"150,614",tt0285823,movie,N/A,N/A,N/A,N/A,True,6.4/10,66%,56/100,
0,The Dummy,2002,R,21 Feb 2002,91 min,"Comedy, Drama, Romance",Greg Pritikin,Greg Pritikin,"Adrien Brody, Milla Jovovich, Illeana Douglas, Vera Farmiga","An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life.","English, Yiddish",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTU2NTA3MTEzN15BMl5BanBnXkFtZTYwOTkwNzg2._V1_SX300.jpg,48,6.7,"6,283",tt0246592,movie,N/A,N/A,N/A,N/A,True,6.7/10,71%,48/100,
0,Lost in Translation,2003,R,03 Oct 2003,102 min,"Comedy, Drama",Sofia Coppola,Sofia Coppola,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"English, Japanese, German, French","USA, Japan",Won 1 Oscar. Another 97 wins & 130 nominations.,https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX300.jpg,89,7.7,"395,958",tt0335266,movie,N/A,N/A,N/A,N/A,True,7.7/10,95%,89/100,
0,Luster,2002,Unrated,17 Mar 2002,92 min,"Comedy, Drama",Everett Lewis,"Dennis Cooper (poetry), Everett Lewis","Justin Herwick, Shane Powers, B. Wyatt, Pamela Gidley","Luster is a refreshingly funny and sexy look at unrequited love. Jackson, a cute, lanky, blue-haired poet who works in a record store, is at the center of Everett Lewis' twisted black LA ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY2OTYxNTQ1MV5BMl5BanBnXkFtZTcwODQ2NTAwMQ@@._V1_SX300.jpg,40,5.5,"1,086",tt0325761,movie,N/A,N/A,N/A,N/A,True,5.5/10,50%,40/100,
0,Millennium Actress,2001,PG,14 Sep 2002,87 min,"Animation, Drama, Fantasy, Romance",Satoshi Kon,"Satoshi Kon (original story), Sadayuki Murai (screenplay), Satoshi Kon (screenplay)","Miyoko Shôji, Mami Koyama, Fumiko Orikasa, Shôzô Îzuka",A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,"Japanese, English",Japan,6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNmY4NDEyYmQtODQ3MC00NjA1LTkwM2YtYjUyNTYxYTdlNDE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,70,7.9,"21,825",tt0291350,movie,28 Oct 2003,N/A,Go Fish Pictures,http://www.millenniumactress-themovie.com/,True,7.9/10,92%,70/100,
0,So Close,2002,R,12 Sep 2002,111 min,"Action, Adventure, Comedy, Crime, Drama, Romance, Sci-Fi, Thriller",Corey Yuen,Jeffrey Lau,"Qi Shu, Wei Zhao, Karen Mok, Seung-heon Song",A conflict of interest between two high-kicking assassin sisters is complicated as they're pursued by the criminals who hired them and an equally high-kicking female cop.,"Mandarin, Cantonese, English",Hong Kong,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTIzMzE3MzA0NV5BMl5BanBnXkFtZTcwNTYxNTAwMQ@@._V1_SX300.jpg,66,6.7,"7,065",tt0300620,movie,N/A,N/A,N/A,N/A,True,6.7/10,82%,66/100,
0,Children of the Night,1991,R,06 Sep 1991,92 min,Horror,Tony Randel,"Nicolas Falacci (screenplay), Nicolas Falacci (story), William Hopkins (story), Tony Randel (story), Christopher Webster (story)","Karen Black, Peter DeLuise, Ami Dolenz, Maya McLaughlin",A schoolteacher teams up with with a priest to stop a town being overrun by vampires.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZmUzZWYzOTgtZDQ4OS00ZGYzLTlmMWYtN2E5ZDJmNjM4MDFmXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg,N/A,4.6,880,tt0103957,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,
0,Daisy Miller,1974,G,24 Jan 1975,91 min,"Comedy, Drama, Romance",Peter Bogdanovich,"Frederic Raphael (screenplay), Henry James (story)","Cybill Shepherd, Barry Brown, Cloris Leachman, Mildred Natwick","In this comedy of manners, Frederick Winterbourne tries to figure out the bright and bubbly Daisy Miller, only to be helped and hindered by false judgments from their fellow friends.","English, French, Italian",USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BODRhODQzMGMtZjYwNS00ZDI4LWFkN2ItZGUwMTg4ZjIzMzE2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.1,990,tt0071385,movie,N/A,N/A,N/A,N/A,True,6.1/10,80%,,
0,Enlightenment Guaranteed,1999,N/A,20 Jan 2000,109 min,"Drama, Comedy",Doris Dörrie,"Doris Dörrie, Ruth Stadler","Uwe Ochsenknecht, Gustav-Peter Wöhler, Petra Zieser, Ulrike Kriener",Two very different brothers get together for a temporary stay in a Japanese zen monastry. The trip from Germany to Japan brings up some unexpected quests they have to manage. Soon both ...,"German, Japanese, English",Germany,2 wins.,https://m.media-amazon.com/images/M/MV5BMTMxMzY4NTg3N15BMl5BanBnXkFtZTcwMTQzMzY3Mw@@._V1_SX300.jpg,68,7.1,"1,159",tt0177749,movie,12 Aug 2003,N/A,Universal Studios Home Video,N/A,True,7.1/10,62%,68/100,
0,Gotcha!,1985,PG-13,03 May 1985,101 min,"Action, Comedy, Mystery, Romance",Jeff Kanew,"Paul G. Hensler (story), Dan Gordon (story), Dan Gordon (screenplay)","Anthony Edwards, Linda Fiorentino, Jsu Garcia, Alex Rocco","Jonathan plays Gotcha with fellow college students, testing ability as assassin or mark, using paintball guns on campus. He flies to Paris on vacation and, with a woman taking his virginity, on to Berlin, where the game/ammo gets real.","English, German, Russian, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BZDhmZTQ0ZTItYWZkZi00MTVhLTg2ODktYmE5NjRiMjZmMDFmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,38,6.2,"6,638",tt0089222,movie,12 Aug 2003,N/A,Universal,N/A,True,6.2/10,36%,38/100,
0,Hard to Hold,1984,PG,06 Apr 1984,93 min,"Drama, Music",Larry Peerce,"Thomas Hedley Jr. (story), Richard Rothstein (story), Thomas Hedley Jr. (screenplay)","Rick Springfield, Janet Eilber, Patti Hansen, Albert Salmi","Details the efforts of a pop-rock star (James Roberts / Rick Springfield) to win the love of a woman he meets in a car accident. None of the usual gambits work on this woman, who has never ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjg4MDI3YzctOTZlMS00MWFkLWE0Y2YtMWE2NDljNWE4MDBlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,4.9,548,tt0087384,movie,12 Aug 2003,N/A,Universal,N/A,True,4.9/10,,,
0,Kuffs,1992,PG-13,10 Jan 1992,102 min,"Action, Comedy, Crime",Bruce A. Evans,"Bruce A. Evans, Raynold Gideon","Christian Slater, Milla Jovovich, Ric Roman Waugh, Steve Holladay","George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNGQ1ZjFmYWEtMTRiYy00NGZhLThjZjctMzc1NjRkM2UxYTY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,5.9,"9,584",tt0104647,movie,N/A,N/A,N/A,N/A,True,5.9/10,28%,,
0,Once Upon a Time in China,1991,R,15 Aug 1991,134 min,"Action, Adventure, History",Hark Tsui,"Yiu-Ming Leung, Elsa Tang, Hark Tsui, Kai-Chi Yuen","Jet Li, Biao Yuen, Rosamund Kwan, Jacky Cheung","Late 1800s Foshan, Guangdong: Wong Fei Hung/Jet Li trains men in martial arts to help defend against foreign powers already holding Hong Kong and Macau. He looks after cute 13th Aunt, who's just returned from England. Lots of fight scenes.","Cantonese, English, French",Hong Kong,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOWNmMzg1OTMtOGM5NS00ODEwLWIyYjMtZGU3NWM2MmViMmZhXkEyXkFqcGdeQXVyNzM3NDU4Njk@._V1_SX300.jpg,N/A,7.3,"16,676",tt0103285,movie,N/A,N/A,N/A,N/A,True,7.3/10,89%,,
