,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,Dracula: Dead and Loving It,1995,PG-13,22 Dec 1995,88 min,"Comedy, Fantasy, Horror",Mel Brooks,"Mel Brooks (screenplay), Rudy De Luca (screenplay), Steve Haberman (screenplay), Rudy De Luca (story), Steve Haberman (story), Bram Stoker (characters)","Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck",Mel Brooks' parody of the classic vampire story and its famous film adaptations.,"English, German","France, USA",N/A,https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg,N/A,5.9,"37,552",tt0112896,movie,N/A,N/A,N/A,N/A,True,5.9/10,11%,,,,,
0,Balto,1995,G,22 Dec 1995,78 min,"Animation, Adventure, Drama, Family, History",Simon Wells,"Cliff Ruby (screenplay), Elana Lesser (screenplay), David Steven Cohen (screenplay), Roger S.H. Schulman (screenplay)","Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings","An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,7.1,"38,533",tt0112453,movie,N/A,N/A,N/A,N/A,True,7.1/10,54%,,,,,
0,Nixon,1995,R,05 Jan 1996,192 min,"Biography, Drama, History",Oliver Stone,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone","Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris","A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.","English, Mandarin, Russian",USA,Nominated for 4 Oscars. Another 11 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,66,7.1,"27,958",tt0113987,movie,N/A,N/A,N/A,N/A,True,7.1/10,74%,66/100,,,,
0,Cutthroat Island,1995,PG-13,22 Dec 1995,124 min,"Action, Adventure, Comedy",Renny Harlin,"Michael Frost Beckner (story), James Gorman (story), Bruce A. Evans (story), Raynold Gideon (story), Robert King (screenplay), Marc Norman (screenplay)","Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin",A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,English,"France, Italy, Germany, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMDg2YTI0YmQtYzgwMi00Zjk4LWJkZjgtYjg0ZDE2ODUzY2RlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,37,5.7,"25,173",tt0112760,movie,N/A,N/A,N/A,N/A,True,5.7/10,38%,37/100,,,,
0,Casino,1995,R,22 Nov 1995,178 min,"Crime, Drama",Martin Scorsese,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)","Robert De Niro, Sharon Stone, Joe Pesci, James Woods","A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite.",English,"France, USA",Nominated for 1 Oscar. Another 4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BOThkYjU3OWQtN2Y3OC00ZDk1LWI1MDQtZTkxZjZiZGU5N2Q0XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg,73,8.2,"445,210",tt0112641,movie,N/A,N/A,N/A,N/A,True,8.2/10,80%,73/100,,,,
0,Sense and Sensibility,1995,PG,26 Jan 1996,136 min,"Drama, Romance",Ang Lee,"Jane Austen (novel), Emma Thompson (screenplay)","James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","English, French","USA, UK",Won 1 Oscar. Another 32 wins & 49 nominations.,https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_SX300.jpg,84,7.6,"97,761",tt0114388,movie,N/A,N/A,N/A,N/A,True,7.6/10,98%,84/100,,,,
0,Four Rooms,1995,R,25 Dec 1995,98 min,Comedy,"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino, Chuck Jones","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna",Four interlocking tales that take place in a fading hotel on New Year's Eve.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.8,"95,256",tt0113101,movie,N/A,N/A,N/A,N/A,True,6.8/10,13%,,,,,
0,Ace Ventura: When Nature Calls,1995,PG-13,10 Nov 1995,90 min,"Adventure, Comedy, Crime",Steve Oedekerk,"Jack Bernstein (characters), Steve Oedekerk","Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",English,USA,7 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,45,6.4,"196,970",tt0112281,movie,N/A,N/A,N/A,N/A,True,6.4/10,31%,45/100,,,,
0,Money Train,1995,R,22 Nov 1995,110 min,"Action, Comedy, Crime, Drama, Thriller",Joseph Ruben,"Doug Richardson (story), Doug Richardson (screenplay), David Loughery (screenplay)","Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake","A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYWZlMzIwYzYtOWZiMi00ZGEzLWFhYmQtNmEzYzJlNDg1NjhjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,5.7,"37,900",tt0113845,movie,N/A,N/A,N/A,N/A,True,5.7/10,22%,,,,,
0,Get Shorty,1995,R,20 Oct 1995,105 min,"Comedy, Crime, Thriller",Barry Sonnenfeld,"Elmore Leonard (novel), Scott Frank (screenplay)","John Travolta, Gene Hackman, Rene Russo, Danny DeVito","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",English,USA,Won 1 Golden Globe. Another 5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX300.jpg,82,6.9,"73,748",tt0113161,movie,N/A,N/A,N/A,N/A,True,6.9/10,87%,82/100,,,,
0,Copycat,1995,R,27 Oct 1995,123 min,"Drama, Mystery, Thriller",Jon Amiel,"Ann Biderman, David Madsen","Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,54,6.6,"52,175",tt0112722,movie,N/A,N/A,N/A,N/A,True,6.6/10,78%,54/100,,,,
0,Ninja Assassin,2009,R,25 Nov 2009,99 min,"Action, Thriller",James McTeigue,"Matthew Sand (screenplay), J. Michael Straczynski (screenplay), Matthew Sand (story)","Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",English,"Germany, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,34,6.3,"66,289",tt1186367,movie,N/A,N/A,N/A,N/A,True,6.3/10,25%,34/100,,,,
0,Powder,1995,PG-13,27 Oct 1995,111 min,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",Victor Salva,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum",An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,6.6,"27,913",tt0114168,movie,N/A,N/A,N/A,N/A,True,6.6/10,50%,,,,,
0,Leaving Las Vegas,1995,R,09 Feb 1996,111 min,"Drama, Romance",Mike Figgis,"John O'Brien (based upon the novel by), Mike Figgis (screenplay by)","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","English, Russian","France, UK, USA",Won 1 Oscar. Another 31 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX300.jpg,82,7.5,"111,148",tt0113627,movie,N/A,N/A,N/A,N/A,True,7.5/10,90%,82/100,,,,
0,Othello,1995,R,19 Jan 1996,123 min,"Drama, Romance",Oliver Parker,"Oliver Parker (adaptation), William Shakespeare (play)","Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker","The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.",English,"USA, UK",3 nominations.,https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.9,"8,720",tt0114057,movie,N/A,N/A,N/A,N/A,True,6.9/10,67%,,,,,
0,Now and Then,1995,PG-13,20 Oct 1995,100 min,"Comedy, Drama, Romance",Lesli Linka Glatter,I. Marlene King,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith",Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_SX300.jpg,N/A,6.8,"26,135",tt0114011,movie,N/A,N/A,N/A,N/A,True,6.8/10,28%,,,,,
0,Persuasion,1995,PG,27 Sep 1995,107 min,"Drama, Romance",Roger Michell,"Jane Austen (novel), Nick Dear (screenplay)","Amanda Root, Ciarán Hinds, Susan Fleetwood, Corin Redgrave","Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to Frederick Wentworth, a young seaman, who, though ...",English,"UK, USA, France",7 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_SX300.jpg,N/A,7.7,"8,758",tt0114117,movie,N/A,N/A,N/A,N/A,True,7.7/10,86%,,,,,
0,The City of Lost Children,1995,R,15 Dec 1995,112 min,"Fantasy, Sci-Fi","Marc Caro, Jean-Pierre Jeunet","Gilles Adrien, Jean-Pierre Jeunet, Marc Caro, Gilles Adrien (dialogue), Guillaume Laurant (additional dialogue), Jean-Pierre Jeunet (additional dialogue)","Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","French, Cantonese","France, Germany, Spain, Belgium, USA",5 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,73,7.5,"63,369",tt0112682,movie,N/A,N/A,N/A,N/A,True,7.5/10,79%,73/100,,,,
0,Shanghai Triad,1995,R,22 Dec 1995,108 min,"Crime, Drama, History, Romance, Thriller",Yimou Zhang,"Feiyu Bi, Li Xiao (novel)","Li Gong, Baotian Li, Xiaoxiao Wang, Xuejian Li",A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,Mandarin,"France, China",Nominated for 1 Oscar. Another 5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODgzNGQyNjEtYTU0My00ZGY2LTg4Y2MtMWNiY2QyZGE1MGRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,7.1,"4,949",tt0115012,movie,12 Dec 2000,N/A,Sony Pictures Home Entertainment,N/A,True,7.1/10,87%,,,,,
0,Dangerous Minds,1995,R,11 Aug 1995,99 min,"Biography, Drama",John N. Smith,"LouAnne Johnson (book), Ronald Bass (screenplay)","Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett",An ex-Marine turned teacher struggles to connect with her students in an inner city school.,English,USA,6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,47,6.5,"46,856",tt0112792,movie,N/A,N/A,N/A,N/A,True,6.5/10,28%,47/100,,,,
0,12 Monkeys,1995,R,05 Jan 1996,129 min,"Mystery, Sci-Fi, Thriller",Terry Gilliam,"Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)","Joseph Melito, Bruce Willis, Jon Seda, Michael Chance","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.","English, French",USA,Nominated for 2 Oscars. Another 10 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,74,8.0,"563,295",tt0114746,movie,N/A,N/A,N/A,N/A,True,8.0/10,90%,74/100,,,,
0,Wings of Courage,1995,G,18 Sep 1996,40 min,"Adventure, Romance",Jean-Jacques Annaud,"Alain Godard, Jean-Jacques Annaud","Craig Sheffer, Tom Hulce, Elizabeth McGovern, Val Kilmer","While flying mail across the Andean mountains, Henri Guillaumet's plane has to crash-land, he must trek back to civilizatin on foot.",English,"France, USA",N/A,https://m.media-amazon.com/images/M/MV5BZWRjOGEyMWEtYmZjMi00MmVmLWE3ZjQtYmJiZTA0MmExYTU5L2ltYWdlXkEyXkFqcGdeQXVyMjI3ODYyNDU@._V1_SX300.jpg,N/A,6.4,599,tt0114952,movie,30 Jun 1998,N/A,Sony Pictures Entertainment,N/A,True,6.4/10,,,,,,
0,Babe,1995,G,04 Aug 1995,91 min,"Comedy, Drama, Family",Chris Noonan,"Dick King-Smith (novel), George Miller (screenplay), Chris Noonan (screenplay)","Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving","Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",English,"Australia, USA",Won 1 Oscar. Another 19 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,83,6.7,"113,581",tt0112431,movie,N/A,N/A,N/A,N/A,True,6.7/10,97%,83/100,,,,
0,Carrington,1995,R,10 Nov 1995,121 min,"Biography, Drama, Romance",Christopher Hampton,"Christopher Hampton, Michael Holroyd (book)","Emma Thompson, Jonathan Pryce, Steven Waddington, Samuel West",The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.,English,"UK, France",Nominated for 1 BAFTA Film Award. Another 7 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,6.8,"4,913",tt0112637,movie,N/A,N/A,N/A,N/A,True,6.8/10,54%,,,,,
0,Dead Man Walking,1995,R,02 Feb 1996,122 min,"Crime, Drama",Tim Robbins,"Helen Prejean (book), Tim Robbins","Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",English,"UK, USA",Won 1 Oscar. Another 22 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX300.jpg,80,7.5,"86,027",tt0112818,movie,N/A,N/A,N/A,N/A,True,7.5/10,95%,80/100,,,,
0,Across the Sea of Time,1995,G,20 Oct 1995,51 min,"Adventure, Drama, Family, History",Stephen Low,Andrew Gellis,"Peter Reznick, John McDonough, Avi Hoffman, Victor Steinbach","A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all ...","English, Russian",USA,N/A,https://m.media-amazon.com/images/M/MV5BOTIwMzk1MDc1MF5BMl5BanBnXkFtZTcwMTEzNDkyMQ@@._V1_SX300.jpg,N/A,6.4,224,tt0112286,movie,N/A,N/A,N/A,N/A,True,6.4/10,,,,,,
0,It Takes Two,1995,PG,17 Nov 1995,101 min,"Comedy, Family, Romance",Andy Tennant,Deborah Dean Davis,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen","Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,45,5.9,"19,709",tt0113442,movie,N/A,N/A,N/A,N/A,True,5.9/10,8%,45/100,,,,
