,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Jordan Danger, Whitney Sloan, Cristine Rose, Ryan Malgarini",1 nomination.,N/A,USA,N/A,Francine McDougall,,"Comedy, Drama, Family, Sport",5.7/10,English,,N/A,"A teenager dreams of becoming a champion ice-skater, and soon discovers a top Russian instructor is working at a nearby private school.",https://m.media-amazon.com/images/M/MV5BMjAwMzI1MDI0Ml5BMl5BanBnXkFtZTcwMTcwMTAzMQ@@._V1_SX300.jpg,N/A,TV-G,10 Jun 2005,True,,88 min,,Go Figure,movie,N/A,"Patrick J. Clifton, Beth Rigazio",2005,tt0447987,5.7,"3,121",,
0,"Frank Rogala, Vince Rogala, Robin Canada, Chuck Hohn",N/A,N/A,USA,22 Feb 2005,Dov Kelemer,,"Documentary, Music",8.4/10,English,68/100,68,"Filmmaker Dov Kelemer's initial project, to create a video of a California rock band to be sold at concerts, eventually evolved into this fascinating and eye-opening feature-length ...",https://m.media-amazon.com/images/M/MV5BMTg1MDYwNjMwOV5BMl5BanBnXkFtZTYwNzYzMjg4._V1_SX300.jpg,Seventh Art Releasing,N/A,28 Sep 2001,True,,73 min,,Won't Anybody Listen,movie,N/A,N/A,2001,tt0281376,8.4,37,,
0,"Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman",5 nominations.,N/A,USA,N/A,John Dahl,,"Mystery, Thriller",6.6/10,English,75/100,75,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",https://m.media-amazon.com/images/M/MV5BMzQ2N2NlNWQtY2Q1Mi00ZTc3LWE5YmMtNGVjMjYxODRjOGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,05 Oct 2001,True,74%,97 min,,Joy Ride,movie,N/A,"Clay Tarver, J.J. Abrams",2001,tt0206314,6.6,"62,518",,
0,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey",1 win & 1 nomination.,N/A,USA,N/A,Tim Hill,,"Comedy, Crime, Family",5.4/10,English,40/100,40,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",https://m.media-amazon.com/images/M/MV5BOGNmZDRkZDMtNDU0NC00M2EwLTliZDYtN2VkY2U5MjM3NDU0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,N/A,PG,05 Oct 2001,True,29%,86 min,,Max Keeble's Big Move,movie,N/A,"David L. Watts (story), Jonathan Bernstein (story), Mark Blackwell (story), James Greer (story), Jonathan Bernstein (screenplay), Mark Blackwell (screenplay), James Greer (screenplay)",2001,tt0273799,5.4,"7,169",,
0,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan",3 nominations.,N/A,"USA, Canada",N/A,Peter Chelsom,,"Comedy, Romance",6.9/10,"English, French",52/100,52,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",https://m.media-amazon.com/images/M/MV5BNWFhZTc4NDEtNDA0MS00NmFiLWFlNzUtMDM0NTExNjc3NzZhXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,N/A,PG-13,05 Oct 2001,True,58%,90 min,,Serendipity,movie,N/A,Marc Klein,2001,tt0240890,6.9,"101,406",,
0,"Jerry Garcia, David Grisman, Joe Craven, Jim Kerwin",1 win.,N/A,USA,N/A,Gillian Grisman,,Documentary,7.3/10,English,64/100,64,"Details the deeply rooted musical friendship between Jerry Garcia and David Grisman. Includes live Garcia/Grisman performances as well as rare and unique personal moments from the studio, ...",https://m.media-amazon.com/images/M/MV5BMTI1Mzc2ODEwMl5BMl5BanBnXkFtZTcwNzQ5MDkxMQ@@._V1_SX300.jpg,N/A,PG-13,04 Jul 2002,True,70%,81 min,,Grateful Dawg,movie,N/A,N/A,2000,tt0265212,7.3,289,,
0,"Mercedes Morán, Graciela Borges, Martín Adjemián, Leonora Balcarce",16 wins & 8 nominations.,N/A,"Argentina, France, Spain, Japan",01 Feb 2005,Lucrecia Martel,,"Comedy, Drama",7.1/10,Spanish,75/100,75,"The life of two women and their families in a small provincial town of Salta, Argentina.",https://m.media-amazon.com/images/M/MV5BOGQ4MWMyOGItMjRjYi00ZTAyLWIyNGUtNWIyNTYyOWIzZGRmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Cowboy Booking International,Not Rated,12 Apr 2001,True,88%,103 min,,La Ciénaga,movie,N/A,Lucrecia Martel,2001,tt0240419,7.1,"5,040",,
0,"Lee Marvin, Mark Hamill, Robert Carradine, Bobby Di Cicco",2 wins & 1 nomination.,N/A,USA,N/A,Samuel Fuller,,"Drama, War",7.1/10,"English, French, Italian, German",77/100,77,A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,https://m.media-amazon.com/images/M/MV5BMGM3MmI0ZDUtYzE1ZS00YWE4LWEzY2UtNjhiZTBiZTEyMzY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,R,18 Jul 1980,True,90%,113 min,,The Big Red One,movie,N/A,Samuel Fuller,1980,tt0080437,7.1,"18,127",,
0,"Barry Watson, Emily Deschanel, Skye McCole Bartusiak, Tory Mussett",N/A,N/A,"USA, New Zealand, Germany",N/A,Stephen Kay,,"Drama, Horror, Mystery, Thriller",4.2/10,English,32/100,32,A young man tries to deal with the childhood terror that has never stopped haunting him.,https://m.media-amazon.com/images/M/MV5BZWE1MDkyNzQtMTNjMC00OTU4LWE5NTctM2M0N2Y1OTE5NDAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,04 Feb 2005,True,13%,89 min,,Boogeyman,movie,N/A,"Eric Kripke (story), Eric Kripke (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay)",2005,tt0357507,4.2,"29,167",,
0,"Claude Brasseur, Brigitte Fossey, Sophie Marceau, Denise Grey",N/A,N/A,France,N/A,Claude Pinoteau,,"Comedy, Drama, Romance",6.7/10,"French, German",,N/A,This is the story about the first love experiences of a teenage-girl.,https://m.media-amazon.com/images/M/MV5BYTQyZmMyM2MtMDRhYS00NWUwLWE3ODAtYjczYmUyY2NhMzM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,17 Dec 1980,True,,100 min,,The Party,movie,N/A,"Danièle Thompson, Claude Pinoteau",1980,tt0082100,6.7,"7,626",,
0,"Olivia de Havilland, James Caan, Jennifer Billingsley, Rafael Campos",N/A,N/A,USA,N/A,Walter Grauman,,"Drama, Horror, Thriller",6.8/10,English,,N/A,A woman trapped in a home elevator is terrorized by a group of vicious hoodlums.,https://m.media-amazon.com/images/M/MV5BZGM2ZDQ5ZTktNmRjOC00NmM0LTg2NzUtMWVmMzNmZDE3NDllXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,Not Rated,10 Jun 1964,True,20%,94 min,,Lady in a Cage,movie,N/A,Luther Davis,1964,tt0058283,6.8,"2,417",,
0,"Robert Redford, Yaphet Kotto, Jane Alexander, Murray Hamilton",Nominated for 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,N/A,Stuart Rosenberg,,"Crime, Drama",7.2/10,English,54/100,54,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,https://m.media-amazon.com/images/M/MV5BYzViZjU1ZjUtYjVmMi00ZWE2LWFiNGItOGJkOTliZmFhYWU4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,R,20 Jun 1980,True,75%,131 min,,Brubaker,movie,N/A,"W.D. Richter (screenplay), W.D. Richter (story), Arthur A. Ross (story), Thomas O. Murton (suggested by), Joe Hyams (suggested by)",1980,tt0080474,7.2,"15,365",,
0,"Ray Simpson, David Hodo, Felipe Rose, Randy Jones",4 wins & 11 nominations.,N/A,USA,16 Apr 2002,Nancy Walker,,"Biography, Comedy, Musical",4.1/10,English,,N/A,A pseudo autobiography of disco's The Village People.,https://m.media-amazon.com/images/M/MV5BNjlhNzQ1NDItM2RlYy00NjNjLThhYjktYjU4MTQwYzg1OTkxL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Associated Film Distribution,PG,20 Jun 1980,True,7%,124 min,,Can't Stop the Music,movie,N/A,"Bronte Woodard, Allan Carr",1980,tt0080492,4.1,"3,489",,
0,"Gary Busey, Jodie Foster, Robbie Robertson, Meg Foster",N/A,N/A,USA,N/A,Robert Kaylor,,Drama,6.4/10,English,68/100,68,"Tired of her dull job as a waitress, Donna decides to join two carnival hustlers and see what life in their field is like.",https://m.media-amazon.com/images/M/MV5BMTExNmE2M2UtZTk3YS00NjcwLThmYTQtNGZlYmIyODJhZmJmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,R,23 May 1980,True,,107 min,,Carny,movie,N/A,"Phoebe Kaylor (story), Robert Kaylor (story), Robbie Robertson (story), Thomas Baum (screenplay)",1980,tt0080500,6.4,"1,744",,
0,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Jan Devereaux",Nominated for 3 Oscars. Another 14 wins & 51 nominations.,N/A,USA,N/A,Clint Eastwood,,"Biography, Crime, Drama, History, Mystery, Thriller",7.7/10,English,63/100,63,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,https://m.media-amazon.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg,N/A,R,31 Oct 2008,True,61%,141 min,,Changeling,movie,N/A,J. Michael Straczynski,2008,tt0824747,7.7,"230,600",,
0,"Cheech Marin, Tommy Chong, Evelyn Guerrero, Betty Kennedy",1 nomination.,N/A,USA,N/A,Tommy Chong,,"Comedy, Crime, Sci-Fi",6.1/10,English,66/100,66,"The two stoners and their friends go through another series of crazy, drug-influenced misadventures.",https://m.media-amazon.com/images/M/MV5BODk3YmQxZmYtNTdkMi00MDI2LTg1Y2ItNjVjMzhmNWQwYzA1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,R,18 Jul 1980,True,,99 min,,Cheech and Chong's Next Movie,movie,N/A,"Tommy Chong, Cheech Marin",1980,tt0080520,6.1,"11,516",,
0,"Sissy Spacek, Tommy Lee Jones, Levon Helm, Phyllis Boyens-Liptak",Won 1 Oscar. Another 9 wins & 13 nominations.,N/A,USA,N/A,Michael Apted,,"Biography, Drama, Music",7.5/10,English,87/100,87,"Biographical story of the legendary country singer's rise from humble, poverty-stricken beginnings in Kentucky to worldwide superstardom and how she changed the sound and style of country music forever.",https://m.media-amazon.com/images/M/MV5BNzg1ZDg0ZDgtOGQzNi00Y2IyLTg2YzQtY2U1N2E4MjQzMjhiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,PG,07 Mar 1980,True,86%,124 min,,Coal Miner's Daughter,movie,N/A,"Thomas Rickman (screenplay), Loretta Lynn (autobiography), George Vecsey (autobiography)",1980,tt0080549,7.5,"15,878",,
0,"Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker",Nominated for 2 Oscars. Another 3 nominations.,N/A,USA,N/A,Joel Oliansky,,"Drama, Romance, Music",6.7/10,English,,N/A,"The movie centers on a piano competition whose winner is assured of success. It is Paul's last chance to compete, but newcomer Heidi may be a better pianist. Can romance be far away? Will ...",https://m.media-amazon.com/images/M/MV5BOTUzMDg4NDAyMl5BMl5BanBnXkFtZTgwNjU5MTEyMDE@._V1_SX300.jpg,N/A,PG,03 Dec 1980,True,71%,123 min,,The Competition,movie,N/A,"Joel Oliansky (screenplay), Joel Oliansky (story), William Sackheim (story)",1980,tt0080556,6.7,"1,686",,
0,"Al Pacino, Paul Sorvino, Karen Allen, Richard Cox",5 nominations.,N/A,"West Germany, USA",N/A,William Friedkin,,"Crime, Drama, Mystery, Thriller",6.5/10,English,43/100,43,A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,https://m.media-amazon.com/images/M/MV5BYjFmODA1NjItY2NmOS00NTczLThkMWMtMzNlZTNiNmU0NWRiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,R,15 Feb 1980,True,50%,102 min,,Cruising,movie,N/A,"William Friedkin, Gerald Walker (novel)",1980,tt0080569,6.5,"17,893",,
0,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter",1 nomination.,N/A,"UK, Germany, Japan, USA",N/A,Corey Yuen,,"Action, Adventure",4.8/10,English,38/100,38,"The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide.",https://m.media-amazon.com/images/M/MV5BMTIyNDQ0NDExMl5BMl5BanBnXkFtZTcwODAxMTk0MQ@@._V1_SX300.jpg,N/A,PG-13,15 Jun 2007,True,33%,87 min,,DOA: Dead or Alive,movie,N/A,"J.F. Lawton (screenplay), Adam Gross (screenplay), Seth Gross (screenplay), J.F. Lawton (story)",2006,tt0398913,4.8,"42,433",,
0,"George Kennedy, Richard Crenna, Nick Mancuso, Sally Ann Howes",N/A,N/A,"UK, Canada",N/A,Alvin Rakoff,,"Adventure, Horror, Mystery, Thriller",4.9/10,"English, German",10/100,10,A mysterious ghostly freighter rams and sinks a modern day cruise ship whose survivors climb aboard the freighter and discover that it is a World War II Nazi torture vessel.,https://m.media-amazon.com/images/M/MV5BNWE0MzFmMzgtMjBjMC00NzVhLTkyMTQtNzJmM2FhM2Y4YjdiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,07 Mar 1980,True,20%,91 min,,Death Ship,movie,N/A,"John Robins (screenplay), Jack Hill (story), David P. Lewis (story)",1980,tt0080603,4.9,"3,457",,
0,"Catherine Deneuve, Gérard Depardieu, Jean Poiret, Andréa Ferréol",Nominated for 1 Oscar. Another 13 wins & 5 nominations.,N/A,France,24 Mar 2009,François Truffaut,,"Drama, Romance, War",7.4/10,"Italian, French, German",,N/A,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",https://m.media-amazon.com/images/M/MV5BZWFjNGI2ODgtMTFmNi00NDU5LWIwNjEtZThmNjk0OTNlNWFiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Wellspring Media Inc.,PG,19 Feb 1981,True,86%,131 min,,The Last Metro,movie,N/A,"François Truffaut (scenario), Suzanne Schiffman (scenario), François Truffaut (dialogue), Suzanne Schiffman (dialogue), Jean-Claude Grumberg (dialogue)",1980,tt0080610,7.4,"11,857",,
0,"Bette Midler, Jocelyn Brown, Ula Hedwig, Diva Gray",N/A,N/A,USA,18 May 1999,Michael Ritchie,,"Documentary, Comedy, Music",7.0/10,English,,N/A,"In 1980, the head usher at the Pasadena Civic Auditorium gives his crew a pep talk: he wants tonight's ""Betty Midler"" show to go smoothly. He's a little worried about risque language, ...",https://ia.media-imdb.com/images/M/MV5BOTA4MGQ3YmEtOWNlZi00Zjg3LTlmMWYtM2ZiNDBkYWVhODdjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,WARNER BROTHERS PICTURES,R,26 Sep 1980,True,,95 min,,Divine Madness,movie,N/A,"Jerry Blatt, Bette Midler, Bruce Vilanch",1980,tt0080634,7.0,668,,
0,"Christopher Walken, Tom Berenger, Colin Blakely, Hugh Millais",N/A,N/A,UK,N/A,John Irvin,,"Action, Adventure, Drama",6.3/10,English,56/100,56,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup.",https://m.media-amazon.com/images/M/MV5BM2Y1YzBiZmQtMzRlNS00NjZhLWFjZGQtM2IyNzAxZDJkYzYxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,N/A,R,13 Feb 1981,True,67%,102 min,,The Dogs of War,movie,N/A,"Gary DeVore (screenplay), George Malko (screenplay), Frederick Forsyth (novel)",1980,tt0080641,6.3,"7,412",,
0,"Carmine Giovinazzo, Norbert Weisser, Monet Mazur, Tim Ransom",N/A,N/A,USA,N/A,Eric Schwab,,"Crime, Drama, Thriller",5.3/10,English,16/100,16,A pair of young amateur grifters in L.A. try to run a scam on a real pro. He owns a record label and has very ambitious aspirations. He ends up forcing them to do his dirty work and for awhile everything goes well.,https://m.media-amazon.com/images/M/MV5BMTUyNzg3NzUxN15BMl5BanBnXkFtZTcwMjgzNzA2NA@@._V1_SX300.jpg,N/A,R,05 Oct 2001,True,20%,113 min,,The Learning Curve,movie,N/A,Eric Schwab,1999,tt0219126,5.3,422,,
0,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity",Nominated for 2 Golden Globes. Another 4 wins & 5 nominations.,N/A,USA,N/A,Barry Levinson,,"Comedy, Crime, Drama, Romance",6.5/10,English,60/100,60,Two bank robbers fall in love with the girl they've kidnapped.,https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_SX300.jpg,N/A,PG-13,12 Oct 2001,True,64%,123 min,,Bandits,movie,N/A,Harley Peyton,2001,tt0219965,6.5,"64,244",,
0,"Chris Kattan, Vinessa Shaw, Peter Falk, Peter Berg",1 nomination.,N/A,USA,N/A,Rob Pritts,,"Comedy, Crime",4.7/10,"English, Vietnamese, Spanish, Thai",20/100,20,The loser son of a Mafia honcho must go undercover for the FBI.,https://m.media-amazon.com/images/M/MV5BM2QwYjFmM2ItMmM1NS00NTAyLTkzNzQtNDdiMzg5ZjAwODdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,12 Oct 2001,True,7%,86 min,,Corky Romano,movie,N/A,"David Garrett, Jason Ward",2001,tt0250310,4.7,"12,301",,
0,"Rongguang Yu, Donnie Yen, Jean Wang, Sze-Man Tsang",2 nominations.,N/A,Hong Kong,N/A,Woo-Ping Yuen,,"Action, Crime, Drama",7.5/10,Cantonese,79/100,79,A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin monk takes over the authorities.,https://m.media-amazon.com/images/M/MV5BYjJmMGI4NjctYjUzNC00MDE2LWJiMjYtOGZmN2Y2ZTZjMDY5XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,N/A,PG-13,12 Oct 2001,True,91%,85 min,,Iron Monkey,movie,N/A,"Tan Cheung, Richard Epcar, Tai-Mok Lau, Elsa Tang, Hark Tsui",1993,tt0108148,7.5,"15,000",,
0,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo, Arsinée Khanjian",4 wins & 3 nominations.,N/A,"France, Italy",N/A,Catherine Breillat,,Drama,6.5/10,"French, Italian, English",77/100,77,Two sisters confront their sexual attitudes and experiences while on a family holiday.,https://m.media-amazon.com/images/M/MV5BMTljMzk5MWYtMjY3YS00ODBkLWFmNzAtMmY5MmQ2NDdhNTM1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,Not Rated,07 Mar 2001,True,74%,86 min,,Fat Girl,movie,N/A,Catherine Breillat,2001,tt0243255,6.5,"10,066",,
0,"Naomi Watts, Jeanne Bates, Dan Birnbaum, Laura Harring",Nominated for 1 Oscar. Another 49 wins & 59 nominations.,N/A,"France, USA",N/A,David Lynch,,"Drama, Mystery, Thriller",8.0/10,"English, Spanish",85/100,85,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",https://m.media-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,R,19 Oct 2001,True,83%,147 min,,Mulholland Drive,movie,N/A,David Lynch,2001,tt0166924,8.0,"307,284",,
