,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons
0,Roman de gare,2007,R,23 May 2008,103 min,Drama,Claude Lelouch,"Claude Lelouch (original scenario), Pierre Uytterhoeven (adaptation), Claude Lelouch (adaptation)","Dominique Pinon, Fanny Ardant, Audrey Dana, Michèle Bernier",A popular novelist researches unlikely sources to find characters for her next bestseller.,French,France,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0OTMzMTA4MF5BMl5BanBnXkFtZTcwMzIwMTA2MQ@@._V1_SX300.jpg,71,7.2,"2,296",tt0889652,movie,N/A,N/A,N/A,N/A,True,7.2/10,88%,71/100,
0,Futurama: The Beast with a Billion Backs,2008,Not Rated,24 Jun 2008,90 min,"Animation, Comedy, Romance, Sci-Fi",Peter Avanzino,"Matt Groening (created by), Matt Groening (developed by), David X. Cohen (developed by), Eric Kaplan (teleplay by), Eric Kaplan (story by), David X. Cohen (story by)","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille","The Planet Express crew discovers a tentacle-covered, planet-sized alien that wishes to copulate with it all the inhabitants of Earth.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BOTQxMDYyMjA0NF5BMl5BanBnXkFtZTcwNjE2NjU2MQ@@._V1_SX300.jpg,N/A,7.2,"22,639",tt1054485,movie,N/A,N/A,N/A,N/A,True,7.2/10,80%,,
0,Archangel,2005,R,05 Jan 2006,133 min,"Crime, Drama, Mystery, Thriller",Jon Jones,"Robert Harris (novel), Dick Clement (screenplay), Ian La Frenais (screenplay)","Daniel Craig, Yekaterina Rednikova, Gabriel Macht, Lev Prygunov","A British college professor, working in Russia, investigates certain mysteries surrounding the life and death of Joseph Stalin.","English, Russian",UK,N/A,https://m.media-amazon.com/images/M/MV5BN2EwOWZhNjYtYzVjYS00Y2JhLWJhZGMtNDQ1NzVmOTIzODdlXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,N/A,6.5,"5,047",tt0426911,movie,07 Nov 2006,N/A,MTI Home Video,N/A,True,6.5/10,,,
0,The Color of Pomegranates,1969,Not Rated,27 Jan 1982,79 min,"Biography, Drama, History, Music",Sergei Parajanov,"Sayat Nova (poems), Sergei Parajanov","Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan, Gogi Gegechkori","A super-stylized, surreal biography of Armenian troubadour Sayat Nova, whose life is depicted through non-narrative amalgamations of poetic images.","Armenian, Azerbaijani, Georgian",Soviet Union,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNmJhNTVmNWEtMTMzYi00YjlmLTg5ZWMtNDExMDU3ZGI2NWY0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,7.7,"8,292",tt0063555,movie,08 Mar 2005,N/A,Kino on Video,N/A,True,7.7/10,93%,,
0,Dog Day,1984,N/A,11 Jan 1984,101 min,"Action, Crime, Drama, Thriller",Yves Boisset,"Jean Herman (novel), Jean Herman (screenplay), Michel Audiard (screenplay), Dominique Roulet (screenplay), Serge Korber (screenplay), Yves Boisset (screenplay), Michel Audiard (dialogue)","Lee Marvin, Miou-Miou, Jean Carmet, Victor Lanoux",A fugitive on the run from the law and carrying several million dollars hides out in the house of a farm family. The tables turn when the family turns out to be even more criminally ...,"French, English",France,N/A,https://m.media-amazon.com/images/M/MV5BMmYzZTIyNjYtMGFhNC00NTFiLWIzNDgtY2NiYjczMWY0ZWEzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,5.7,745,tt0085289,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,
0,Finding Amanda,2008,R,14 Mar 2011,96 min,"Comedy, Drama",Peter Tolan,Peter Tolan,"Matthew Broderick, Brittany Snow, Maura Tierney, Peter Facinelli",A television producer with a penchant for drinking and gambling is sent to Las Vegas to convince his troubled niece to enter rehab.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4NzYxMTE4Nl5BMl5BanBnXkFtZTcwMDUyNjE3MQ@@._V1_SX300.jpg,51,5.5,"3,177",tt0889134,movie,16 Sep 2008,"$31,340",Mitropoulos Films,N/A,True,5.5/10,40%,51/100,
0,Kit Kittredge: An American Girl,2008,G,02 Jul 2008,101 min,"Comedy, Drama, Family",Patricia Rozema,"Ann Peacock, Valerie Tripp (Kit Kittredge stories)","Abigail Breslin, Julia Ormond, Chris O'Donnell, Jane Krakowski","Set in Cincinnati at the height of the Great Depression, Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",English,"USA, Canada",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTIxOTExNTU2OF5BMl5BanBnXkFtZTcwMDAwODU2MQ@@._V1_SX300.jpg,63,6.5,"5,427",tt0846308,movie,N/A,N/A,N/A,N/A,True,6.5/10,80%,63/100,
0,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,R,18 Jul 2008,120 min,"Documentary, Biography, Music",Alex Gibney,"Alex Gibney (screenplay), Hunter S. Thompson (writings)","Hunter S. Thompson, Johnny Depp, Joe Cairo, David Carlo",A portrait of the late gonzo journalist Hunter S. Thompson.,"English, Portuguese",USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5MTU0MzI0NV5BMl5BanBnXkFtZTcwNDYzNjQ3MQ@@._V1_SX300.jpg,73,7.7,"7,299",tt0479468,movie,18 Nov 2008,"$1,031,095",Magnolia Pictures,N/A,True,7.7/10,87%,73/100,
0,The Wackness,2008,R,01 Aug 2008,99 min,"Comedy, Drama, Romance",Jonathan Levine,Jonathan Levine,"Ben Kingsley, Josh Peck, Famke Janssen, Olivia Thirlby","It's the summer of 1994, and the streets of New York are pulsing with hip-hop. Set against this backdrop, a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City, trading it with his unorthodox psychotherapist for treatment, while having a crush on his stepdaughter.",English,"UK, USA",4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1_SX300.jpg,61,7.0,"29,539",tt1082886,movie,N/A,N/A,N/A,N/A,True,7.0/10,70%,61/100,
0,Up the Yangtze,2007,Not Rated,11 Jul 2008,93 min,Documentary,Yung Chang,Yung Chang,"Jerry Bo Yu Chen, Campbell Ping He, Cindy Shui Yu","At the edge of the Yangtze River, not far from the Three Gorges Dam, young men and women take up employment on a cruise ship, where they confront rising waters and a radically changing China.","English, Mandarin",Canada,14 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTc2MjkzNzAxMF5BMl5BanBnXkFtZTcwNjAzNzg5MQ@@._V1_SX300.jpg,84,7.5,"1,731",tt1114277,movie,N/A,N/A,N/A,N/A,True,7.5/10,96%,84/100,
0,Along Came Jones,1945,Approved,19 Jul 1945,90 min,"Comedy, Romance, Western",Stuart Heisler,"Nunnally Johnson, Alan Le May (novel)","Gary Cooper, Loretta Young, William Demarest, Dan Duryea",A good-natured saddle tramp traveling with his sidekick is mistaken for a ruthless outlaw with a price on his head.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTE4NDRhZTAtOTE1ZC00YzVlLThkYTUtZTA0YzFlYmY4YjZlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,N/A,6.5,"1,709",tt0037508,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,
0,Sleepwalking,2008,R,14 Feb 2008,101 min,Drama,Bill Maher,Zac Stanford,"Nick Stahl, AnnaSophia Robb, Charlize Theron, Deborra-Lee Furness",The drama follows a twelve-year-old girl's struggle to come to terms with her mother's abandonment.,English,"Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTI5NzAxODgzOV5BMl5BanBnXkFtZTcwMTY1Mjc1MQ@@._V1_SX300.jpg,40,6.1,"5,482",tt0888693,movie,N/A,N/A,N/A,N/A,True,6.1/10,17%,40/100,
0,Encounters at the End of the World,2007,G,18 Jul 2008,99 min,Documentary,Werner Herzog,Werner Herzog,"Werner Herzog, Scott Rowland, Stefan Pashov, Doug MacAyeal","Film-maker Werner Herzog travels to the McMurdo Station in Antarctica, looking to capture the continent's beauty and investigate the characters living there.","English, Spanish",USA,Nominated for 1 Oscar. Another 2 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BOTI3NjkyNjY2OV5BMl5BanBnXkFtZTcwOTUwMTU3MQ@@._V1_SX300.jpg,80,7.7,"16,625",tt1093824,movie,N/A,N/A,N/A,N/A,True,7.7/10,94%,80/100,
0,Mauvais Sang,1986,Unrated,26 Nov 1986,105 min,"Crime, Drama, Romance",Leos Carax,Leos Carax,"Michel Piccoli, Juliette Binoche, Denis Lavant, Hans Meyer","As a deadly virus which infects people who have loveless sex sweeps Paris, a lonely pariah attempts to steal a potent antidote, only to fall for the mistress of his partner-in-crime. Is the infectious young love the cure to the bad blood?",French,"Switzerland, France",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjIwODE4NzI2MF5BMl5BanBnXkFtZTgwMDE2NjQ3MDE@._V1_SX300.jpg,74,7.3,"6,518",tt0091497,movie,N/A,N/A,N/A,N/A,True,7.3/10,85%,74/100,
0,Standard Operating Procedure,2008,R,29 May 2008,116 min,"Documentary, Crime, War",Errol Morris,N/A,"Megan Ambuhl Graner, Javal Davis, Ken Davis, Anthony Diaz",Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison.,English,USA,2 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4NDY3NDUwNF5BMl5BanBnXkFtZTcwODQyNzQ2MQ@@._V1_SX300.jpg,70,7.4,"3,770",tt0896866,movie,14 Oct 2008,N/A,Sony Pictures Classics,N/A,True,7.4/10,79%,70/100,
0,Zombie Strippers!,2008,R,19 Sep 2008,94 min,"Comedy, Horror, Sci-Fi",Jay Lee,Jay Lee,"Jenna Jameson, Robert Englund, Roxy Saint, Penny Vital",A zombie epidemic spreads throughout a strip club in Nebraska.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI5MTM4NTA5MV5BMl5BanBnXkFtZTcwNzc0MTU2MQ@@._V1_SX300.jpg,45,4.1,"17,251",tt0960890,movie,N/A,N/A,N/A,N/A,True,4.1/10,39%,45/100,
0,Battle for Haditha,2007,R,07 May 2008,97 min,"Drama, History, War",Nick Broomfield,"Nick Broomfield, Marc Hoeferlin, Anna Telford","Matthew Knoll, Elliot Ruiz, Eric Mehalacopoulos, Nathan De La Cruz","An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.","English, Arabic",UK,2 wins.,https://m.media-amazon.com/images/M/MV5BMTk2NjU1ODEwMl5BMl5BanBnXkFtZTcwOTE0NTkxMg@@._V1_SX300.jpg,65,7.0,"7,021",tt0870211,movie,N/A,N/A,N/A,N/A,True,7.0/10,68%,65/100,
0,Alexandra,2007,Not Rated,26 Sep 2007,95 min,"Drama, War",Aleksandr Sokurov,Aleksandr Sokurov,"Galina Vishnevskaya, Vasily Shevtsov, Raisa Gichaeva, Andrei Bogdanov",An elderly woman takes a train trip to visit her grandson at his army camp inside Chechnya.,"Russian, Chechen","Russia, France",3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5NDUzNDc5NF5BMl5BanBnXkFtZTgwMDM3NTcyMjE@._V1_SX300.jpg,85,6.8,"2,429",tt1034427,movie,28 Apr 2009,N/A,The Cinema Guild,N/A,True,6.8/10,88%,85/100,
0,Transylvania,2006,N/A,04 Oct 2006,103 min,Drama,Tony Gatlif,Tony Gatlif,"Asia Argento, Amira Casar, Birol Ünel, Alexandra Beaujard","Zingarina, who is two-month pregnant, travels from France to Transylvania with her friend Marie to seek out her lover Milan Agustin that was deported from France. They hire the guide and ...","French, Romanian, English, Hungarian, Italian, Turkish",France,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODBiZTE0M2QtZDRiZS00MDJhLWIxMjItNTcwNzIxYzI5ODA4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,N/A,6.8,"2,310",tt0463381,movie,N/A,N/A,N/A,N/A,True,6.8/10,75%,,
0,Mamma Mia!,2008,PG-13,18 Jul 2008,108 min,"Comedy, Musical, Romance",Phyllida Lloyd,"Catherine Johnson (screenplay), Catherine Johnson (musical book)","Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,"English, Greek","USA, UK, Germany",Nominated for 2 Golden Globes. Another 15 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SX300.jpg,51,6.4,"205,778",tt0795421,movie,N/A,N/A,N/A,N/A,True,6.4/10,54%,51/100,
0,The Game,1997,R,12 Sep 1997,129 min,"Drama, Mystery, Thriller",David Fincher,"John Brancato, Michael Ferris","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.","English, Cantonese, German",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,61,7.8,"333,127",tt0119174,movie,N/A,N/A,N/A,N/A,True,7.8/10,73%,61/100,
0,The Pornographers,1966,Not Rated,12 Aug 1966,120 min,"Comedy, Drama",Shôhei Imamura,"Akiyuki Nosaka (novel), Shôhei Imamura (screenplay), Koji Numata (screenplay)","Shôichi Ozawa, Sumiko Sakamoto, Keiko Sagawa, Masaomi Kondô","While avoiding the mob and local authorities, a world-weary pornographer finds being a family man the most difficult as he wrestles with his own desires and afflictions.",Japanese,Japan,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWRjYWMwMTctYTgzMi00NjllLTg1MWItODU1OThkNzc2MzYwXkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,N/A,7.3,"2,042",tt0060560,movie,N/A,N/A,N/A,N/A,True,7.3/10,100%,,
0,Kabluey,2007,PG-13,25 Jun 2007,86 min,Comedy,Scott Prendergast,Scott Prendergast,"Lisa Kudrow, Scott Prendergast, Christine Taylor, Conchata Ferrell",Inept Salman comes to help his sister-in-law tend to his holy terror nephews while Salman's brother is off fighting in Iraq. Salman must take a humiliating job as a giant blue corporate ...,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTMwMzMwOTA3NF5BMl5BanBnXkFtZTcwNDE2NjU3MQ@@._V1_SX300.jpg,62,6.7,"4,198",tt0816545,movie,N/A,N/A,N/A,N/A,True,6.7/10,84%,62/100,
0,The Stone Angel,2007,R,11 Jul 2008,116 min,Drama,Kari Skogland,"Kari Skogland, Margaret Laurence (novel)","Ellen Burstyn, Dylan Baker, Sheila McCarthy, Judy Marshak","A 90-year-old woman, rapidly losing her memory and knowing that sooner or later her life will be over, returns to the Manitoba farmhouse she grew up in to try and make peace with her dysfunctional family.",English,"Canada, UK",4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3MDI5NTYwOF5BMl5BanBnXkFtZTcwNjU5NTU3MQ@@._V1_SX300.jpg,57,6.1,"1,643",tt0847897,movie,21 Oct 2008,"$31,883",Vivendi Entertainment,N/A,True,6.1/10,44%,57/100,
0,Rogue,2007,R,08 Nov 2007,99 min,"Action, Adventure, Drama, Horror, Thriller",Greg McLean,Greg McLean,"Radha Mitchell, Michael Vartan, Sam Worthington, Caroline Brazier",An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.,English,Australia,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxNzAxNDU3Ml5BMl5BanBnXkFtZTcwMDU0ODg2MQ@@._V1_SX300.jpg,N/A,6.2,"26,742",tt0479528,movie,N/A,N/A,N/A,N/A,True,6.2/10,100%,,
0,No Regrets for Our Youth,1946,Not Rated,06 Jun 1980,110 min,Drama,Akira Kurosawa,"Eijirô Hisaita (screenplay), Akira Kurosawa (screenplay), Keiji Matsuzaki (screenplay)","Setsuko Hara, Susumu Fujita, Denjirô Ôkôchi, Haruko Sugimura","The daughter of a politically disgraced university professor struggles to find a place for herself in love and life, in the uncertain world of Japan leading into WWII.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzI0ZGE2NTItMDRlNC00NTE2LWE0NGItNTYzMzEyNWQxNDQxXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,N/A,7.1,"2,641",tt0039090,movie,N/A,N/A,N/A,N/A,True,7.1/10,100%,,
0,"It's the Great Pumpkin, Charlie Brown",1966,Not Rated,27 Oct 1966,25 min,"Animation, Comedy, Family",Bill Melendez,Charles M. Schulz,"Peter Robbins, Christopher Shea, Sally Dryer, Cathy Steinberg",The Peanuts gang celebrates Halloween while Linus waits for the Great Pumpkin.,English,USA,Nominated for 3 Primetime Emmys. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQzMDc1NTYzM15BMl5BanBnXkFtZTgwMDQ2NDUzMzE@._V1_SX300.jpg,N/A,8.2,"15,399",tt0060550,movie,N/A,N/A,N/A,N/A,True,8.2/10,94%,,
0,Katyn,2007,Not Rated,21 Sep 2007,121 min,"Drama, History, War",Andrzej Wajda,"Andrzej Mularczyk (story), Przemyslaw Nowakowski (screenplay), Wladyslaw Pasikowski (screenplay), Andrzej Wajda (screenplay)","Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka",An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,"Polish, Russian, German, Ukrainian",Poland,Nominated for 1 Oscar. Another 14 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjk3ODEzNzIwMl5BMl5BanBnXkFtZTcwMzM5Mjc1MQ@@._V1_SX300.jpg,81,7.0,"15,136",tt0879843,movie,N/A,N/A,N/A,N/A,True,7.0/10,91%,81/100,
0,Journey to the Center of the Earth,2008,PG,11 Jul 2008,93 min,"Action, Adventure, Family, Fantasy, Sci-Fi",Eric Brevig,"Michael D. Weiss (screenplay), Jennifer Flackett (screenplay), Mark Levin (screenplay), Jules Verne (novel)","Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","English, Icelandic, Italian",USA,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,57,5.8,"109,340",tt0373051,movie,N/A,N/A,N/A,N/A,True,5.8/10,61%,57/100,
0,Meet Dave,2008,PG,11 Jul 2008,90 min,"Adventure, Comedy, Family, Romance, Sci-Fi",Brian Robbins,"Rob Greenberg, Bill Corbett","Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan","A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzc4YWIwYWEtMjVlYi00Y2JkLWE0NDMtODYyZDkyZTAyYzU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,43,5.0,"37,547",tt0765476,movie,N/A,N/A,N/A,N/A,True,5.0/10,20%,43/100,
0,The Machine Girl,2008,Not Rated,23 May 2008,96 min,"Action, Comedy, Horror, Thriller",Noboru Iguchi,Noboru Iguchi,"Minase Yashiro, Asami, Nobuhiro Nishihara, Kentarô Shimazu","Maimed while seeking revenge, a girl becomes stronger than ever.",Japanese,"Japan, USA",N/A,https://m.media-amazon.com/images/M/MV5BODdlZmM2YTctNDc4Ny00OGE3LWI0YjEtMDViNGVmOWE2YWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.9,"9,585",tt1050160,movie,03 Jun 2008,N/A,Media Blasters,N/A,True,5.9/10,63%,,
