,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,Dirty Love,2005,R,05 May 2006,91 min,"Comedy, Romance",John Asher,Jenny McCarthy,"Jenny McCarthy, Eddie Kaye Thomas, Carmen Electra, Victor Webster",A jilted photographer goes on a mission to get back at her philandering model boyfriend and along the way discovers that not all love is created equal.,English,USA,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTgzMTQ2NjQyMF5BMl5BanBnXkFtZTcwMzg4OTEzMQ@@._V1_SX300.jpg,9,3.6,"6,712",tt0327643,movie,N/A,N/A,N/A,N/A,True,3.6/10,7%,9/100,,,,
0,The Spirit of the Beehive,1973,Not Rated,14 Mar 1975,98 min,"Drama, Fantasy",Víctor Erice,"Ángel Fernández Santos (original screenplay), Víctor Erice (original screenplay)","Fernando Fernán Gómez, Teresa Gimpera, Ana Torrent, Isabel Tellería","In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world.",Spanish,Spain,7 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTNmNTZmYmQtZTA0Mi00OTRiLWI4MGEtMzIwMzQ0NjkzYzZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,87,7.9,"15,755",tt0070040,movie,N/A,N/A,N/A,N/A,True,7.9/10,96%,87/100,,,,
0,Keeping Mum,2005,R,06 Oct 2006,99 min,"Comedy, Crime",Niall Johnson,"Richard Russo (screenplay), Niall Johnson (screenplay), Richard Russo (story)","Rowan Atkinson, Kristin Scott Thomas, Maggie Smith, Patrick Swayze","A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair, and his children are up to no good.",English,"UK, USA, Isle Of Man",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNTA4OTc2MDc4Nl5BMl5BanBnXkFtZTYwNjUyODY2._V1_SX300.jpg,53,6.8,"32,360",tt0444653,movie,N/A,N/A,N/A,N/A,True,6.8/10,56%,53/100,,,,
0,"Goodnight, Mister Tom",1998,Not Rated,30 May 1999,108 min,"Drama, Family, War",Jack Gold,"Brian Finch (adaptation), Michelle Magorian (novel)","John Thaw, Nick Robinson, Annabelle Apsion, Thomas Orange","A shy and quiet World War II evacuee is housed by a disgruntled old man, and they soon develop a close bond.",English,UK,4 wins.,https://m.media-amazon.com/images/M/MV5BMTcyNDY5MTIwMV5BMl5BanBnXkFtZTgwNzgyNDgwMzE@._V1_SX300.jpg,N/A,7.8,"3,454",tt0175680,movie,22 Nov 2005,N/A,Public Broadcasting Service,N/A,True,7.8/10,,,,,,
0,Late Spring,1949,Not Rated,21 Jul 1972,108 min,Drama,Yasujirô Ozu,"Kazuo Hirotsu (based on the novel ""Chichi to musume"" by), Kôgo Noda (screenplay), Yasujirô Ozu (screenplay)","Chishû Ryû, Setsuko Hara, Yumeji Tsukioka, Haruko Sugimura","Noriko is twenty-seven years old and still living with her widowed father. Everybody tries to talk her into marrying, but Noriko wants to stay at home caring for her father.",Japanese,Japan,5 wins.,https://m.media-amazon.com/images/M/MV5BNzQyMzMzMDUtNWVhYi00MzVmLTg3NDYtNjE4ZWQxNmIzY2YxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.3,"12,490",tt0041154,movie,N/A,N/A,N/A,N/A,True,8.3/10,100%,,,,,
0,The New World,2005,PG-13,20 Jan 2006,135 min,"Biography, Drama, History, Romance",Terrence Malick,Terrence Malick,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale","The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.","English, Algonquin","USA, UK",Nominated for 1 Oscar. Another 6 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMTdjNjQ5ZTAtODJlZi00MzcyLWJjY2UtNDZhNTJkYjlkNGY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,69,6.7,"81,051",tt0402399,movie,N/A,N/A,N/A,N/A,True,6.7/10,63%,69/100,,,,
0,7 Faces of Dr. Lao,1964,Passed,13 Aug 1964,100 min,"Fantasy, Mystery, Western",George Pal,"Charles Beaumont (screen play), Charles G. Finney (novel)","Tony Randall, Barbara Eden, Arthur O'Connell, John Ericson",A mysterious circus comes to a western town bearing wonders and characters that entertain the inhabitants and teach valuable lessons.,English,USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjNkNWRmNTAtMmRhZC00OTA1LWJkZTItNDgzMGE4NDdmN2RmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.3,"4,296",tt0057812,movie,03 Oct 2000,N/A,Warner Bros. Pictures,N/A,True,7.3/10,83%,,,,,
0,The Boys of Baraka,2005,R,15 Oct 2005,84 min,Documentary,"Heidi Ewing, Rachel Grady",N/A,"Devon Brown, Darius Chambers, Richard Keyser, Justin Mackall","Twenty 12-year-old black boys from one of the most violent ghettos in Baltimore, Maryland, are taken 10,000 miles away to an experimental boarding school in rural Kenya, to try to take ...",English,USA,5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTgxMjYxNDg1Ml5BMl5BanBnXkFtZTcwODU3NzgyMQ@@._V1_SX300.jpg,71,7.6,727,tt0444608,movie,06 Jun 2006,N/A,ThinkFilm,N/A,True,7.6/10,75%,71/100,,,,
0,Lady Vengeance,2005,R,29 Jul 2005,115 min,"Crime, Drama, Thriller",Chan-wook Park,"Seo-kyeong Jeong, Chan-wook Park, Chan-wook Park (character created by: Lady Vengeance,  Vengeance Trilogy), Myeong-chan Park (comic)","Yeong-ae Lee, Min-sik Choi, Shi-hoo Kim, Yea-young Kwon","After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.","Korean, English, Japanese",South Korea,12 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BODdmZGI0MjktNjA4NS00ODgxLWEzZjUtMTc0OTZlMTlhYWE5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,75,7.6,"68,902",tt0451094,movie,N/A,N/A,N/A,N/A,True,7.6/10,76%,75/100,,,,
0,Boys Don't Cry,2000,N/A,25 Feb 2000,90 min,"Comedy, Crime",Olaf Lubaszenko,Mikolaj Korzynski,"Maciej Stuhr, Cezary Pazura, Michal Milowicz, Miroslaw Zbrojewicz",A satirical look at the gangsters of Poland and some teens who accidentally get involved with them.,Polish,Poland,5 nominations.,https://m.media-amazon.com/images/M/MV5BZjVmMjVjYWYtODdjNS00ODE4LTgzNTgtMzZhZDBkNWJmOWMzXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,7.6,"4,478",tt0238119,movie,N/A,N/A,N/A,N/A,True,7.6/10,,,,,,
0,49th Parallel,1941,Not Rated,15 Apr 1942,123 min,"Drama, Thriller, War",Michael Powell,"Emeric Pressburger (original story and screenplay), Rodney Ackland (scenario), Emeric Pressburger (scenario)","Leslie Howard, Raymond Massey, Laurence Olivier, Anton Walbrook","A World War II U-boat crew are stranded in northern Canada. To avoid internment, they must make their way to the border and get into the still-neutral U.S.","English, French, German",UK,Won 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjlkZWI4MDQtOTczZC00MWVlLTk4YWYtNjYwMGJjMjRlMTMxL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,N/A,7.3,"5,627",tt0033627,movie,N/A,N/A,N/A,N/A,True,7.3/10,92%,,,,,
0,District B13,2004,R,02 Jun 2006,84 min,"Action, Crime, Sci-Fi, Thriller",Pierre Morel,"Luc Besson, Bibi Naceri","Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri","In the ghettos of Paris in 2010, an undercover cop and an ex-thug try to infiltrate a gang in order to defuse a neutron bomb.","French, Spanish",France,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BM2U4YmU4NWYtYzZkOC00MTY5LThjMzMtZDQ3ZTMzMTM0ODg2XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,70,7.2,"65,134",tt0414852,movie,N/A,N/A,N/A,N/A,True,7.2/10,80%,70/100,,,,
0,BloodRayne,2005,R,06 Jan 2006,95 min,"Action, Adventure, Fantasy, Horror",Uwe Boll,Guinevere Turner,"Kristanna Loken, Michael Madsen, Matthew Davis, Will Sanderson","In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.",English,"Germany, USA",4 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BZDE2YWFjZTctNWQyZS00ZjRjLWJiNjUtY2Y4NjNmMTg2MjI1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,18,2.9,"33,574",tt0383222,movie,N/A,N/A,N/A,N/A,True,2.9/10,4%,18/100,,,,
0,Hostel,2005,R,06 Jan 2006,94 min,Horror,Eli Roth,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova","Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish","USA, Czech Republic",4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1NDA3ODM1OV5BMl5BanBnXkFtZTcwMDM5NzEzMQ@@._V1_SX300.jpg,55,5.9,"164,981",tt0450278,movie,N/A,N/A,N/A,N/A,True,5.9/10,61%,55/100,,,,
0,Grandma's Boy,2006,R,06 Jan 2006,94 min,Comedy,Nicholaus Goossen,"Barry Wernick, Allen Covert, Nick Swardson","Linda Cardellini, Allen Covert, Peter Dante, Shirley Jones",A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMDFiYzQ0NzktMGNkNy00YTQ0LTgxODgtNDViNGIxMTc1NGFjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,33,7.0,"76,069",tt0456554,movie,N/A,N/A,N/A,N/A,True,7.0/10,16%,33/100,,,,
0,Tristan & Isolde,2006,PG-13,13 Jan 2006,125 min,"Action, Adventure, Drama, Romance, War",Kevin Reynolds,Dean Georgaris,"James Franco, Sophia Myles, Rufus Sewell, David O'Hara",An affair between the second in line to Britain's throne and the princess of the feuding Irish spells doom for the young lovers.,English,"USA, UK, Germany, Czech Republic",N/A,https://m.media-amazon.com/images/M/MV5BMTRiZmY5ODMtNzI4Ny00YTE3LTgyYTgtZGE5MDZhZjAyMTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,49,6.8,"49,836",tt0375154,movie,N/A,N/A,N/A,N/A,True,6.8/10,31%,49/100,,,,
0,Glory Road,2006,PG,13 Jan 2006,118 min,"Biography, Drama, Sport",James Gartner,"Christopher Cleveland, Bettina Gilois","Josh Lucas, Derek Luke, Austin Nichols, Jon Voight","In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA2MDY4OTE1N15BMl5BanBnXkFtZTcwOTI5OTMzMQ@@._V1_SX300.jpg,58,7.2,"41,857",tt0385726,movie,N/A,N/A,N/A,N/A,True,7.2/10,,58/100,,,,
0,Last Holiday,2006,PG-13,13 Jan 2006,112 min,"Comedy, Romance",Wayne Wang,"Jeffrey Price (screenplay), Peter S. Seaman (screenplay), J.B. Priestley","Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito","Upon learning of a terminal illness, a shy woman decides to sell off all her possessions and live it up at a posh European hotel.","English, French",USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BMzY4ZjcxOTItNWQwOC00MmMxLTkzMjYtZmQwMTJiMGY5Y2JlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,52,6.4,"27,434",tt0408985,movie,N/A,N/A,N/A,N/A,True,6.4/10,56%,52/100,,,,
0,Hoodwinked!,2005,PG,13 Jan 2006,80 min,"Animation, Comedy, Crime, Family, Musical, Mystery","Cory Edwards, Todd Edwards(co-director), Tony Leech(co-director)","Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Todd Edwards (story), Cory Edwards (story)","Anne Hathaway, Glenn Close, Jim Belushi, Patrick Warburton","Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter.","English, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BY2E5MGI2OTAtZDA1Yy00MTg5LTk3OTMtM2ZkNTQwMDAxMGVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,45,6.4,"54,692",tt0443536,movie,N/A,N/A,N/A,N/A,True,6.4/10,47%,45/100,,,,
0,April's Shower,2003,R,26 Jun 2004,100 min,"Comedy, Romance",Trish Doolan,Trish Doolan,"Maria Cina, Trish Doolan, Frank Grillo, Zack Ward","April's Shower is a comedy about love, romance and expectation. The story follows unpredictable twists and turns until it climaxes with a madcap finale. The hilarity belies the poignancy of...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTYyMzQ4Mjc3Nl5BMl5BanBnXkFtZTcwNTkxMDIzMQ@@._V1_SX300.jpg,38,4.9,661,tt0325007,movie,N/A,N/A,N/A,N/A,True,4.9/10,20%,38/100,,,,
0,Underworld: Evolution,2006,R,20 Jan 2006,106 min,"Action, Fantasy, Sci-Fi, Thriller",Len Wiseman,"Danny McBride (screenplay), Len Wiseman (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)","Kate Beckinsale, Scott Speedman, Tony Curran, Derek Jacobi","Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.","English, French, Hungarian","USA, Canada",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzNDY1OTQwOV5BMl5BanBnXkFtZTcwNjcxMTIzMw@@._V1_SX300.jpg,36,6.7,"185,719",tt0401855,movie,N/A,N/A,N/A,N/A,True,6.7/10,17%,36/100,,,,
0,Looking for Comedy in the Muslim World,2005,PG-13,20 Jan 2006,98 min,Comedy,Albert Brooks,Albert Brooks,"Penny Marshall, Victoria Burrows, Paul Jerome, Albert Brooks","To improve its relations with Muslim countries, the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh.","Arabic, Hindi, English",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MjM2NzI2OF5BMl5BanBnXkFtZTcwOTgwODYzMQ@@._V1_SX300.jpg,53,5.3,"3,096",tt0433116,movie,N/A,N/A,N/A,N/A,True,5.3/10,42%,53/100,,,,
0,Shadows of Forgotten Ancestors,1964,N/A,18 Oct 1965,97 min,"Drama, Music, Romance",Sergei Parajanov,"Ivan Chendej (screenplay), Mikhaylo Kotsyubinsky (based on novel by), Sergei Parajanov (screenplay)","Ivan Mykolaichuk, Larisa Kadochnikova, Tatyana Bestayeva, Spartak Bagashvili",A timeless Carpathian story - the young Ivan falls in love with the daughter of his father's killer among the Hutsul people of Ukraine.,Ukrainian,Soviet Union,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjczNjYxNjItNTY4My00NGMyLThkMjctNDg4MmIzOGJkMWM3XkEyXkFqcGdeQXVyODQyNDU4OTk@._V1_SX300.jpg,N/A,8.0,"5,302",tt0058642,movie,N/A,N/A,N/A,N/A,True,8.0/10,100%,,,,,
0,Cul-de-sac,1966,Not Rated,07 Nov 1966,112 min,"Comedy, Drama, Thriller",Roman Polanski,"Roman Polanski (original screenplay), Gérard Brach (original screenplay)","Donald Pleasence, Françoise Dorléac, Lionel Stander, Jack MacGowran","In search of help, two wounded gangsters on the run find refuge in the secluded castle of a feeble man and his wife; however, under the point of a gun, nothing is what it seems.",English,UK,Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BY2JiNzA4OTUtMTRhYy00OWZlLTlhYzctYjk1MTgzYjg1MWI1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,75,7.1,"10,986",tt0060268,movie,16 Aug 2011,N/A,MGM,N/A,True,7.1/10,83%,75/100,,,,
0,The Dunwich Horror,1970,R,14 Jan 1970,90 min,Horror,Daniel Haller,"Curtis Hanson (screenplay), Henry Rosenbaum (screenplay), Ronald Silkosky (screenplay), H.P. Lovecraft (based on the story by)","Sandra Dee, Dean Stockwell, Ed Begley, Lloyd Bochner","Wilbur Whateley travels to the Arkham Miskatonic University to borrow the legendary Necronomicon. But, little does anyone know, Whateley isn't quite human...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzYyYmJkZDgtMjEwYy00MTgzLTk4NTYtZWY0NjQ3YTMzOTRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.5,"3,463",tt0065669,movie,N/A,N/A,N/A,N/A,True,5.5/10,17%,,,,,
0,Water,2005,PG-13,26 May 2006,117 min,Drama,Deepa Mehta,"Anurag Kashyap (dialogue), Deepa Mehta","Sarala Kariyawasam, Buddhi Wickrama, Rinsly Weerarathne, Iranganie Serasinghe","Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents.","Hindi, Sanskrit","Canada, India",Nominated for 1 Oscar. Another 17 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZmQ4ODNjNjctYzkxYS00N2MzLWE0ZTctOGVkYzM2NjRmZDMyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,77,7.7,"14,033",tt0240200,movie,29 Aug 2006,"$3,113,922",Fox Searchlight Pictures,N/A,True,7.7/10,90%,77/100,,,,
0,Sophie Scholl: The Final Days,2005,Not Rated,24 Feb 2005,120 min,"Biography, Crime, Drama, History, Thriller, War",Marc Rothemund,Fred Breinersdorfer,"Julia Jentsch, Alexander Held, Fabian Hinrichs, Johanna Gastdorf","A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",German,Germany,Nominated for 1 Oscar. Another 22 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3OTk2NTAyMV5BMl5BanBnXkFtZTcwMzAyMDIzMQ@@._V1_SX300.jpg,76,7.6,"25,332",tt0426578,movie,N/A,N/A,N/A,N/A,True,7.6/10,87%,76/100,,,,
0,Matti: Hell Is for Heroes,2006,N/A,13 Jan 2006,135 min,"Biography, Comedy, Drama",Aleksi Mäkelä,Marko Leino,"Jasper Pääkkönen, Elina Hietala, Juha Veijonen, Peter Franzén","A ski jumper descends from winning 4 Olympic Gold Medals, to serving two years for stabbing a relative. Careers as a stripper and singer, plus five marriages, replete with allegations of ...",Finnish,Finland,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NTQ4OTAxNl5BMl5BanBnXkFtZTgwNzM2MzI2MDE@._V1_SX300.jpg,N/A,5.9,"3,444",tt0390245,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,
0,The World's Fastest Indian,2005,PG-13,24 Mar 2006,127 min,"Biography, Drama, Sport",Roger Donaldson,Roger Donaldson,"Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",English,"New Zealand, Japan, USA",11 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MjA0MDA3MV5BMl5BanBnXkFtZTcwOTU0MjMzMQ@@._V1_SX300.jpg,68,7.8,"50,709",tt0412080,movie,N/A,N/A,N/A,N/A,True,7.8/10,82%,68/100,,,,
