,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,House on Haunted Hill,1959,Not Rated,17 Feb 1959,75 min,"Horror, Mystery",William Castle,Robb White,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal","A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmM4YzQxMmYtYTRjMy00MWFjLWFmY2YtZDBiYmI5ZjVlMWQxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.9,"21,887",tt0051744,movie,N/A,N/A,N/A,N/A,True,6.9/10,88%,,,,,
0,In Harm's Way,1965,Approved,06 Apr 1965,165 min,"Drama, War",Otto Preminger,"Wendell Mayes (screenplay), James Bassett (novel)","John Wayne, Kirk Douglas, Patricia Neal, Tom Tryon","A Naval officer, reprimanded after Pearl Harbor, is later promoted to Rear Admiral and gets a second chance to prove himself against the Japanese.","English, French",USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BOTAxZGU5YzUtZDRlMy00MjJlLTllYzQtZDI2M2Y2ODNiOGM5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,7.3,"7,671",tt0059309,movie,N/A,N/A,N/A,N/A,True,7.3/10,42%,,,,,
0,Major Dundee,1965,Approved,15 Mar 1965,123 min,"Adventure, War, Western",Sam Peckinpah,"Harry Julian Fink (story), Harry Julian Fink (screenplay), Oscar Saul (screenplay), Sam Peckinpah (screenplay)","Charlton Heston, Richard Harris, Jim Hutton, James Coburn","In 1864, due to frequent Apache raids from Mexico into the U.S., a Union officer decides to illegally cross the border and destroy the Apache, using a mixed army of Union troops, Confederate POWs, civilian mercenaries, and scouts.","English, French, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BZWM5MmNiZDYtZmVhNy00NjQzLTlmNTYtODMxMDZiZjkwMTg3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,62,6.7,"6,734",tt0059418,movie,N/A,N/A,N/A,N/A,True,6.7/10,97%,62/100,,,,
0,Operation Crossbow,1965,PG-13,01 Apr 1965,115 min,"Action, Drama, War",Michael Anderson,"Duilio Coletti (original story), Vittoriano Petrilli (original story), Emeric Pressburger (screenplay), Derry Quinn (screenplay), Ray Rigby (screenplay)","Sophia Loren, George Peppard, Trevor Howard, John Mills",Allied agents attempt to infiltrate the Nazis' rocket research site.,"English, German",UK,1 win.,https://m.media-amazon.com/images/M/MV5BOWZkZGQwZjctYWI4MS00MmY1LTg0OWUtMGNlOTE1NWMyMTcyXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,N/A,6.6,"3,986",tt0059549,movie,10 Jan 2006,N/A,Carlo Ponti Productions,N/A,True,6.6/10,71%,,,,,
0,A Thousand Clowns,1965,Unrated,09 Sep 1966,118 min,"Comedy, Drama, Romance",Fred Coe,"Herb Gardner (screenplay), Herb Gardner (based on his original play)","Jason Robards, Barbara Harris, Martin Balsam, Gene Saks","A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward.",English,USA,Won 1 Oscar. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZDQyOTA4ZTItYzJhMy00ZjA0LWEwYWEtYTdhNGE1ZDgxOWNiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,7.4,"3,046",tt0059798,movie,N/A,N/A,N/A,N/A,True,7.4/10,71%,,,,,
0,Strangers on a Train,1951,PG,30 Jun 1951,101 min,"Crime, Film-Noir, Thriller",Alfred Hitchcock,"Raymond Chandler (screen play), Czenzi Ormonde (screen play), Whitfield Cook (adaptation), Patricia Highsmith (from the novel by)","Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,"English, French",USA,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzc5N2ZjNWMtNWVkZi00MzYyLTkxNjYtMzc0NjE0MDFjNGQ0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,88,8.0,"119,236",tt0044079,movie,N/A,N/A,N/A,N/A,True,8.0/10,98%,88/100,,,,
0,Andrei Rublev,1966,R,01 Oct 1973,205 min,"Biography, Drama, History",Andrei Tarkovsky,"Andrey Konchalovskiy, Andrei Tarkovsky","Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev","The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.","Russian, Italian, Tatar",Soviet Union,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjhkN2Q3MzctNzJiOC00OTc5LWIwOWYtNWRiYWUyMDk0MGZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,8.2,"43,347",tt0060107,movie,N/A,N/A,N/A,N/A,True,8.2/10,95%,,,,,
0,Au Hasard Balthazar,1966,Not Rated,25 May 1966,95 min,Drama,Robert Bresson,Robert Bresson,"Anne Wiazemsky, Walter Green, François Lafarge, Jean-Claude Guilbert",The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.,"French, Latin","France, Sweden",7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMmM4ZmE0NzktNzQ5MS00ZWU2LTlmMjMtNmJmNzM4MWVmYTA0XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg,100,7.9,"16,959",tt0060138,movie,N/A,N/A,N/A,N/A,True,7.9/10,100%,100/100,,,,
0,Batman,1966,PG,30 Jul 1966,105 min,"Adventure, Comedy, Crime, Family",Leslie H. Martinson,"Lorenzo Semple Jr., Bob Kane (based upon the characters created by)","Adam West, Burt Ward, Lee Meriwether, Cesar Romero",The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMmM1OGIzM2UtNThhZS00ZGNlLWI4NzEtZjlhOTNhNmYxZGQ0XkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_SX300.jpg,71,6.5,"28,811",tt0060153,movie,N/A,N/A,N/A,N/A,True,6.5/10,78%,71/100,,,,
0,Khartoum,1966,Approved,15 Jun 1966,128 min,"Action, Adventure, Drama, History, War","Basil Dearden, Eliot Elisofon",Robert Ardrey,"Charlton Heston, Laurence Olivier, Richard Johnson, Ralph Richardson","In the Sudan, in 1884 to 1885, Egyptian forces led by British General Charles ""Chinese"" Gordon (Charlton Heston) defend Khartoum against an invading Muslim Army led by a religious fanatic, Mohammed Ahmed el Mahdi (Sir Laurence Olivier).",English,UK,Nominated for 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BZDMwNDY2MmQtNGJjNi00MjQ0LTg2YTQtOTZlYTViYjcxYmI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.8,"6,308",tt0060588,movie,07 May 2002,N/A,MGM/UA,N/A,True,6.8/10,100%,,,,,
0,Closely Watched Trains,1966,Not Rated,18 Nov 1966,92 min,"Comedy, Drama, Romance, War",Jirí Menzel,"Bohumil Hrabal (novel), Bohumil Hrabal (screenplay), Jirí Menzel (screenplay)","Václav Neckár, Josef Somr, Vlastimil Brodský, Vladimír Valenta",An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform.,"Czech, German",Czechoslovakia,Won 1 Oscar. Another 1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZmQ5MDdlMjktYzVmNy00YzNmLWFiY2QtYzI3ZDE2ZDZiNjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,7.7,"10,665",tt0060802,movie,N/A,N/A,N/A,N/A,True,7.7/10,100%,,,,,
0,Tokyo Drifter,1966,Not Rated,10 Apr 1966,82 min,"Action, Crime",Seijun Suzuki,"Yasunori Kawauchi (author), Yasunori Kawauchi (screenplay)","Tetsuya Watari, Chieko Matsubara, Hideaki Nitani, Tamio Kawaji","After his gang disbands, a yakuza enforcer looks forward to life outside of organized crime but soon must become a drifter after his old rivals attempt to assassinate him.","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzFkODkwN2ItMTk1NS00OWZiLTllNmMtYzBiNmY1OTk2YzI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.2,"7,148",tt0061101,movie,N/A,N/A,N/A,N/A,True,7.2/10,100%,,,,,
0,Bob Dylan: Dont Look Back,1967,Not Rated,24 Feb 1968,96 min,"Documentary, Music",D.A. Pennebaker,D.A. Pennebaker,"Bob Dylan, Albert Grossman, Bob Neuwirth, Joan Baez","Documentary covering Bob Dylan's 1965 tour of England, which includes appearances by Joan Baez and Donovan.",English,USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTgyZjJmYmItZThjZS00ODkzLTg5ZDYtOGJkOWY1NzA0MDNjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,8.0,"8,037",tt0061589,movie,N/A,N/A,N/A,N/A,True,8.0/10,100%,,,,,
0,The Bride Wore Black,1968,Unrated,25 Jun 1968,107 min,"Crime, Drama, Mystery",François Truffaut,"Cornell Woolrich (from the novel by), François Truffaut (adaptation), Jean-Louis Richard (adaptation)","Jeanne Moreau, Michel Bouquet, Jean-Claude Brialy, Charles Denner","Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal? What is her purpose?",French,"France, Italy",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMDhiZjNjYmQtMDEyOC00ODFhLWI2ZjMtMWYwYzA4MDA0MTIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.3,"7,840",tt0061955,movie,N/A,N/A,N/A,N/A,True,7.3/10,81%,,,,,
0,Playtime,1967,Not Rated,27 Jun 1973,155 min,Comedy,Jacques Tati,"Jacques Tati (original screenplay), Jacques Lagrange (collaboration), Art Buchwald (additional English dialogue)","Barbara Dennek, Jacques Tati, Rita Maiden, France Rumilly","Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction.","French, English, German","France, Italy",4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZGJiMjY4MjAtYzA3OS00MDE3LWJlMGQtOTgzMzRhYmQzZjliXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,N/A,7.9,"17,942",tt0062136,movie,N/A,N/A,N/A,N/A,True,7.9/10,98%,,,,,
0,Grosse Pointe Blank,1997,R,11 Apr 1997,107 min,"Action, Comedy, Crime, Romance, Thriller",George Armitage,"Tom Jankiewicz (story), Tom Jankiewicz (screenplay), D.V. DeVincentis (screenplay), Steve Pink (screenplay), John Cusack (screenplay)","John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd","Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",English,USA,2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMmRhYTg0N2QtMWZhMS00OWQwLTk1ZmEtMmUyMTY0NTE4YWUwXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,76,7.3,"85,736",tt0119229,movie,N/A,N/A,N/A,N/A,True,7.3/10,80%,76/100,,,,
0,Beyond the Gates,2005,R,31 Mar 2006,115 min,"Drama, History, War",Michael Caton-Jones,"David Wolstencroft (screenplay), Richard Alwyn (story), David Belton (story)","John Hurt, Hugh Dancy, Dominique Horwitz, Louis Mahoney",A Catholic Priest and an English teacher get stranded in a school in Kigali during the 1994 Rwandan genocide.,"English, French","UK, Germany",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4NjA2MTAwNl5BMl5BanBnXkFtZTcwMzc0NzI0MQ@@._V1_SX300.jpg,71,7.7,"10,646",tt0420901,movie,N/A,N/A,N/A,N/A,True,7.7/10,84%,71/100,,,,
0,Titicut Follies,1967,Unrated,04 Sep 1992,84 min,Documentary,Frederick Wiseman,N/A,N/A,Documentary filmmaker Frederick Wiseman takes us inside the Massachusetts Correctional Institution Bridgewater where people stay trapped in their madness.,English,USA,5 wins.,https://m.media-amazon.com/images/M/MV5BZWZhNmIwMjMtZTgxMS00ZWViLWJlZGUtYjA4N2Q2Y2M5NTgxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.7,"3,805",tt0062374,movie,N/A,N/A,N/A,N/A,True,7.7/10,100%,,,,,
0,Two for the Road,1967,Not Rated,22 Jun 1967,111 min,"Comedy, Drama, Romance",Stanley Donen,Frederic Raphael,"Audrey Hepburn, Albert Finney, Eleanor Bron, William Daniels",A couple in the south of France non-sequentially spin down the highways of infidelity in their troubled ten-year marriage.,"English, French, Italian",UK,Nominated for 1 Oscar. Another 4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNzg2ZjhmZjItNWVkYi00ODQ0LWI4NTUtNGY4NmNjNGUwNDkxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,78,7.5,"11,553",tt0062407,movie,01 Nov 2005,N/A,Fox,N/A,True,7.5/10,80%,78/100,,,,
0,The War Wagon,1967,Unrated,27 May 1967,101 min,Western,Burt Kennedy,"Clair Huffaker (screenplay), Clair Huffaker (novel)","John Wayne, Kirk Douglas, Howard Keel, Robert Walker Jr.","The story of a man who was shot, robbed and imprisoned who returns to steal a large gold shipment from the man who wronged him. The gold is transported in an armored stage coach, the War Wagon.","English, Spanish",USA,1 win.,https://m.media-amazon.com/images/M/MV5BYjM5NGZhZGMtNTcwMi00MjU2LTlmYTYtYTBhMjZjNzQ2MDYyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.9,"8,348",tt0062472,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,
0,Dracula Has Risen from the Grave,1968,G,06 Feb 1969,92 min,"Drama, Fantasy, Horror, Romance",Freddie Francis,"Anthony Hinds (screenplay), Bram Stoker (based on the character created by)","Christopher Lee, Rupert Davies, Veronica Carlson, Barbara Ewing","When Castle Dracula is exorcised by the Monsignor, it accidentally brings the Count back from the dead. Dracula follows the Monsignor back to his hometown, preying on the holy man's beautiful niece and her friends.","English, Latin",UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzRhYTQ1MWEtNDJlYi00YzBmLWEyNDUtNDUwYjYzY2Y1ZmI1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,6.6,"6,064",tt0062909,movie,N/A,N/A,N/A,N/A,True,6.6/10,80%,,,,,
0,Head,1968,G,20 Nov 1968,86 min,"Comedy, Fantasy, Musical",Bob Rafelson,"Bob Rafelson, Jack Nicholson","Peter Tork, Davy Jones, Micky Dolenz, Michael Nesmith","The Monkees are tossed about in a psychedelic, surrealist, plotless, circular bit of fun fluff.","English, Italian",USA,N/A,https://m.media-amazon.com/images/M/MV5BZjMxYTIxOTItYzU4ZC00ZjA5LWFmOGUtYjFlMjM2MmEwM2VlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.6,"5,485",tt0063049,movie,N/A,N/A,N/A,N/A,True,6.6/10,75%,,,,,
0,"I Love You, Alice B. Toklas!",1968,Approved,18 Oct 1968,92 min,"Comedy, Romance",Hy Averback,"Paul Mazursky, Larry Tucker","Peter Sellers, Jo Van Fleet, Leigh Taylor-Young, Joyce Van Patten","A thirty-something square falls in love with a hippie and decides to ""drop out"" himself.","English, Spanish",USA,Nominated for 1 Golden Globe. Another 4 nominations.,https://m.media-amazon.com/images/M/MV5BNGNiMzQxNzctNGQzMi00YWIwLWIyYzgtZGUxMzgzMzk3MTcyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.3,"2,713",tt0063115,movie,N/A,N/A,N/A,N/A,True,6.3/10,14%,,,,,
0,"Yours, Mine & Ours",2005,PG,23 Nov 2005,88 min,"Comedy, Family, Fantasy, Romance",Raja Gosnell,"Ron Burch (screenplay), David Kidd (screenplay), Melville Shavelson, Mort Lachman, Madelyn Davis, Bob Carroll Jr.","Dennis Quaid, Rene Russo, Sean Faris, Katija Pevec","A widowed Coast Guard Admiral and a widow handbag designer fall in love and marry, much to the dismay of her 10 and his 8 children.",English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNjQ2OGY1YTQtZjIwZC00ODE1LWJlZTQtNzRjNGJlNDNlMWFiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,38,5.5,"26,143",tt0443295,movie,N/A,N/A,N/A,N/A,True,5.5/10,6%,38/100,,,,
0,Alice's Restaurant,1969,GP,20 Aug 1969,111 min,"Comedy, Drama, Music",Arthur Penn,"Arlo Guthrie (song), Venable Herndon (screenplay), Arthur Penn (screenplay)","Arlo Guthrie, Patricia Quinn, James Broderick, Pete Seeger",A cinematic adaption of Arlo Guthrie's classic song story.,English,USA,Nominated for 1 Oscar. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BZmVhM2M2MTQtMDgwMS00ZWQ4LTg1NTMtZmRmYjJlMTE5NTEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.3,"3,832",tt0064002,movie,N/A,N/A,N/A,N/A,True,6.3/10,63%,,,,,
0,Colossus: The Forbin Project,1970,M,08 Apr 1970,100 min,"Sci-Fi, Thriller",Joseph Sargent,"James Bridges (screenplay), D.F. Jones (novel)","Eric Braeden, Susan Clark, Gordon Pinsent, William Schallert","Thinking this will prevent war, the US government gives an impenetrable supercomputer total control over launching nuclear missiles. But what the computer does with the power is unimaginable to its creators.","English, Russian",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMDdjNzg0OTYtYTAyYy00YzBhLTkxMGYtNTVlNjM3ODNjMzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.1,"7,868",tt0064177,movie,N/A,N/A,N/A,N/A,True,7.1/10,88%,,,,,
0,My Night at Maud's,1969,GP,22 Mar 1970,105 min,"Comedy, Drama, Romance",Éric Rohmer,Éric Rohmer,"Jean-Louis Trintignant, Françoise Fabian, Marie-Christine Barrault, Antoine Vitez","The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",French,France,Nominated for 2 Oscars. Another 4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzgwNmFkOGEtY2U2MC00MTUxLTgxYmItYmQ2NDBkNmExYWVjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,8.0,"9,642",tt0064612,movie,15 Aug 2006,N/A,Manga Films,N/A,True,8.0/10,95%,,,,,
0,More,1969,N/A,21 Oct 1969,112 min,"Drama, Romance, Crime",Barbet Schroeder,"Paul Gégauff (screenplay), Barbet Schroeder (screenplay), Paul Gégauff (dialogue), Barbet Schroeder (dialogue), Barbet Schroeder (original story), Mimsy Farmer (collaborator: final version of the dialogue), Eugene Archer (collaborator: final version of the dialogue), Paul Gardner (collaborator: final version of the dialogue)","Mimsy Farmer, Klaus Grünberg, Heinz Engelmann, Michel Chanderli","Stefan, a recent college graduate, hitchhikes from Germany to Paris where he meets American expatriate, Estelle. They chase the sun to Ibiza. An idyllic island life degenerates when she introduces him to heroin and they get addicted.","English, German, Spanish, French","West Germany, France, Luxembourg",N/A,https://m.media-amazon.com/images/M/MV5BYjhkODllNzMtYWM4OC00MGJlLWE0MmYtYTFhMjYwNzhmMTI1XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg,N/A,6.5,"2,226",tt0064694,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,,,,
