,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons
0,Four Friends,1981,R,11 Dec 1981,114 min,"Comedy, Drama",Arthur Penn,Steve Tesich,"Craig Wasson, Jodi Thelen, Michael Huddleston, Jim Metzler",This story of four working-class kids in a small industrial town--who go their separate ways after high school in the innocence of 1961 and come together again at the end of the turbulent ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGIwYjJlNjEtODdmYi00NzExLTgwY2ItMTBiMzEyZjgxMzhhXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,N/A,7.1,"1,671",tt0082404,movie,N/A,N/A,N/A,N/A,True,7.1/10,78%,,
0,The Merchant of Four Seasons,1972,Not Rated,10 Feb 1972,88 min,Drama,Rainer Werner Fassbinder,Rainer Werner Fassbinder,"Hans Hirschmüller, Irm Hermann, Hanna Schygulla, Klaus Löwitsch","Hans Epp is a self-destructive man who lives a dissatisfied life. He tries to find meaning as a fruit vendor, but a heart attack impedes his ability to work, which turns his dissatisfaction into despair.","German, Arabic",West Germany,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BOTZiYTQ3NTgtN2FmMi00MTA3LTljNjgtODRmZWZhYzg0OWZiXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg,N/A,7.4,"3,987",tt0067227,movie,N/A,N/A,N/A,N/A,True,7.4/10,93%,,
0,Galaxy of Terror,1981,R,01 Oct 1981,81 min,"Action, Adventure, Horror, Sci-Fi",Bruce D. Clark,"Marc Siegler, Bruce D. Clark","Edward Albert, Erin Moran, Ray Walston, Bernard Behrens","Science fiction suspense thriller, in which a rescue space ship crew meets up with horrors projected by their own imaginations.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTE0MjkzMWItYTI3ZS00ZGRiLTllOTktMGMyNzlkMjRmZWZmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,38,5.1,"6,304",tt0082431,movie,N/A,N/A,N/A,N/A,True,5.1/10,33%,38/100,
0,Gallipoli,1981,PG,28 Aug 1981,110 min,"Adventure, Drama, History, War",Peter Weir,"David Williamson (screenplay), Peter Weir (story)","Mark Lee, Bill Kerr, Harold Hopkins, Charles Lathalu Yunipingu",Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.,English,Australia,Nominated for 1 Golden Globe. Another 11 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZjM5ZDNlOGUtMjhlOS00NjNiLTg4M2MtNzVhMDY3MDlkYzg4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,65,7.4,"35,250",tt0082432,movie,N/A,N/A,N/A,N/A,True,7.4/10,91%,65/100,
0,Zork: Grand Inquisitor,1997,N/A,N/A,N/A,"Adventure, Comedy, Fantasy",Laird M. Malamed,Margaret Stohl,"Erick Avari, Dirk Benedict, Rip Taylor, Amy D. Jacobson","The player is ""AFGNCAAP"", a salesperson for the Frobozz Electric Company sent to the underground kingdom of Zork that's currently under the tyrannical rule of Grand Inquisitor, Mir Yannick, who has banned all magic.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzE4MjY1MWMtNjNjZC00NDE4LWI2MzAtNmE5ODhlOTlhYzllXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,8.6,104,tt0132641,game,N/A,N/A,N/A,N/A,True,8.6/10,,,
0,A Chinese Ghost Story,1987,Unrated,18 Jul 1987,98 min,"Action, Fantasy, Horror",Siu-Tung Ching,"Songling Pu (novel), Kai-Chi Yuen","Leslie Cheung, Joey Wang, Wu Ma, Wai Lam","After a string of bad luck, a debt collector has no other choice than to spend the night in a haunted temple, where he encounters a ravishing female ghost and later battles to save her soul from the control of a wicked tree demon.",Cantonese,Hong Kong,11 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMTE5OGJhODgtZjcwMy00YWU1LWFlZjgtMzU0YmRkMGZjMDJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.5,"8,360",tt0093978,movie,N/A,N/A,N/A,N/A,True,7.5/10,67%,,
0,Going Ape!,1981,PG,10 Apr 1981,87 min,"Comedy, Crime, Family, Romance",Jeremy Joe Kronsberg,Jeremy Joe Kronsberg,"Tony Danza, Jessica Walter, Stacey Nelkin, Danny DeVito","When his father - who owned a circus - dies, Foster inherits 5 million dollars - and 3 orangutans. However there's a condition connected to the money: if he gives away the orangutans or ...",English,"USA, UK",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwZjVmZmItYzRhMy00OTIwLWFkOTYtOWJjYWU2MDk1MjdiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,3.7,677,tt0082457,movie,N/A,N/A,Paramount Pictures,N/A,True,3.7/10,,,
0,Goodbye Pork Pie,1980,R,20 Jan 1984,105 min,"Action, Adventure, Comedy, Crime, Drama",Geoff Murphy,"Ian Mune, Geoff Murphy","Tony Barry, Kelly Johnson, Claire Oberman, Shirley Gruar","Local goon, Gerry, hires a yellow mini in Kaitaia using a stolen license. John's wife has just left him and moved to Invercargill. He is devastated and needs to talk to her. He has no ...",English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BOTJhNThlZDctZDE3MC00Y2JmLThmYTctZTA4Yjc2MTk5MWRkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,6.8,"1,019",tt0082464,movie,N/A,N/A,N/A,N/A,True,6.8/10,,,
0,Gregory's Girl,1980,PG,26 May 1982,91 min,"Comedy, Drama, Romance",Bill Forsyth,Bill Forsyth,"John Gordon Sinclair, Dee Hepburn, Jake D'Arcy, Clare Grogan",Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.,English,UK,Won 1 BAFTA Film Award. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDI3MTU1MTc2OV5BMl5BanBnXkFtZTcwODQ0Mjk3OA@@._V1_SX300.jpg,N/A,7.1,"7,221",tt0082477,movie,N/A,N/A,N/A,N/A,True,7.1/10,95%,,
0,Who Pulled the Plug?,1981,N/A,18 Dec 1981,99 min,Comedy,Hans Iveberg,Hans Iveberg,"Kim Anderzon, Janne Carlsson, Stig Ossian Ericson, Yvonne Lombard","To get an order for 1,000 yachts from a middle-east sheik, two boat companies have to race 'Göta kanal', a canal through Sweden, east to west. There are no rules in this game and the winner gets the order.","Swedish, English",Sweden,N/A,https://m.media-amazon.com/images/M/MV5BMzYwZTBlYmEtYzU5Yy00YzkxLTg4MDUtYWRhM2ZiNmU3MzA5XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg,N/A,5.7,"3,440",tt0082490,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,
0,Cool Hand Luke,1967,GP,01 Nov 1967,127 min,"Crime, Drama",Stuart Rosenberg,"Donn Pearce (screenplay), Frank Pierson (screenplay), Donn Pearce (novel)","Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",English,USA,Won 1 Oscar. Another 3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,92,8.1,"155,925",tt0061512,movie,N/A,N/A,N/A,N/A,True,8.1/10,100%,92/100,
0,Happy Birthday to Me,1981,R,15 May 1981,110 min,"Horror, Mystery, Thriller",J. Lee Thompson,"John C.W. Saxton (screenplay), Peter Jobin (screenplay), Timothy Bond (screenplay), John C.W. Saxton (story)","Melissa Sue Anderson, Glenn Ford, Lawrence Dane, Sharon Acker","At the snobby Crawford Academy, Virginia's group of friends start to go missing years after horrible events that happened to her as a child around her birthday.",English,Canada,3 nominations.,https://m.media-amazon.com/images/M/MV5BOGI4OTRkMDItNTA2NC00MzdhLWJmNmEtZWU0YTdkY2E4ZmZjXkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_SX300.jpg,24,6.1,"7,829",tt0082498,movie,N/A,N/A,N/A,N/A,True,6.1/10,27%,24/100,
0,Heartbeeps,1981,PG,18 Dec 1981,78 min,"Comedy, Sci-Fi",Allan Arkush,John Hill,"Andy Kaufman, Bernadette Peters, Randy Quaid, Kenneth McMillan",Two household robots run away and try to start a family.,English,USA,Nominated for 1 Oscar. Another 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTI4Mzk2M2EtMGE0NC00NWYzLWI5YWMtNWU4NjY5YzRhZTUxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,4.2,"1,252",tt0082507,movie,N/A,N/A,N/A,N/A,True,4.2/10,0%,,
0,"Ladies and Gentlemen, the Fabulous Stains",1982,R,01 Oct 1982,87 min,"Comedy, Drama, Music",Lou Adler,Nancy Dowd,"Peter Donat, Diane Lane, Marin Kanter, Laura Dern","The media and disaffected teens mistake the acerbic rants of an obnoxious teenage punk rocker as a rallying cry for the women of America, launching her and her talentless group to national stardom.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTMxNTc1NjEwNF5BMl5BanBnXkFtZTcwNTkxMTA4MQ@@._V1_SX300.jpg,N/A,6.8,"2,257",tt0082639,movie,N/A,N/A,N/A,N/A,True,6.8/10,60%,,
0,Lady Chatterley's Lover,1981,R,07 May 1982,104 min,"Drama, Romance",Just Jaeckin,"Marc Behm, Just Jaeckin, D.H. Lawrence (novel), Christopher Wicking","Sylvia Kristel, Shane Briant, Nicholas Clay, Ann Mitchell","A film adaptation of D.H. Lawrence's novel. After a crippling injury leaves her husband impotent, Lady Chatterly is torn between her love for her husband and her physical desires. With her ...",English,"UK, France, Israel",N/A,https://m.media-amazon.com/images/M/MV5BYTQ1ZjgzNzEtNTcyNC00OWE5LWE5MjYtYzkzOTFkYzA4NWVlXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,5.1,"2,275",tt0082640,movie,N/A,N/A,N/A,N/A,True,5.1/10,,,
0,The Legend of the Lone Ranger,1981,PG,22 May 1981,98 min,"Action, Adventure, Western",William A. Fraker,"Ivan Goff (screenplay), Ben Roberts (screenplay), Michael Kane (screenplay), William Roberts (screenplay), Gerald B. Derloshon (adaptation), George W. Trendle (characters), Fran Striker (characters)","Klinton Spilsbury, Michael Horse, Christopher Lloyd, Matt Clark","The sole surviving Texas Ranger (Klinton Spilsbury) of an ambush arranged by outlaw leader Major Bartholomew ""Butch"" Cavendish (Christopher Lloyd) returns to fight back as a great masked western hero, The Lone Ranger.",English,USA,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZTU3ZGYzZGEtMTdkZi00MDk4LWJiYTEtMGI5NTljNGQ1OWY3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,5.1,"1,692",tt0082648,movie,N/A,N/A,N/A,N/A,True,5.1/10,,,
0,Lili Marleen,1981,R,14 Jan 1981,120 min,"Drama, Music, Romance, War",Rainer Werner Fassbinder,"Manfred Purzer (original screenplay), Joshua Sinclair (screenplay contributor), Rainer Werner Fassbinder (screenplay contributor), Rainer Werner Fassbinder (additional dialogue), Lale Andersen (novel), Werner Uschkurat (German dialogue)","Hanna Schygulla, Giancarlo Giannini, Mel Ferrer, Karl-Heinz von Hassel","In 1938, a German singer falls in love with a Jewish composer in Zurich, who helps Jews flee Nazi Germany. She wants to help but is forced back to Germany. Her song ""Lili Marleen"" becomes a hit with soldiers and the Nazi top.","English, German",West Germany,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5MzMwMDg1Nl5BMl5BanBnXkFtZTgwMjgxMzcyMTE@._V1_SX300.jpg,N/A,7.2,"3,416",tt0082661,movie,N/A,N/A,N/A,N/A,True,7.2/10,45%,,
0,Lola,1981,R,04 Aug 1982,115 min,"Drama, Romance",Rainer Werner Fassbinder,"Pea Fröhlich, Peter Märthesheimer, Rainer Werner Fassbinder","Barbara Sukowa, Armin Mueller-Stahl, Mario Adorf, Matthias Fuchs","In post-war West Germany, the charming Von Bohm is appointed a city's new Building Commissioner. His morality is tested when he unknowingly falls in love with a brothel worker, Lola, the paid mistress of a corrupt property developer.","German, English, French, Latin",West Germany,4 wins.,https://m.media-amazon.com/images/M/MV5BOThhMjNlNDktNmQ0Zi00OWY4LThiZjUtYjYxY2EyYThmMjVkXkEyXkFqcGdeQXVyMzIzODAxODE@._V1_SX300.jpg,N/A,7.5,"4,872",tt0082671,movie,N/A,N/A,N/A,N/A,True,7.5/10,100%,,
0,Looker,1981,PG,30 Oct 1981,93 min,"Drama, Sci-Fi, Thriller",Michael Crichton,Michael Crichton,"Albert Finney, James Coburn, Susan Dey, Leigh Taylor-Young","Three of four models, who had plastic surgery done by Larry after a computed list, are dead. Neither the cops nor Larry believe they're suicides. Larry investigates and stays with the fourth model. Who's behind the lists and murders?",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZTY2OTk5OGYtOGUyNS00MWJlLTg3NWEtM2Y0NmFlZjE4YWE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20,6.1,"4,558",tt0082677,movie,30 Jan 2007,N/A,Warner Home Video,N/A,True,6.1/10,29%,20/100,
0,"The Looney, Looney, Looney Bugs Bunny Movie",1981,G,20 Nov 1981,79 min,"Animation, Comedy, Crime, Family, Music, Western",Friz Freleng,"John W. Dunn (story), David Detiege (story), Friz Freleng (story), John W. Dunn (stories), Friz Freleng (stories), Warren Foster (stories), Tedd Pierce (stories)","Mel Blanc, June Foray, Stan Freberg, Ralph James",Bugs Bunny hosts an award show featuring several classic Looney Toon shorts.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWY1ZjNiMjUtNDllOS00NDVjLWI5NmItODdlNDBkNGE3MzIzXkEyXkFqcGdeQXVyODUyMjAzMDc@._V1_SX300.jpg,N/A,7.2,"1,964",tt0082679,movie,N/A,N/A,N/A,N/A,True,7.2/10,,,
0,"I, Madman",1989,R,07 Apr 1989,89 min,"Fantasy, Horror, Thriller",Tibor Takács,David Chaskin,"Jenny Wright, Clayton Rohner, Randall William Cook, Stephanie Hodge",A bookshop clerk finds that an insane and murderous doctor from one of the store's horror novels has come to life.,English,"Canada, USA, Italy",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjVhYTQxYTQtY2E2NC00YTcwLTlhZWQtNDM4YmU4YWVhMGY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.0,"2,589",tt0097557,movie,N/A,N/A,N/A,N/A,True,6.0/10,60%,,
0,Teddy Bear,1981,N/A,04 May 1981,111 min,Comedy,Stanislaw Bareja,"Stanislaw Bareja, Stanislaw Tym","Stanislaw Tym, Barbara Burska, Christine Paul, Krzysztof Kowalewski","The main character is the manager of a sport club, nicknamed ""Teddy Bear"" by his friends and acquaintances. One day he is detained at the border just as his sport team is off to a ...","Polish, English",Poland,N/A,https://m.media-amazon.com/images/M/MV5BMWNjZDc3YjAtYzhkNi00YzQyLWE1N2QtMjBiZjM1MDIwOGMyXkEyXkFqcGdeQXVyNjIxMzk1NA@@._V1_SX300.jpg,N/A,8.2,"4,999",tt0082755,movie,N/A,N/A,N/A,N/A,True,8.2/10,,,
0,Modern Problems,1981,PG,25 Dec 1981,93 min,"Comedy, Fantasy, Sci-Fi",Ken Shapiro,"Ken Shapiro, Tom Sherohman, Arthur Sellers (screenplay)","Chevy Chase, Patti D'Arbanville, Dabney Coleman, Mary Kay Place","Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDNiYTIyZTEtYWJhMC00MmFkLWJkYjQtOTZhMzQxMjJlNzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,27,5.1,"4,700",tt0082763,movie,N/A,N/A,N/A,N/A,True,5.1/10,,27/100,
0,Modern Romance,1981,R,13 Mar 1981,93 min,"Comedy, Romance",Albert Brooks,"Albert Brooks, Monica Mcgowan Johnson","Albert Brooks, Kathryn Harrold, Tyann Means, Bruno Kirby",Albert Brooks directs himself as a successful film editor with far too many issues that affects the relationship between him and his remarkably patient girlfriend.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmI1NGVkMjEtMDViZS00NjI0LTkzZDMtMzU4Y2U3MGMzNjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,7.0,"2,862",tt0082764,movie,N/A,N/A,N/A,N/A,True,7.0/10,81%,,
0,Ms .45,1981,R,24 Apr 1981,80 min,"Crime, Drama, Thriller",Abel Ferrara,Nicholas St. John (screenplay),"Zoë Lund, Bogey, Albert Sinkys, Darlene Stuto","A timid and mute seamstress goes insane after being attacked and raped twice in one day, in which she takes to the streets of New York City after dark and randomly shoots men with a .45 caliber pistol.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjI1MDU1NjYzOV5BMl5BanBnXkFtZTgwOTk3MjY2MDE@._V1_SX300.jpg,62,6.8,"8,004",tt0082776,movie,N/A,N/A,N/A,N/A,True,6.8/10,85%,62/100,
0,My Bloody Valentine,2009,R,16 Jan 2009,101 min,"Horror, Mystery, Thriller",Patrick Lussier,"Todd Farmer (screenplay), Zane Smith (screenplay), John Beaird, Stephen A. Miller","Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue","Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent.",English,"USA, Canada",4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MTQ1OTcxOF5BMl5BanBnXkFtZTcwMjc2ODUxMg@@._V1_SX300.jpg,51,5.4,"52,641",tt1179891,movie,N/A,N/A,N/A,N/A,True,5.4/10,62%,51/100,
0,My Dinner with Andre,1981,PG,11 Oct 1981,110 min,"Biography, Comedy, Drama",Louis Malle,"Wallace Shawn (screenplay), Andre Gregory (screenplay)","Andre Gregory, Wallace Shawn, Jean Lenauer, Roy Butler","Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews.","English, French",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNWFlMjNlZWUtMTYzNy00ZjA4LWE2YTItOGE3NWVjZDBhOWI3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,83,7.8,"16,685",tt0082783,movie,N/A,N/A,N/A,N/A,True,7.8/10,92%,83/100,
0,Your Friends & Neighbors,1998,R,21 Aug 1998,100 min,"Comedy, Drama, Romance",Neil LaBute,Neil LaBute,"Amy Brenneman, Aaron Eckhart, Catherine Keener, Nastassja Kinski",Unhappy couples fall apart and hop into other beds with other people.,English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYTgzY2Y3OTEtYTI0MC00YWNhLTlhZjEtNGYzZWZiNDg5MDMzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,70,6.3,"7,549",tt0119517,movie,25 May 1999,N/A,Gramercy,N/A,True,6.3/10,77%,70/100,
0,Night of the Zombies,1981,R,01 Jan 1981,88 min,"Horror, Sci-Fi",Joel M. Reed,Joel M. Reed,"Jamie Gillis, Ryan Hilliard, Ron Armstrong, Shoshana Ascher","Investigators search for soldiers' missing bodies, and hear unbelievable rumors about zombies. Dismissing those rumors they set out to investigate. After two men are found dead, CIA ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGFkYTU3ZWQtOTE3Mi00OWE5LThiNzItZWRkYmVkZTlhY2Q1XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,N/A,2.5,530,tt0082815,movie,N/A,N/A,N/A,N/A,True,2.5/10,,,
0,The Night the Lights Went Out in Georgia,1981,PG,05 Jun 1981,112 min,"Drama, Music",Ron Maxwell,"Bob Bonney (screen story), Bob Bonney (screenplay), Bobby Russell (based upon the song)","Kristy McNichol, Dennis Quaid, Mark Hamill, Sunny Johnson","A small town stud wants to go to Nashville and be a big country star. His ambitious kid sister works as his manager. When they cross paths with a small town sheriff, their dream comes in jeopardy.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjdhZWZmMGYtM2I3ZC00OWJiLTllNTctZTZlZmJhYTBlN2RmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,54,6.0,835,tt0082816,movie,N/A,N/A,N/A,N/A,True,6.0/10,,54/100,
