,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons
0,The Apple Dumpling Gang Rides Again,1979,G,27 Jun 1979,88 min,"Comedy, Family, Western",Vincent McEveety,Don Tait,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars","The adventures of two idiotic outlaw wannabees, Amos and Theodore.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZjI2OTJlYjQtOTAwMi00NTM1LWI0MTktYTMzZjlhNGRlMjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,37,6.1,"2,346",tt0078790,movie,N/A,N/A,N/A,N/A,True,6.1/10,,37/100,
0,March of the Wooden Soldiers,1934,Passed,14 Dec 1934,77 min,"Comedy, Family, Fantasy, Musical","Gus Meins, Charley Rogers","Frank Butler (screen play), Nick Grinde (screen play)","Virginia Karns, Charlotte Henry, Felix Knight, Florence Roberts","Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTYxNzA3ZDUtYTM2MC00MmM5LThmNzUtMDgzZWJmYjcyNTc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,7.2,"5,796",tt0024852,movie,N/A,N/A,N/A,N/A,True,7.2/10,100%,,
0,Bambi,1942,G,21 Aug 1942,70 min,"Animation, Drama, Family","James Algar, Samuel Armstrong, David Hand, Graham Heid, Bill Roberts, Paul Satterfield, Norman Wright, Arthur Davis, Clyde Geronimi","Felix Salten (from the story by), Perce Pearce (story direction), Larry Morey (story adaptation), Vernon Stallings (story development), Mel Shaw (story development), Carl Fallberg (story development), Chuck Couch (story development), Ralph Wright (story development)","Hardie Albright, Stan Alexander, Bobette Audrey, Peter Behn",The story of a young deer growing up in the forest.,English,USA,Nominated for 3 Oscars. Another 6 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BY2JhMTJmYjYtNTVkYi00OWE3LWJlMjEtOWI4MTFkMjJhMmQ3XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,91,7.3,"126,734",tt0034492,movie,N/A,N/A,N/A,N/A,True,7.3/10,90%,91/100,
0,Seven Samurai,1954,Not Rated,19 Nov 1956,207 min,"Action, Adventure, Drama",Akira Kurosawa,"Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)","Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki",A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,Japanese,Japan,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI1ZjhmMzktMDZhMy00MDhjLTk3YjAtMTNlZTA5MDI3NzQ3XkEyXkFqcGdeQXVyODkxNzAwMDI@._V1_SX300.jpg,98,8.6,"303,475",tt0047478,movie,01 Mar 1999,N/A,Columbia Pictures,N/A,True,8.6/10,100%,98/100,
0,Dangerous Liaisons,1988,R,24 Feb 1989,119 min,"Drama, Romance",Stephen Frears,"Christopher Hampton (play), Choderlos de Laclos (novel), Christopher Hampton (screenplay)","Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,English,"USA, UK",Won 3 Oscars. Another 18 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,74,7.6,"62,457",tt0094947,movie,N/A,N/A,N/A,N/A,True,7.6/10,93%,74/100,
0,Dune,1984,PG-13,14 Dec 1984,137 min,"Action, Adventure, Sci-Fi",David Lynch,"Frank Herbert (novel), David Lynch (screenplay)","Francesca Annis, Leonardo Cimino, Brad Dourif, José Ferrer",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.,English,"USA, Mexico",Nominated for 1 Oscar. Another 2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYTAzYzNlMDMtMGRjYS00M2UxLTk0MmEtYmE4YWZiYmEwOTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,40,6.5,"118,326",tt0087182,movie,N/A,N/A,N/A,N/A,True,6.5/10,52%,40/100,
0,The Last Temptation of Christ,1988,R,09 Sep 1988,164 min,Drama,Martin Scorsese,"Nikos Kazantzakis (novel), Paul Schrader (screenplay)","Willem Dafoe, Harvey Keitel, Paul Greco, Steve Shill","The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",English,"Canada, USA",Nominated for 1 Oscar. Another 2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTFkNmY0OTktYmUyNS00MjI3LWE3ZGItNWU1NzkyMDY3NTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,80,7.6,"49,999",tt0095497,movie,N/A,N/A,N/A,N/A,True,7.6/10,81%,80/100,
0,The Godfather: Part III,1990,R,25 Dec 1990,162 min,"Crime, Drama",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola","Al Pacino, Diane Keaton, Talia Shire, Andy Garcia","In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.","English, Italian, German, Latin",USA,Nominated for 7 Oscars. Another 6 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,60,7.6,"343,602",tt0099674,movie,N/A,N/A,N/A,N/A,True,7.6/10,68%,60/100,
0,The Rapture,1991,R,04 Oct 1991,100 min,"Drama, Mystery",Michael Tolkin,Michael Tolkin,"Mimi Rogers, Darwyn Carson, Patrick Bauchau, Marvin Elkins","A telephone operator living an empty, amoral life finds God and loses him again.",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BZTVhMTk4ZGMtYzcxMS00NTdjLWFlYjYtOTRlNmNjNDA4MGQ1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.2,"4,743",tt0102757,movie,02 Nov 2004,N/A,Sony Pictures Home Entertainment,N/A,True,6.2/10,66%,,
0,Lolita,1962,Not Rated,21 Jun 1962,153 min,"Crime, Drama, Romance",Stanley Kubrick,"Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)","James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,"English, French, Spanish, German","UK, USA",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5ODQxMjUtZDhiYy00OWNjLWFhNmItZTI3OWZhOTZmNDA0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,79,7.6,"88,787",tt0056193,movie,N/A,N/A,N/A,N/A,True,7.6/10,91%,79/100,
0,Disturbing Behavior,1998,R,24 Jul 1998,84 min,"Horror, Mystery, Sci-Fi, Thriller",David Nutter,Scott Rosenberg,"James Marsden, Katie Holmes, Tobias Mehler, Nick Stahl","The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",English,"Australia, USA, Canada",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjcxNGQ2MTktZGI0OC00YTA3LWFlMWUtYzA5NDM5Y2E5NzU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.7,"20,388",tt0134619,movie,N/A,N/A,N/A,N/A,True,5.7/10,34%,,
0,Mafia!,1998,PG-13,24 Jul 1998,87 min,"Comedy, Crime",Jim Abrahams,"Jim Abrahams, Greg Norberg, Michael McManus","Jay Mohr, Billy Burke, Christina Applegate, Pamela Gidley",Takeoff on the Godfather with the son of a mafia king taking over for his dying father,"English, Italian",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BYjJlZjYwMjQtMWUwYi00MDYwLWFjOTgtZjk0M2ZkMmVkZGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.6,"14,201",tt0120741,movie,N/A,N/A,N/A,N/A,True,5.6/10,14%,,
0,Saving Private Ryan,1998,R,24 Jul 1998,169 min,"Drama, War",Steven Spielberg,Robert Rodat,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","English, French, German, Czech",USA,Won 5 Oscars. Another 74 wins & 74 nominations.,https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,91,8.6,"1,188,196",tt0120815,movie,N/A,N/A,N/A,N/A,True,8.6/10,93%,91/100,
0,Billy's Hollywood Screen Kiss,1998,R,24 Jul 1998,92 min,"Comedy, Romance",Tommy O'Haver,Tommy O'Haver,"Sean Hayes, Armando Valdes-Kennedy, Mr. Dan, Chad Boardman",Billy is a gay fine-arts photographer who falls in love with straight coffee-shop waiter Gabriel.,"English, Spanish",USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxMTMyNzA2Nl5BMl5BanBnXkFtZTcwMzUxMjgxMQ@@._V1_SX300.jpg,N/A,6.6,"3,534",tt0137386,movie,N/A,N/A,N/A,N/A,True,6.6/10,78%,,
0,East Palace West Palace,1996,N/A,24 Jul 1998,90 min,Drama,Yuan Zhang,"Wang Xiaobo, Yuan Zhang","Si Han, Jun Hu, Jing Ye, Wei Zhao","In China, homosexuality isn't illegal, but homosexuals are routinely persecuted by police and arrested for ""hooliganism"". The film focuses on a young gay writer A-Lan who, being attracted ...",Mandarin,China,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzg2N2U5ZDgtNzYxMi00YmRhLWE0OTctZjQ5MmUxMmMxMDFmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,N/A,6.4,858,tt0119007,movie,N/A,N/A,N/A,N/A,True,6.4/10,60%,,
0,The Million Dollar Duck,1971,G,30 Jun 1971,89 min,"Comedy, Family, Sci-Fi",Vincent McEveety,"Ted Key (story), Roswell Rogers","Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts","Professor Dooley takes home a duck from his research laboratory as a pet for his son, but soon finds out that it lays golden eggs.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWQyYTU0ZmQtNDE5ZS00M2E4LWIxZjYtOWI5NTlhOWVlYWJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,45,5.9,"1,886",tt0066728,movie,12 Apr 2005,N/A,Walt Disney Productions,N/A,True,5.9/10,0%,45/100,
0,The Barefoot Executive,1971,G,17 Mar 1971,96 min,"Family, Comedy",Robert Butler,"Joseph L. McEveety (screenplay), Lila Garrett (story), Bernie Kahn (story), Stewart C. Billett (story)","Kurt Russell, Joe Flynn, Harry Morgan, Wally Cox",A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODUxYzY0YTEtYmFhNy00YTQzLTgzZWUtYmQ4NWE5MzcwYmQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,55,6.0,"1,594",tt0066811,movie,12 Apr 2004,N/A,Walt Disney Productions,N/A,True,6.0/10,83%,55/100,
0,The Black Cauldron,1985,PG,24 Jul 1985,80 min,"Animation, Action, Adventure, Family, Fantasy","Ted Berman, Richard Rich","Lloyd Alexander (novel), David Jonas (story), Vance Gerry (story), Ted Berman (story), Richard Rich (story), Al Wilson (story), Roy Morita (story), Peter Young (story), Art Stevens (story), Joe Hale (story), Rosemary Anne Sisson (additional dialogue), Roy Edward Disney (additional dialogue), Tony Marino (additional story contributions), Steve Hulett (additional story contributions), Mel Shaw (additional story contributions), Burny Mattinson (additional story contributions), John Musker (additional story contributions), Ron Clements (additional story contributions), Doug Lefler (additional story contributions)","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne",A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,"English, Portuguese","USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BYjU4MDNmMTYtYzUyNS00ZmRmLWFiYTMtNzdiYjE0NTdlZDI0XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,59,6.4,"29,877",tt0088814,movie,N/A,N/A,N/A,N/A,True,6.4/10,55%,59/100,
0,The Black Hole,1979,PG,21 Dec 1979,98 min,"Action, Sci-Fi",Gary Nelson,"Jeb Rosebrook (story by), Bob Barbash (story by), Richard H. Landau (story by), Jeb Rosebrook (screenplay by), Gerry Day (screenplay by)","Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms","A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",English,USA,Nominated for 2 Oscars. Another 6 nominations.,https://m.media-amazon.com/images/M/MV5BOGEzN2M5YTItZDRkZS00OWMxLTk3MTktZjZkNzExYWRjYjA5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,52,6.0,"22,422",tt0078869,movie,N/A,N/A,N/A,N/A,True,6.0/10,40%,52/100,
0,Blackbeard's Ghost,1968,Approved,08 Feb 1968,106 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh (screenplay), Don DaGradi (screenplay), Ben Stahl (book)","Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester","On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers, who claim to be descendants of the notorious pirate, and who risk losing their hotel to the local mobster.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDRiN2M3ZDktYzhjMi00ZmVjLWJjOWQtZDVhMDNjZmZlYWRhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,71,6.9,"4,913",tt0062737,movie,N/A,N/A,N/A,N/A,True,6.9/10,82%,71/100,
0,Blank Check,1994,PG,11 Feb 1994,93 min,"Comedy, Crime, Family",Rupert Wainwright,"Blake Snyder, Colby Carr","Brian Bonsall, Karen Duffy, James Rebhorn, Jayne Atkinson","A young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWM4M2QwOWUtNGMwMS00Nzg2LTg0YjktYTU4M2ZhYTMwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,42,5.3,"18,277",tt0109287,movie,N/A,N/A,N/A,N/A,True,5.3/10,9%,42/100,
0,Candleshoe,1977,G,16 Dec 1977,101 min,"Adventure, Comedy, Drama, Family",Norman Tokar,"David Swift (screenplay), Rosemary Anne Sisson (screenplay), Michael Innes (book)","David Niven, Helen Hayes, Jodie Foster, Leo McKern","Small-time crook Harry Bundage discovers that the old manor house where Lady St. Edmund resides, with three orphans and her butler Priory is the resting place for a hoard of treasure. ...",English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMDVkZjMxNjItNzM4My00ODdjLTk5YTgtNzNlMWJmZGZjNzRhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,68,6.8,"3,479",tt0075807,movie,N/A,N/A,N/A,N/A,True,6.8/10,,68/100,
0,The Cat from Outer Space,1978,G,09 Jun 1978,104 min,"Comedy, Family, Sci-Fi",Norman Tokar,Ted Key,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall","Three scientists help an Alien feline, stranded on Earth, to repair its damaged spacecraft in order to return home but their efforts are hampered by inept army officials and foreign spies.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjk1Njk3ZjYtMmE4Yi00NzMwLTllNWEtN2ZjNTJjN2NhNjRhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,58,6.1,"4,162",tt0077305,movie,N/A,N/A,N/A,N/A,True,6.1/10,67%,58/100,
0,Cheetah,1989,G,18 Aug 1989,83 min,"Adventure, Family",Jeff Blyth,"Alan Caillou (book), John Cotter (screen story), Erik Tarloff (screenplay), John Cotter (screenplay), Griff Du Rhone (screenplay)","Keith Coogan, Lucy Deakins, Colin Mothupi, Timothy Landfield","An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. ...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYmNkN2VlZDItN2FjMi00NDAxLTkxNzEtYmIzZTc3Njc1ZWVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.1,801,tt0097053,movie,N/A,N/A,N/A,N/A,True,6.1/10,50%,,
0,The Computer Wore Tennis Shoes,1969,G,24 Dec 1969,91 min,"Comedy, Family, Sci-Fi",Robert Butler,Joseph L. McEveety,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert","At Medfield College, an accident with a donated computer gives Dexter Riley the ability to remember any knowledge learned instantly and perfectly.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTcwMmEzZWUtMWZjNy00MDE2LWFhYmMtNTQ1NmJmMjE2NGMwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,54,6.0,"4,208",tt0065566,movie,N/A,N/A,N/A,N/A,True,6.0/10,50%,54/100,
0,Condorman,1981,PG,07 Aug 1981,90 min,"Action, Adventure, Comedy, Drama, Family, Romance",Charles Jarrott,"Marc Stirdivant (screenplay), Robert Sheckley (novel)","Michael Crawford, Oliver Reed, Barbara Carrera, James Hampton",Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTY5ZDg5ZGEtM2FmZS00MjMyLWJhMDAtNjBmMmZlOWU2ZWU0XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,N/A,5.7,"4,397",tt0082199,movie,N/A,N/A,N/A,N/A,True,5.7/10,25%,,
0,D2: The Mighty Ducks,1994,PG,25 Mar 1994,106 min,"Comedy, Drama, Family, Sport",Sam Weisman,"Steven Brill (characters), Steven Brill","Emilio Estevez, Kathryn Erbe, Michael Tucker, Jan Rubes",Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,"English, Icelandic",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA1YjVjZWQtZTNkYS00NTA2LThhODUtZTI1MzIwMWRjNWMzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,6.1,"35,024",tt0109520,movie,N/A,N/A,N/A,N/A,True,6.1/10,20%,,
