,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Monica Keena, Ellen Barkin, Michael Ironside, Vincent Kartheiser",3 nominations.,N/A,USA,02 Jan 2001,Rob Schmidt,,"Drama, Thriller",5.9/10,English,32/100,32,"A darkly romantic story of murder and redemption, set against an eerily familiar American landscape.",https://m.media-amazon.com/images/M/MV5BNDA3NTgwOTEyN15BMl5BanBnXkFtZTcwNDQyOTQyMQ@@._V1_SX300.jpg,MGM Home Entertainment,R,25 Aug 2000,True,21%,100 min,,Crime + Punishment in Suburbia,movie,N/A,Larry Gross,2000,tt0197384,5.9,"2,915",,
0,"Lochlyn Munro, Carol Alexander, Michael J Rogers, Huey Lewis",1 nomination.,N/A,USA,N/A,Bruce Paltrow,,"Comedy, Drama, Music, Romance",6.1/10,English,40/100,40,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines.",https://m.media-amazon.com/images/M/MV5BNTI3MDg5MDY0Ml5BMl5BanBnXkFtZTYwMTg1MDE3._V1_SX300.jpg,N/A,R,15 Sep 2000,True,21%,112 min,,Duets,movie,N/A,John Byrum,2000,tt0134630,6.1,"8,917",,
0,"Francisco Rabal, Jose Coronado, Dafne Fernández, Eulàlia Ramon",12 wins & 10 nominations.,N/A,"Spain, Italy",30 Jan 2001,Carlos Saura,,"Biography, Drama, War",6.9/10,"Spanish, French",61/100,61,"Francisco Goya (1746-1828), deaf and ill, lives the last years of his life in voluntary exile in Bordeaux, a Liberal protesting the oppressive rule of Ferdinand VII. He's living with his ...",https://m.media-amazon.com/images/M/MV5BMjBlNGY2MWEtMGJiNi00YTMzLTk0NjEtN2ZmNzYyMGMyZDU5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Sony Pictures Classics,R,12 Nov 1999,True,54%,100 min,,Goya in Bordeaux,movie,N/A,"Carlos Saura, Luigi Scattini (dialogue: Italian version)",1999,tt0210717,6.9,"1,910",,
0,"Dan Futterman, Sam Ball, Lothaire Bluteau, Alan Cumming",5 wins & 4 nominations.,N/A,USA,N/A,Jon Shear,,Drama,6.8/10,English,73/100,73,A series of urban legends take place around the life of a troubled man who is searching New York City for a mysterious stranger.,https://m.media-amazon.com/images/M/MV5BOTlmZDVhNWUtNTcwNC00ODFmLWJhZTMtMzJjNWRkNjk3NzRmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,R,09 Aug 2001,True,72%,103 min,,Urbania,movie,N/A,"Daniel Reitz (play), Daniel Reitz (screenplay), Jon Shear (screenplay)",2000,tt0182508,6.8,"2,868",,
0,"Jordan Ladd, Rob Lowe, Jamie Kennedy, Mike Schwartz",N/A,N/A,USA,N/A,Craig Mazin,,"Action, Comedy, Fantasy, Sci-Fi",5.9/10,English,38/100,38,The sixth or seventh best superhero team in the world pursue their rightful place in the harshly competitive world of toy tie-ins and fighting evil.,https://m.media-amazon.com/images/M/MV5BMTgzMTI5MDYwM15BMl5BanBnXkFtZTcwNDk0MzEyMQ@@._V1_SX300.jpg,N/A,R,18 Sep 2000,True,47%,82 min,,The Specials,movie,N/A,James Gunn,2000,tt0181836,5.9,"2,106",,
0,"Gene Hackman, Morgan Freeman, Thomas Jane, Monica Bellucci",2 nominations.,N/A,"France, USA",N/A,Stephen Hopkins,,"Crime, Drama, Thriller",6.5/10,"English, Spanish, Italian",43/100,43,"A wealthy attorney in San Juan comes to the police station for ""10 min."" of follow up questions to finding a 12-year old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him.",https://m.media-amazon.com/images/M/MV5BMTdlNzA1NDMtYjhhZC00NDljLWI0YWItZTEzOTNiNDM2OTFkXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,N/A,R,15 Nov 2000,True,49%,110 min,,Under Suspicion,movie,N/A,"John Wainwright (book), Claude Miller, Jean Herman, Michel Audiard, Tom Provost (screenplay), W. Peter Iliff (screenplay)",2000,tt0164212,6.5,"21,451",,
0,"Kathleen Turner, Danny Aiello, Cathy Moriarty, Frankie Nasso",N/A,N/A,USA,21 Nov 2000,John Leekley,,"Action, Adventure, Drama",5.2/10,English,22/100,22,"A young boy sets out to find his mother. After setting up camp in Central Park, he encounters a group of people even needier than himself.",https://m.media-amazon.com/images/M/MV5BMTY2MTA2MTc0OV5BMl5BanBnXkFtZTcwMjg1MjgxMQ@@._V1_SX300.jpg,Trimark,PG-13,25 Dec 2000,True,20%,109 min,,Prince of Central Park,movie,N/A,"John Leekley, Evan Rhodes (novel)",2000,tt0170452,5.2,509,,
0,"Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine",1 win & 2 nominations.,N/A,"USA, Canada",N/A,John Ottman,,"Horror, Mystery, Thriller",4.3/10,English,16/100,16,A film school is the center of a fresh spate of killings based on urban legends.,https://m.media-amazon.com/images/M/MV5BM2Y3Y2FlNTQtOTYzYS00NjdjLTlkNjEtNTE5NzRiMTZkNTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,22 Sep 2000,True,9%,97 min,,Urban Legends: Final Cut,movie,N/A,"Silvio Horta (characters), Paul Harris Boardman, Scott Derrickson",2000,tt0192731,4.3,"15,585",,
0,"Penélope Cruz, Murilo Benício, Harold Perrineau, Mark Feuerstein",3 nominations.,"$4,513,772",USA,18 Dec 2001,Fina Torres,,"Comedy, Fantasy, Romance",5.3/10,"English, Portuguese",41/100,41,"Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her.",https://m.media-amazon.com/images/M/MV5BODc2NDA5YTQtY2ViZi00OTk4LTlmMTgtYjM2YjljOTY5ZmYwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,Fox Searchlight,R,22 Sep 2000,True,35%,92 min,,Woman on Top,movie,N/A,Vera Blasi,2000,tt0206420,5.3,"9,770",,
0,"Björk, Catherine Deneuve, David Morse, Peter Stormare",Nominated for 1 Oscar. Another 35 wins & 47 nominations.,N/A,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium",N/A,Lars von Trier,,"Crime, Drama, Musical",8.0/10,"English, German, Czech",61/100,61,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,06 Oct 2000,True,69%,140 min,,Dancer in the Dark,movie,N/A,Lars von Trier,2000,tt0168629,8.0,"98,860",,
0,"Jay Brazeau, Parker Posey, Michael Hitchcock, Catherine O'Hara",Nominated for 1 Golden Globe. Another 11 wins & 13 nominations.,N/A,USA,N/A,Christopher Guest,,Comedy,7.4/10,English,78/100,78,A colorful array of characters compete at a national dog show.,https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SX300.jpg,N/A,PG-13,20 Oct 2000,True,94%,90 min,,Best in Show,movie,N/A,"Christopher Guest, Eugene Levy",2000,tt0218839,7.4,"53,454",,
0,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer",Won 4 Oscars. Another 33 wins & 68 nominations.,N/A,USA,N/A,Ron Howard,,"Biography, Drama",8.2/10,English,72/100,72,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,04 Jan 2002,True,74%,135 min,,A Beautiful Mind,movie,N/A,"Akiva Goldsman, Sylvia Nasar (book)",2001,tt0268978,8.2,"818,528",,
0,"Steven Page, Ed Robertson, Jim Creeggan, Tyler Stewart",N/A,N/A,Canada,N/A,Jason Priestley,,Documentary,7.2/10,English,52/100,52,"A rockumentary about the Canadian rock band Barenaked Ladies's life, in a nutshell.",https://m.media-amazon.com/images/M/MV5BMTU5OTY5MjIzN15BMl5BanBnXkFtZTYwMTYwMzg5._V1_SX300.jpg,N/A,N/A,29 Sep 2000,True,78%,89 min,,Barenaked in America,movie,N/A,N/A,1999,tt0211219,7.2,257,,
0,"Ben Weber, Timothy Olyphant, Matt McGrath, Zach Braff",1 win & 1 nomination.,N/A,USA,06 Mar 2001,Greg Berlanti,,"Comedy, Drama, Romance, Sport",6.9/10,English,51/100,51,An insight into the turbulent lives and loves of a gay clique based in Los Angeles.,https://m.media-amazon.com/images/M/MV5BMmZlODkzNmItZmIwZi00OGYxLTkwMjQtMzlhYmYwNjMwNzlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Classics,R,20 Oct 2000,True,64%,94 min,,The Broken Hearts Club: A Romantic Comedy,movie,N/A,Greg Berlanti,2000,tt0222850,6.9,"6,892",,
0,"Keri Russell, Scott Speedman, Tangi Miller, Greg Grunberg",N/A,,N/A,,Lawrence Trilling,12,Drama,6.5/10,English,,N/A,Elena is wounded in the shoulder.,https://m.media-amazon.com/images/M/MV5BMTMzMzExNTQ3OV5BMl5BanBnXkFtZTcwNzM0MjYyMQ@@._V1_SX300.jpg,,TV-14,18 Apr 2001,True,,60 min,3,Girlfight,episode,,"J.J. Abrams (created by), Matt Reeves (created by), Jennifer Levin",2001,tt0578680,6.5,19,tt0134247,
0,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",8 wins & 18 nominations.,N/A,USA,N/A,Boaz Yakin,,"Biography, Drama, Sport",7.8/10,English,48/100,48,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,29 Sep 2000,True,73%,113 min,,Remember the Titans,movie,N/A,Gregory Allen Howard,2000,tt0210945,7.8,"191,836",,
0,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman",2 wins & 6 nominations.,N/A,UK,N/A,Clive Barker,,"Horror, Thriller",7.0/10,English,57/100,57,An unfaithful wife encounters the zombie of her dead lover; the demonic cenobites are pursuing him after he escaped their sadomasochistic underworld.,https://m.media-amazon.com/images/M/MV5BMTkyNzc4NjkwNV5BMl5BanBnXkFtZTgwNzI2Mjc1MDE@._V1_SX300.jpg,N/A,R,18 Sep 1987,True,70%,94 min,,Hellraiser,movie,N/A,Clive Barker,1987,tt0093177,7.0,"97,875",,
0,"Clare Higgins, Ashley Laurence, Kenneth Cranham, Imogen Boorman",1 win & 5 nominations.,N/A,UK,N/A,Tony Randel,,"Horror, Thriller",6.5/10,English,41/100,41,"Kirsty is brought to an institution after the death of her family, where the occult-obsessive head resurrects Julia and unleashes the Cenobites once again.",https://m.media-amazon.com/images/M/MV5BMzIxZjA2MzAtZTU5MS00N2FjLWI2NDQtNGMwYzQxMGE1NDlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,23 Dec 1988,True,52%,97 min,,Hellbound: Hellraiser II,movie,N/A,"Clive Barker (story), Peter Atkins (screenplay)",1988,tt0095294,6.5,"39,586",,
0,"Kevin Bernhardt, Lawrence Mortorff, Terry Farrell, Ken Carpenter",1 win & 10 nominations.,N/A,USA,N/A,Anthony Hickox,,Horror,5.5/10,English,50/100,50,An investigative reporter must send the newly unbound Pinhead and his legions back to Hell.,https://m.media-amazon.com/images/M/MV5BMTRiMGFjMmMtYTUzOS00N2U4LWJjZDQtNjFjNjg4MTg4YTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,11 Sep 1992,True,41%,97 min,,Hellraiser III: Hell on Earth,movie,N/A,"Clive Barker (characters), Peter Atkins (story), Tony Randel (story), Peter Atkins (screenplay)",1992,tt0104409,5.5,"26,268",,
0,"Otto Sander, Peter Falk, Horst Buchholz, Mikhail Gorbachev",Nominated for 1 Golden Globe. Another 4 wins & 6 nominations.,N/A,Germany,23 May 2006,Wim Wenders,,"Drama, Fantasy, Romance",7.3/10,"German, French, English, Italian, Russian",,N/A,A group of angels in the German capital look longingly upon the life of humans.,https://m.media-amazon.com/images/M/MV5BM2FmOGIwYTktMjU4OS00MzY2LThmYWQtMWU4Yjc2NGNkOTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,21 Dec 1993,True,,140 min,,"Faraway, So Close!",movie,N/A,"Wim Wenders (script by), Ulrich Zieger (script by), Richard Reitinger (script by), Ulrich Zieger (dialogue by)",1993,tt0107209,7.3,"7,262",,
0,"Lauren Ambrose, Thomas Gibson, Nicholas Brendon, Kimberley Davies",3 wins & 1 nomination.,N/A,"Australia, USA",24 Apr 2001,Robert Lee King,,"Comedy, Horror, Mystery",6.2/10,English,42/100,42,"Spoof of 1960s Beach Party/Gidget surfing movies mixed with slasher horror films. Florence Forrest, a not-so-innocent girl in 1960s Malibu, becomes ""Chicklet"", the first girl surfer at ...",https://m.media-amazon.com/images/M/MV5BMTI4MjI1NDE0OF5BMl5BanBnXkFtZTcwODg4NDUxMQ@@._V1_SX300.jpg,Strand Releasing,Unrated,07 Sep 2001,True,55%,95 min,,Psycho Beach Party,movie,N/A,"Charles Busch (play), Charles Busch (screenplay)",2000,tt0206226,6.2,"5,325",,
0,"Frankie Avalon, Annette Funicello, Martha Hyer, Don Rickles",N/A,N/A,USA,05 Sep 2000,William Asher,,"Comedy, Music, Romance",5.5/10,English,,N/A,"A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.",https://m.media-amazon.com/images/M/MV5BNzhmMTc0N2EtMWUzNS00OTkxLWI3ODEtM2QxOWY4NjljNzcwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,James H. Nicholson Productions,Passed,22 Jul 1964,True,,99 min,,Bikini Beach,movie,N/A,"William Asher (screenplay), Leo Townsend (screenplay), Robert Dillon (screenplay)",1964,tt0057887,5.5,"1,173",,
0,"Vincent Price, Brett Halsey, David Frankham, John Sutton",N/A,N/A,USA,11 Sep 2007,Edward Bernds,,"Drama, Fantasy, Horror, Sci-Fi",5.8/10,"English, French",,N/A,"Philippe Delambre, the now-adult son of ""The Fly"", does some transportation experimentation of his own.",https://m.media-amazon.com/images/M/MV5BNjg5Mjk4NGEtNTQ0My00YTc5LTk3ZGItYmEzZmFjY2VhZTNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,Unrated,01 Jul 1959,True,36%,80 min,,Return of the Fly,movie,N/A,"Edward Bernds (screenplay), George Langelaan (short story ""The Fly"")",1959,tt0053219,5.8,"3,975",,
0,"Tommy Kirk, Annette Funicello, Elsa Lanchester, Harvey Lembeck",N/A,N/A,USA,N/A,Don Weis,,"Comedy, Musical, Romance, Sci-Fi",4.5/10,English,,N/A,"Gogo, a Martian teenager, is sent to Earth to prepare the way for an invasion. The first Earthling he meets, one Aunt Wendy, is a rich widow who runs a dress shop catering to teenagers. Her...",https://m.media-amazon.com/images/M/MV5BMTc4MDE2MDAwMV5BMl5BanBnXkFtZTcwNzUwOTc2NA@@._V1_SX300.jpg,N/A,N/A,11 Nov 1964,True,33%,82 min,,Pajama Party,movie,N/A,Louis M. Heyward,1964,tt0058440,4.5,788,,
0,"John Lurie, Eszter Balint, Richard Edson, Cecillia Stark",8 wins & 2 nominations.,N/A,"USA, West Germany",N/A,Jim Jarmusch,,"Comedy, Drama",7.5/10,"Italian, English, Hungarian",86/100,86,"A New Yorker's life is thrown into a tailspin when his younger cousin surprise visits him, starting a strange, unpredictable adventure.",https://m.media-amazon.com/images/M/MV5BMDQ1ODM0NzctNDUwZS00NTI3LThjYWQtY2QyN2U5NDAyNDM3XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,N/A,R,01 Oct 1984,True,96%,89 min,,Stranger Than Paradise,movie,N/A,Jim Jarmusch,1984,tt0088184,7.5,"32,642",,
0,"Walter Pidgeon, Joan Fontaine, Barbara Eden, Peter Lorre",N/A,N/A,USA,05 Jun 2007,Irwin Allen,,"Action, Adventure, Sci-Fi",6.1/10,"English, French",,N/A,"When the Earth is threatened by a burning Van Allen Radiation Belt, U.S. Navy Admiral Harriman Nelson plans to shoot a nuclear missile at the Belt, using his experimental atomic submarine, the Seaview.",https://m.media-amazon.com/images/M/MV5BYzc0NGM4ZDAtZTEwOS00Y2VhLWI2YmEtYTY2ZTdhMWJlNDkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG,12 Jul 1961,True,75%,105 min,,Voyage to the Bottom of the Sea,movie,N/A,"Irwin Allen (screenplay), Charles Bennett (screenplay), Irwin Allen (story)",1961,tt0055608,6.1,"5,230",,
0,"Stephen Boyd, Raquel Welch, Edmond O'Brien, Donald Pleasence",Won 2 Oscars. Another 2 wins & 6 nominations.,N/A,USA,N/A,Richard Fleischer,,"Adventure, Family, Sci-Fi",6.8/10,English,72/100,72,"A scientist is nearly assassinated. In order to save him, a submarine is shrunken to microscopic size and injected into his blood stream with a small crew. Problems arise almost as soon as they enter the bloodstream.",https://m.media-amazon.com/images/M/MV5BMjdjZDQ0ZjUtZDg3Zi00ZmZlLWEwOGMtOTYzNGYzZTM2ZDQzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,PG,23 Sep 1966,True,91%,100 min,,Fantastic Voyage,movie,N/A,"Harry Kleiner (screenplay), David Duncan (adaptation), Otto Klement (story), Jerome Bixby (story)",1966,tt0060397,6.8,"16,315",,
0,"Bud Abbott, Lou Costello, Lon Chaney Jr., Bela Lugosi",3 wins & 2 nominations.,N/A,USA,N/A,"Charles Barton, Walter Lantz",,"Comedy, Fantasy, Horror, Sci-Fi",7.5/10,English,,N/A,"Two hapless freight handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.",https://m.media-amazon.com/images/M/MV5BNTZiZTQ4YjItY2Y4ZC00MTVhLThmYTEtYWM5NmRlNDI5Y2JmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,N/A,Not Rated,15 Jun 1948,True,89%,83 min,,Abbott and Costello Meet Frankenstein,movie,N/A,"Robert Lees (original screenplay), Frederic I. Rinaldo (original screenplay), John Grant (original screenplay)",1948,tt0040068,7.5,"13,984",,
0,"W.C. Fields, Cora Witherspoon, Una Merkel, Evelyn Del Rio",1 win.,N/A,USA,22 Aug 2000,Edward F. Cline,,Comedy,7.2/10,English,,N/A,Henpecked Egbert Sousé has comic adventures as a substitute film director and unlikely bank guard.,https://m.media-amazon.com/images/M/MV5BYzQwNzVlNGItZDJjMi00NTRlLTg3YjktZTU4Y2VjNTdmMDUzXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_SX300.jpg,MCA Universal Home Video,Not Rated,29 Nov 1940,True,100%,72 min,,The Bank Dick,movie,N/A,W.C. Fields (original screen play),1940,tt0032234,7.2,"6,445",,
0,"Richard Carlson, Julie Adams, Richard Denning, Antonio Moreno",1 win & 1 nomination.,N/A,USA,N/A,Jack Arnold,,"Horror, Sci-Fi",7.0/10,English,,N/A,A strange prehistoric beast lurks in the depths of the Amazonian jungle. A group of scientists try to capture the animal and bring it back to civilization for study.,https://m.media-amazon.com/images/M/MV5BMjMwMjA5NDkyMl5BMl5BanBnXkFtZTgwMzYyMTY2MTE@._V1_SX300.jpg,N/A,G,05 Mar 1954,True,85%,79 min,,Creature from the Black Lagoon,movie,N/A,"Harry Essex (screenplay), Arthur A. Ross (screenplay), Maurice Zimm (story)",1954,tt0046876,7.0,"25,146",,
