,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,Caught,1996,R,24 Jan 1996,110 min,"Drama, Thriller",Robert M. Young,"Edward Pomerantz (novel), Edward Pomerantz (screenplay)","Edward James Olmos, Maria Conchita Alonso, Arie Verveen, Bitty Schram","Joe and Betty run a fish market and have sunk into a comfortable, if somewhat boring life. Enter the drifter Nick, who takes a job in the store and a place in their home. He proceeds to ...",English,USA,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2ODQ0MDg1Ml5BMl5BanBnXkFtZTcwODAxMTkxMQ@@._V1_SX300.jpg,N/A,6.5,"1,113",tt0115847,movie,N/A,N/A,N/A,N/A,True,6.5/10,77%,,,,,
0,Set It Off,1996,R,06 Nov 1996,123 min,"Action, Crime, Drama, Romance, Thriller",F. Gary Gray,"Takashi Bufford (story), Takashi Bufford (screenplay), Kate Lanier (screenplay)","Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise","Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",English,USA,5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,N/A,6.9,"13,356",tt0117603,movie,N/A,N/A,N/A,N/A,True,6.9/10,67%,,,,,
0,2 Days in the Valley,1996,R,27 Sep 1996,104 min,"Comedy, Crime, Thriller",John Herzfeld,John Herzfeld,"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher",48 hours of intersecting lives and crimes in Los Angeles.,"English, Vietnamese",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.5,"17,938",tt0115438,movie,N/A,N/A,N/A,N/A,True,6.5/10,59%,,,,,
0,Curdled,1996,R,27 Sep 1996,88 min,"Comedy, Crime, Thriller",Reb Braddock,"Reb Braddock, John Maass, Reb Braddock, John Maass, Quentin Tarantino (Gecko Brothers news report)","William Baldwin, Angela Jones, Bruce Ramsay, Lois Chiles","After getting interested in murder as a kid in Colombia, Gabriela now has a scrapbook on murders including clippings on ""The Blue Blood Killer"". While cleaning his latest murder scene in Miami, she comes across a clue missed by the cops.","English, Spanish",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNmMwZWFmZmQtOGY2ZC00M2RjLTgzYzAtNTBmZTJkNWUxNGRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.9,"4,789",tt0115994,movie,N/A,N/A,N/A,N/A,True,5.9/10,17%,,,,,
0,The Associate,1996,PG-13,25 Oct 1996,114 min,Comedy,Donald Petrie,"Jenaro Prieto (novel), Jean-Claude Carrière (screenplay ""L'Associé""), René Gainville (screenplay ""L'Associé""), Nick Thiel (screenplay)","Whoopi Goldberg, Dianne Wiest, Eli Wallach, Tim Daly",A comedy about making it on Wall Street. Prejudices are hard to break and Laurel Ayres quickly learns that in order for people to take her seriously she has to work for an older white man or be one.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTM1YmU1MjEtOTgyYS00ZjQ1LWJiYWQtMTg0NTAyZDMzN2U1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.1,"7,247",tt0115580,movie,15 May 2001,N/A,Hollywood Pictures,N/A,True,6.1/10,28%,,,,,
0,Ed's Next Move,1996,R,27 Sep 1996,88 min,"Romance, Comedy",John Walsh,John Walsh,"Matt Ross, Catherine Curtin, Timothy Pilato, Ramon Moses","Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY1NTQ3NDcyMl5BMl5BanBnXkFtZTcwMTkzMjMzMQ@@._V1_SX300.jpg,N/A,6.4,402,tt0116167,movie,N/A,N/A,Orion Home Video,N/A,True,6.4/10,80%,,,,,
0,Extreme Measures,1996,R,27 Sep 1996,118 min,"Crime, Drama, Mystery, Thriller",Michael Apted,"Michael Palmer (book), Tony Gilroy (screenplay)","Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse",A young doctor confronts a famous colleague; when he learns about the true methods of his work.,English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,6.2,"16,620",tt0116259,movie,14 Dec 1999,N/A,Sony Pictures Home Entertainment,N/A,True,6.2/10,56%,,,,,
0,The Glimmer Man,1996,R,04 Oct 1996,91 min,"Action, Comedy, Crime, Drama, Thriller",John Gray,Kevin Brodbin,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox","Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".","English, Chinese, Russian",USA,N/A,https://m.media-amazon.com/images/M/MV5BYzgzZWY4YWMtMTQ4Yi00ZGQ4LTg4YjItNGNhMGM0ZWViNmY3XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,33,5.4,"18,246",tt0116421,movie,N/A,N/A,N/A,N/A,True,5.4/10,12%,33/100,,,,
0,D3: The Mighty Ducks,1996,PG,04 Oct 1996,104 min,"Action, Comedy, Drama, Family, Sport",Robert Lieberman,"Steven Brill (characters), Kenneth Johnson (story), Jim Burnstein (story), Steven Brill (screenplay), Jim Burnstein (screenplay)","Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling","The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.5,"23,705",tt0116000,movie,N/A,N/A,N/A,N/A,True,5.5/10,20%,,,,,
0,The Chamber,1996,R,11 Oct 1996,113 min,"Crime, Drama, Thriller",James Foley,"John Grisham (novel), William Goldman (screenplay), Phil Alden Robinson (screenplay)","Chris O'Donnell, Gene Hackman, Faye Dunaway, Robert Prosky",A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,45,6.0,"12,221",tt0115862,movie,N/A,N/A,N/A,N/A,True,6.0/10,12%,45/100,,,,
0,The Apple Dumpling Gang,1975,G,01 Jul 1975,100 min,"Comedy, Family, Western",Norman Tokar,"Don Tait (screenplay), Jack M. Bickham (book)","Bill Bixby, Susan Clark, Don Knotts, Tim Conway",Three orphan children strike gold in 1878 California.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTc5NDk1NDgtMThmYy00MWViLTk2ZjUtNTQyMDI1MDI0MDRjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,59,6.5,"4,842",tt0072653,movie,N/A,N/A,N/A,N/A,True,6.5/10,56%,59/100,,,,
0,Davy Crockett: King of the Wild Frontier,1955,Approved,25 May 1955,93 min,"Adventure, Drama, Family, Western",Norman Foster,Thomas W. Blackburn,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried","American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BZWY3MGVmM2YtYzkzYy00MjNmLTljMDctNDc5ZWUyNTM2OWU0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,7.0,"3,406",tt0047977,movie,N/A,N/A,N/A,N/A,True,7.0/10,100%,,,,,
0,Escape to Witch Mountain,1975,G,21 Mar 1975,97 min,"Adventure, Family, Fantasy, Mystery, Sci-Fi",John Hough,"Robert Malcolm Young (screenplay by), Alexander Key (based on the book by)","Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzZjODA5NjctMGZlNC00YjNlLTg2NDQtNDE1YTc3YTMxYzBmXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,60,6.4,"8,810",tt0072951,movie,N/A,N/A,N/A,N/A,True,6.4/10,76%,60/100,,,,
0,The Love Bug,1968,G,13 Mar 1969,108 min,"Comedy, Family, Sport",Robert Stevenson,"Bill Walsh (screenplay), Don DaGradi (screenplay), Gordon Buford (story)","Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett",A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,"English, Cantonese, Spanish",USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDc3NTAwYmEtODg2YS00Y2IyLWFlOGYtMjUyMDQ5NzU2MDYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,48,6.5,"13,617",tt0064603,movie,N/A,N/A,N/A,N/A,True,6.5/10,76%,48/100,,,,
0,Herbie Rides Again,1974,G,06 Jun 1974,88 min,"Comedy, Family, Fantasy, Romance",Robert Stevenson,"Bill Walsh (screenplay), Gordon Buford (story)","Helen Hayes, Ken Berry, Stefanie Powers, John McIntire",The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZjU1Mjc4YjUtZjVjOC00NTdjLTg2NWItMTQ1NTExODdhNTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,49,5.7,"7,109",tt0071607,movie,N/A,N/A,N/A,N/A,True,5.7/10,80%,49/100,,,,
0,Old Yeller,1957,Approved,10 Jul 1959,83 min,"Adventure, Drama, Family, Western",Robert Stevenson,"Fred Gipson (screenplay by), William Tunberg (screenplay by), Fred Gipson (based on the book ""Old Yeller"" by)","Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors","A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNTkzNzBkMWEtZjE3Yy00NDMxLWFhM2ItYWRiYThjNDhkOGY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg,84,7.3,"11,270",tt0050798,movie,N/A,N/A,N/A,N/A,True,7.3/10,100%,84/100,,,,
0,The Parent Trap,1998,PG,29 Jul 1998,128 min,"Adventure, Comedy, Drama, Family, Romance",Nancy Meyers,"Erich Kästner (book), David Swift (screenplay), Nancy Meyers (screenplay), Charles Shyer (screenplay)","Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","English, French","USA, UK",2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,64,6.5,"115,735",tt0120783,movie,N/A,N/A,N/A,N/A,True,6.5/10,86%,64/100,,,,
0,Pollyanna,1960,Approved,19 May 1960,134 min,"Comedy, Drama, Family",David Swift,"Eleanor H. Porter (novel), David Swift (written for the screen by)","Hayley Mills, Jane Wyman, Richard Egan, Karl Malden",A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,English,USA,Won 1 Golden Globe. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOTdiMDQ5NTEtM2FjNS00YTFkLWExZTAtYjk5Mjc0YTMzYWM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,7.4,"8,682",tt0054195,movie,N/A,N/A,N/A,N/A,True,7.4/10,86%,,,,,
0,Homeward Bound: The Incredible Journey,1993,G,12 Feb 1993,84 min,"Adventure, Comedy, Drama, Family",Duwayne Dunham,"Sheila Burnford (novel), Caroline Thompson (screenplay), Linda Woolverton (screenplay)","Don Alder, Ed Bernard, Kevin Chevalia, Anne Christianson","A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.9,"40,717",tt0107131,movie,N/A,N/A,N/A,N/A,True,6.9/10,87%,,,,,
0,The Shaggy Dog,2006,PG,10 Mar 2006,98 min,"Comedy, Family, Fantasy",Brian Robbins,"Cormac Wibberley (screenplay), Marianne Wibberley (screenplay), Geoff Rodkey (screenplay), Jack Amiel (screenplay), Michael Begler (screenplay), Bill Walsh (earlier screenplay ""The Shaggy Dog""), Lillie Hayward (earlier screenplay ""The Shaggy Dog""), Don Tait (earlier screenplay ""The Shaggy D.A."")","Tim Allen, Kristin Davis, Zena Grey, Spencer Breslin",A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,English,USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_SX300.jpg,43,4.4,"17,765",tt0393735,movie,N/A,N/A,N/A,N/A,True,4.4/10,26%,43/100,,,,
0,Swiss Family Robinson,1960,G,21 Dec 1960,126 min,"Adventure, Family",Ken Annakin,"Lowell S. Hawley (screenplay), Johann David Wyss (novel)","John Mills, Dorothy McGuire, James MacArthur, Janet Munro",A Swiss family must survive being shipwrecked on a deserted island.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDNkMjY1YzUtNjEyYi00Y2U0LTlhZmYtY2M5M2U3YjAyYTRjXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,61,7.2,"13,189",tt0054357,movie,N/A,N/A,N/A,N/A,True,7.2/10,82%,61/100,,,,
0,That Darn Cat,1997,PG,14 Feb 1997,89 min,"Action, Comedy, Crime, Family, Mystery",Bob Spiers,"Gordon Gordon (novel), Mildred Gordon (novel), Gordon Gordon, Mildred Gordon, Bill Walsh, Scott Alexander (screenplay), Larry Karaszewski (screenplay)","Christina Ricci, Doug E. Doug, Dean Jones, George Dzundza","A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this, she plays amateur detective with the help of D.C. to try to find the culprits.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNjAxMjI0MTEtZDI4Yi00OWIzLTkxY2QtZDZhYTZkOGE4N2NiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,36,4.7,"3,952",tt0120317,movie,08 Mar 2005,N/A,Disney,N/A,True,4.7/10,13%,36/100,,,,
0,"20,000 Leagues Under the Sea",1954,G,20 Jul 1955,127 min,"Adventure, Drama, Family, Fantasy, Sci-Fi",Richard Fleischer,Earl Felton (screenplay),"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",English,USA,Won 2 Oscars. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODYxOTMyM2EtNzUzNC00Yjg2LTg3MjYtZTIyNjhiYzc1NTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,83,7.2,"28,022",tt0046672,movie,N/A,N/A,N/A,N/A,True,7.2/10,89%,83/100,,,,
0,Cool Runnings,1993,PG,01 Oct 1993,98 min,"Adventure, Comedy, Family, History, Sport",Jon Turteltaub,"Lynn Siefert (story), Michael Ritchie (story), Lynn Siefert (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay)","Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","English, German, Russian",USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxMTQ3MzMwMV5BMl5BanBnXkFtZTgwNTYxNzYxMTE@._V1_SX300.jpg,60,7.0,"88,922",tt0106611,movie,N/A,N/A,N/A,N/A,True,7.0/10,76%,60/100,,,,
0,Angels in the Outfield,1951,Approved,19 Oct 1951,99 min,"Comedy, Family, Fantasy, Sport",Clarence Brown,"Richard Conlin (story), Dorothy Kingsley (screenplay), George Wells (screenplay)","Paul Douglas, Janet Leigh, Keenan Wynn, Donna Corcoran","A young woman reporter blames the Pittsburgh Pirates' losing streak on the obscenely abusive manager. While she attempts to learn more about him for her column, he begins hearing the voice ...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU4ODAxNzExM15BMl5BanBnXkFtZTgwMjg4NDUzMzE@._V1_SX300.jpg,N/A,7.1,"1,854",tt0043286,movie,N/A,N/A,N/A,N/A,True,7.1/10,,,,,,
0,Cinderella,1950,G,04 Mar 1950,74 min,"Animation, Family, Fantasy, Musical, Romance","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Charles Perrault (from the original classic by), Bill Peet (story), Erdman Penner (story), Ted Sears (story), Winston Hibler (story), Homer Brightman (story), Harry Reeves (story), Ken Anderson (story), Joe Rinaldi (story)","Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",English,USA,Nominated for 3 Oscars. Another 6 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMWE3NzMxZTYtZTUyYi00ZTMzLTg2MzEtZjg0NGM3ZDJjZDg2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,85,7.3,"140,307",tt0042332,movie,N/A,N/A,N/A,N/A,True,7.3/10,97%,85/100,,,,
0,Winnie the Pooh and the Blustery Day,1968,G,20 Dec 1968,25 min,"Animation, Short, Comedy, Family, Musical",Wolfgang Reitherman,"Larry Clemmons (story), Ralph Wright (story), Julius Svendsen (story), Vance Gerry (story), A.A. Milne (books)","Sebastian Cabot, Sterling Holloway, John Fiedler, Jon Walmsley","Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",English,USA,Won 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BODgyNjM3NWUtZDAxMi00NzRhLWE0NmMtMjIxYTY1MWJlZTQyXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,N/A,8.0,"4,485",tt0063819,movie,N/A,N/A,N/A,N/A,True,8.0/10,,,,,,
0,The Three Caballeros,1944,Approved,22 Feb 1945,71 min,"Animation, Comedy, Family, Fantasy, Musical","Norman Ferguson, Clyde Geronimi, Jack Kinney, Bill Roberts, Harold Young","Homer Brightman (story), Ernest Terrazas (story), Ted Sears (story), Bill Peet (story), Ralph Wright (story), Elmer Plummer (story), Roy Williams (story), William Cottrell (story), Del Connell (story), James Bodrero (story)","Aurora Miranda, Carmen Molina, Dora Luz, Sterling Holloway","Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).","English, Spanish, Portuguese",USA,Nominated for 2 Oscars. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BNTYzMmFmNjYtYzJmMy00ZGViLTlkNjItYjMwYzA3ZjRkZTBkXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg,85,6.5,"11,541",tt0038166,movie,N/A,N/A,N/A,N/A,True,6.5/10,82%,85/100,,,,
