,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,Tremors 3: Back to Perfection,2001,PG,02 Oct 2001,104 min,"Action, Comedy, Horror, Sci-Fi, Thriller",Brent Maddock,"S.S. Wilson (story), Brent Maddock (story), Nancy Roberts (story), John Whelpley (teleplay)","Michael Gross, Shawn Christian, Susan Chuang, Charlotte Stewart","The now famous Burt Gummer returns to his hometown of Perfection, Nevada for the first time in years, but the deadliest Graboid evolution yet forces him to save the town he swore to protect.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjg2MjNlMWEtZjMwZS00ZDc4LTkxNGQtOGRlMGI2ZDA5ZDRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.3,"15,496",tt0259685,movie,N/A,N/A,N/A,N/A,True,5.3/10,67%,,,,,
0,The Peanut Butter Solution,1985,PG,02 Oct 1987,93 min,"Adventure, Comedy, Family, Fantasy, Horror",Michael Rubbo,"Vojtech Jasný, Andrée Pelletier, Louise Pelletier, Michael Rubbo","Mathew Mackay, Siluck Saysanasy, Alison Darcy, Michael Hogan",Peanut butter is the secret ingredient for magic potions made by two friendly ghosts. Eleven-year-old Michael loses all of his hair when he gets a fright and uses the potion to get his hair back.,"French, English",Canada,2 nominations.,https://m.media-amazon.com/images/M/MV5BYmQ2NTNjNDMtMDE5Zi00NWFmLTkxZGQtYWM2ZTI4ZTk0NjNlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,6.4,"1,858",tt0089789,movie,N/A,N/A,N/A,N/A,True,6.4/10,,,,,,
0,Getting It Right,1989,R,05 May 1989,102 min,"Comedy, Drama, Romance",Randal Kleiser,Elizabeth Jane Howard (screenplay),"Jesse Birdsall, Jane Horrocks, Helena Bonham Carter, Pat Heywood","Gavin is thirty-one-years-old and still lives with his parents. He is awfully shy, but before he knows it, there are three women interested in him. Lady Minerva Munday has a casual way of ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTU0MzI2MTgwN15BMl5BanBnXkFtZTcwMzM0MDkwMw@@._V1_SX300.jpg,N/A,6.5,607,tt0097424,movie,N/A,N/A,N/A,N/A,True,6.5/10,67%,,,,,
0,Straight to Hell,1987,R,26 Jun 1987,86 min,"Action, Comedy, Western",Alex Cox,"Alex Cox, Dick Rude","Dick Rude, Sy Richardson, Courtney Love, Joe Strummer","A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTFhZDE1ZDAtZTY1Yy00NjYwLWJjNmYtYTdjNWFmMDdhMzY1XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,N/A,5.8,"2,096",tt0094048,movie,N/A,N/A,N/A,N/A,True,5.8/10,38%,,,,,
0,Margaret Cho: Notorious C.H.O.,2002,N/A,13 Jun 2002,95 min,"Documentary, Comedy",Lorene Machado,Margaret Cho,Margaret Cho,"A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk1OTQ4OTA3NV5BMl5BanBnXkFtZTcwOTQyNTEyMQ@@._V1_SX300.jpg,66,7.0,943,tt0300274,movie,N/A,N/A,N/A,N/A,True,7.0/10,,66/100,,,,
0,Friday Night,2002,Unrated,11 Sep 2002,90 min,"Drama, Romance",Claire Denis,"Emmanuèle Bernheim (novel), Emmanuèle Bernheim (screenplay), Claire Denis","Valérie Lemercier, Vincent Lindon, Hélène de Saint-Père, Hélène Fillières","Having packed up her possessions to move in with her lover, Laure is more unsettled than she appears. Needing to get out and have a change of scenery, she jumps in her car to go to have ...",French,France,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTE5NzU0N15BMl5BanBnXkFtZTYwNDA3ODk5._V1_SX300.jpg,69,6.8,"1,687",tt0295743,movie,N/A,N/A,N/A,N/A,True,6.8/10,80%,69/100,,,,
0,White Zombie,1932,Passed,04 Aug 1932,69 min,Horror,Victor Halperin,"Garnett Weston (story by), Garnett Weston (dialogue by)","Bela Lugosi, Madge Bellamy, Joseph Cawthorn, Robert Frazer","A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEwODU3MDI1OF5BMl5BanBnXkFtZTgwODY4NzYwMjE@._V1_SX300.jpg,N/A,6.3,"8,862",tt0023694,movie,N/A,N/A,N/A,N/A,True,6.3/10,86%,,,,,
0,The Plague of the Zombies,1966,Approved,12 Jan 1966,90 min,Horror,John Gilling,Peter Bryan (screenplay),"André Morell, Diane Clare, Brook Williams, Jacqueline Pearce",Young workers are dying because of a mysterious epidemic in a little village in Cornwall. Doctor Thompson is helpless and asks professor James Forbes for help. The professor and his ...,English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BNTdkM2IxMTgtMzI4NC00MDM2LWE4ZGYtMDgyY2I2NDIxNTcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.6,"4,310",tt0060841,movie,02 Nov 1999,N/A,Warner Bros.,N/A,True,6.6/10,83%,,,,,
0,I Walked with a Zombie,1943,Approved,30 Apr 1943,69 min,"Drama, Fantasy, Horror",Jacques Tourneur,"Curt Siodmak (screenplay), Ardel Wray (screenplay), Inez Wallace (original story)","James Ellison, Frances Dee, Tom Conway, Edith Barrett","A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BZjQzMzliN2YtYTVhNC00Zjc4LThjMmYtMTE0ZGUzMWNmYzJlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,N/A,7.1,"10,368",tt0036027,movie,N/A,N/A,N/A,N/A,True,7.1/10,92%,,,,,
0,Highway 61,1991,R,24 Apr 1992,102 min,"Comedy, Music",Bruce McDonald,"Allan Magee, Bruce McDonald, Don McKellar","Valerie Buhagiar, Don McKellar, Earl Pastko, Peter Breck",A small-town barber goes on a road trip from Thunder Bay to New Orleans with an unpredictable woman and a coffin.,English,Canada,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwODI1Mzk1M15BMl5BanBnXkFtZTcwOTg0Nzg0MQ@@._V1_SX300.jpg,N/A,7.2,"1,211",tt0102035,movie,N/A,N/A,N/A,N/A,True,7.2/10,100%,,,,,
0,The Vampire Lovers,1970,R,22 Oct 1970,91 min,Horror,Roy Ward Baker,"Sheridan Le Fanu (story ""Carmilla""), Harry Fine (adaptation), Tudor Gates (adaptation), Michael Style (adaptation), Tudor Gates (screenplay)","Ingrid Pitt, Pippa Steel, Madeline Smith, Peter Cushing",Seductive vampire Carmilla Karnstein and her family target the beautiful and the rich in a remote area of late eighteenth-century Gemany.,"English, German",UK,N/A,https://m.media-amazon.com/images/M/MV5BNzkzODFiMzgtZjNjYy00YWY5LWI0ZmYtOTg4YjkzNWIyMDYxXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,N/A,6.5,"5,035",tt0066518,movie,N/A,N/A,N/A,N/A,True,6.5/10,64%,,,,,
0,Countess Dracula,1971,PG,11 Oct 1972,93 min,Horror,Peter Sasdy,"Jeremy Paul (screenplay), Alexander Paal (story), Peter Sasdy (story), Gabriel Ronay (based on an idea by)","Ingrid Pitt, Nigel Green, Sandor Elès, Maurice Denham","In 17th-century Hungary, elderly widow Countess Elisabeth Nádasdy maintains her misleading youthful appearance by bathing in the blood of virgins regularly supplied to her by faithful servant Captain Dobi.","English, Latin",UK,N/A,https://m.media-amazon.com/images/M/MV5BNzEwZWE3MGYtZDYzZi00MmFhLWE2ODktYWRlMGU1MGQzNjc5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,N/A,6.0,"3,338",tt0065580,movie,N/A,N/A,N/A,N/A,True,6.0/10,,,,,,
0,But I'm a Cheerleader,1999,R,11 Aug 2000,85 min,"Comedy, Drama, Romance",Jamie Babbit,"Brian Peterson (screenplay), Jamie Babbit (story)","Natasha Lyonne, Michelle Williams, Brandt Wille, Bud Cort",A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNmZjNGVmYmItZWFmNi00ODQ1LThmZTUtMzYzMGJlMjZjMGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,39,6.6,"24,800",tt0179116,movie,N/A,N/A,N/A,N/A,True,6.6/10,39%,39/100,,,,
0,How to Succeed in Business Without Really Trying,1967,Approved,09 Mar 1967,121 min,"Comedy, Musical",David Swift,"Abe Burrows (book), Jack Weinstock (book), Willie Gilbert (book), Shepherd Mead (novel), David Swift","Robert Morse, Michele Lee, Rudy Vallee, Anthony 'Scooter' Teague","Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MDI1ODIwNV5BMl5BanBnXkFtZTcwNjk0ODE0NA@@._V1_SX300.jpg,N/A,7.2,"4,034",tt0061791,movie,15 May 2001,N/A,United Artists,N/A,True,7.2/10,92%,,,,,
0,Pat Garrett & Billy the Kid,1973,R,23 May 1973,122 min,"Biography, Drama, Western",Sam Peckinpah,Rudy Wurlitzer,"James Coburn, Kris Kristofferson, Richard Jaeckel, Katy Jurado",Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,English,"USA, Mexico",Nominated for 1 BAFTA Film Award. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDU3NDA3YWEtM2ZlMi00NWNiLTliYWQtMmVmM2UwY2VlY2M5XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,53,7.3,"17,472",tt0070518,movie,N/A,N/A,N/A,N/A,True,7.3/10,86%,53/100,,,,
0,The Left Handed Gun,1958,Approved,17 May 1958,102 min,Western,Arthur Penn,"Leslie Stevens (screenplay), Gore Vidal (play)","Paul Newman, Lita Milan, John Dehner, Hurd Hatfield","After his employer is murdered by rival cattlemen, a troubled and uneducated young cowboy vows revenge on the murderers.","English, Spanish",USA,1 win.,https://m.media-amazon.com/images/M/MV5BNDZkZjVlMTctYWE0YS00YWEyLWI3YzUtNThjMzdkNjlmODczXkEyXkFqcGdeQXVyNDM1MzYzMzc@._V1_SX300.jpg,N/A,6.5,"3,679",tt0051849,movie,N/A,N/A,N/A,N/A,True,6.5/10,90%,,,,,
0,The Last Man on Earth,1964,Not Rated,08 Mar 1964,86 min,"Drama, Horror, Sci-Fi","Ubaldo Ragona, Sidney Salkow","Richard Matheson (screenplay), William F. Leicester (screenplay), Richard Matheson (novel), Furio M. Monetti (screenplay), Ubaldo Ragona (screenplay)","Vincent Price, Franca Bettoia, Emma Danieli, Giacomo Rossi Stuart","When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.","Italian, English","Italy, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BODA0MzRhYWMtMGUxYi00NmQyLWEyOWYtMGI4NjM3ZDE5NTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.9,"16,093",tt0058700,movie,N/A,N/A,N/A,N/A,True,6.9/10,79%,,,,,
0,The Street Fighter,1974,R,01 Nov 1974,91 min,"Action, Crime, Thriller",Shigehiro Ozawa,"Kôji Takada (screenplay), Motohiro Torii (screenplay), Steve Autrey","Shin'ichi Chiba, Yutaka Nakajima, Chiyoko Kazama, Etsuko Shihomi",Tough karate master Terry Tsurugi takes it upon himself to protect a late businessman's daughter from the Yakuza.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZDE3OWZmMDYtMmJhZi00M2I1LTgzNmUtNTYyYmRkOWU5NGZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.1,"4,359",tt0073756,movie,N/A,N/A,N/A,N/A,True,7.1/10,80%,,,,,
0,Return of the Street Fighter,1974,R,03 Dec 1975,88 min,"Action, Crime, Drama",Shigehiro Ozawa,"Shigehiro Ozawa (screenplay), Kôji Takada (original story), Hajime Takaiwa (screenplay)","Shin'ichi Chiba, Yôko Ichiji, Masashi Ishibashi, Naoki Shima","Takuma ""Terry"" Tsurugi returns. In this sequel, he sets out to bust up a phony charity put together by the Yakuza.",English,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNWJkZWMxYjUtNTI1OC00MGM1LWI4MDQtOGYwOTljMGE3OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.4,"1,725",tt0073623,movie,13 Apr 2004,N/A,N/A,N/A,True,6.4/10,,,,,,
0,"Duck, You Sucker",1971,PG,07 Jul 1972,138 min,"Drama, War, Western",Sergio Leone,"Sergio Leone (story), Sergio Donati (story), Luciano Vincenzoni (screenplay), Sergio Donati (screenplay), Sergio Leone (screenplay), Roberto De Leonardis (dialogue adaptation), Carlo Tritto (dialogue adaptation)","Rod Steiger, James Coburn, Romolo Valli, Maria Monti",A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,"Italian, Spanish","Italy, Spain",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjRmY2VjN2ItMzBmYy00YTRjLWFiMTgtNGZhNWJjMjk3YjZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,77,7.7,"28,107",tt0067140,movie,N/A,N/A,N/A,N/A,True,7.7/10,91%,77/100,,,,
0,Bring Me the Head of Alfredo Garcia,1974,R,07 Aug 1974,112 min,"Action, Crime, Drama, Thriller, Western",Sam Peckinpah,"Gordon T. Dawson (screenplay), Sam Peckinpah (screenplay), Frank Kowalski (story), Sam Peckinpah (story)","Warren Oates, Isela Vega, Robert Webber, Gig Young",An American bar room pianist and his prostitute girlfriend go on a trip through the Mexican underworld to collect a bounty on the head of a dead gigolo.,"English, Spanish, Latin","Mexico, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BYmY2ZmUzMDMtZmZlYy00YmU5LWFiYjUtZmExNzRkODdkYWQyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.5,"17,452",tt0071249,movie,N/A,N/A,N/A,N/A,True,7.5/10,79%,,,,,
0,Ride the High Country,1962,Approved,09 May 1962,94 min,"Drama, Western",Sam Peckinpah,N.B. Stone Jr.,"Randolph Scott, Joel McCrea, Mariette Hartley, Ron Starr",An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,"English, Chinese",USA,Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjJkMjE1ZDYtYWY0ZS00MGNhLTgzODktMGZhYzRlYzVhMGFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.5,"11,487",tt0056412,movie,10 Jan 2006,N/A,MGM Home Entertainment,N/A,True,7.5/10,93%,,,,,
0,The Ballad of Cable Hogue,1970,R,18 Mar 1970,121 min,"Comedy, Drama, Romance, Western",Sam Peckinpah,"John Crawford, Edmund Penney","Jason Robards, Stella Stevens, David Warner, Strother Martin","A hobo accidentally stumbles onto a water spring, and creates a profitable way station in the middle of the desert.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQwMjkwNjE0Ml5BMl5BanBnXkFtZTgwOTU5ODIyMTE@._V1_SX300.jpg,N/A,7.2,"8,163",tt0065446,movie,N/A,N/A,N/A,N/A,True,7.2/10,93%,,,,,
0,Junior Bonner,1972,PG,20 Jul 1972,100 min,"Drama, Western",Sam Peckinpah,Jeb Rosebrook,"Steve McQueen, Robert Preston, Ida Lupino, Ben Johnson","Ace Bonner returns to Arizona several years after he abandoned his family, Junior Bonner is a wild young man. Against the typical rodeo championship, family drama erupts.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNzM1Y2RmMWEtODhiYy00ZjkyLThjY2EtMjkyNTk0MTEyMTg4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,6.7,"4,971",tt0068786,movie,13 Mar 2001,N/A,ABC,N/A,True,6.7/10,92%,,,,,
0,Master of the Flying Guillotine,1976,R,01 Feb 1977,81 min,"Action, Drama, Fantasy",Jimmy Wang Yu,Jimmy Wang Yu,"Jimmy Wang Yu, Kang Chin, Chun-Erh Lung, Chia Yung Liu","After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.",Mandarin,"Taiwan, Hong Kong",N/A,https://m.media-amazon.com/images/M/MV5BMTcwNjYxMDU2MV5BMl5BanBnXkFtZTgwNDAwMDM4ODE@._V1_SX300.jpg,57,7.5,"3,968",tt0072913,movie,N/A,N/A,N/A,N/A,True,7.5/10,90%,57/100,,,,
0,Frankenstein Must Be Destroyed,1969,PG-13,11 Feb 1970,101 min,"Horror, Drama, Sci-Fi",Terence Fisher,"Bert Batt (screenplay), Anthony Nelson Keys (from an original story by), Bert Batt (from an original story by)","Peter Cushing, Veronica Carlson, Freddie Jones, Simon Ward","Baron Frankenstein, with the aid of a young doctor and his fiancée, kidnaps the mentally sick Dr. Brandt in order to perform the first brain transplant operation.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzBiMTlmYmYtMzZjOS00YWI0LTgxMDItZmU5OTMwYmQwMWU0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.8,"3,977",tt0065738,movie,27 Apr 2004,N/A,Warner Bros. Pictures,N/A,True,6.8/10,70%,,,,,
0,The Haunted Palace,1963,Not Rated,18 Mar 1965,87 min,Horror,Roger Corman,"Charles Beaumont (screenplay by), Edgar Allan Poe (from the poem by), H.P. Lovecraft (and a story ""The Case of Charles Dexter Ward"" by)","Vincent Price, Debra Paget, Lon Chaney Jr., Frank Maxwell",Charles Dexter Ward arrives at a small village to visit the house he inherited from his ancestor who died there 100 years ago.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA0MzI1NDE2N15BMl5BanBnXkFtZTgwNTYwNjAxNzE@._V1_SX300.jpg,N/A,6.8,"5,713",tt0057128,movie,N/A,N/A,N/A,N/A,True,6.8/10,75%,,,,,
0,Finder's Fee,2001,R,19 Jun 2001,100 min,"Drama, Thriller",Jeff Probst,"Jeff Probst (story), Jim Gulian (story), Jeff Probst","Erik Palladino, Ryan Reynolds, Dash Mihok, Carly Pope",A man finds a wallet containing a winning lottery ticket worth $6 million.,English,"Canada, USA",3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyOTI0NDU4Ml5BMl5BanBnXkFtZTcwMzgwMTUyMQ@@._V1_SX300.jpg,N/A,6.4,"2,076",tt0192023,movie,N/A,N/A,N/A,N/A,True,6.4/10,60%,,,,,
0,The Whip and the Body,1963,Not Rated,10 Dec 1965,87 min,"Horror, Romance",Mario Bava,"Ernesto Gastaldi (story and screenplay), Ugo Guerra (story and screenplay), Luciano Martino (story and screenplay)","Daliah Lavi, Christopher Lee, Tony Kendall, Evelyn Stewart","The ghost of a sadistic nobleman attempts to rekindle his romance with his terrorized, masochistic ex-lover, who is unwillingly affianced to his brother.","Italian, English","Italy, France",N/A,https://m.media-amazon.com/images/M/MV5BMzBlMjQ0MjUtMTkyYy00OWNhLTllN2UtMmM3ZGM0MzVmNGRhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,6.8,"3,117",tt0057078,movie,N/A,N/A,N/A,N/A,True,6.8/10,71%,,,,,
0,Berlin: Symphony of a Great City,1927,Not Rated,13 May 1928,65 min,Documentary,Walter Ruttmann,"Karl Freund (screenplay), Carl Mayer (idea), Walter Ruttmann (screenplay)",Paul von Hindenburg,"This movie shows us one day in Berlin, the rhythm of that time, starting at the earliest morning and ends in the deepest night.",N/A,Germany,N/A,https://m.media-amazon.com/images/M/MV5BMjM4Y2ZiZTQtNzI5ZC00Y2Y2LWE1NWMtNmJmOGIwOTI0ODU5XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,N/A,7.6,"3,688",tt0017668,movie,N/A,N/A,N/A,N/A,True,7.6/10,86%,,,,,
