,id,title,imdbID,spanishTitle,imdbPictureURL,year,rtID,rtPictureURL
32,33,Wings of Courage,tt0114952,Las alas del coraje,"http://ia.media-imdb.com/images/M/MV5BMTc3ODY1MjA3OF5BMl5BanBnXkFtZTcwODgzOTgyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,,http://content7.flixster.com/movie/10/97/83/10978341_det.jpg
33,34,Babe,tt0112431,"Babe, el cerdito valiente","http://ia.media-imdb.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1._SY314_CR6,0,214,314_.jpg",1995.0,1065598-babe,http://content7.flixster.com/movie/25/32/253205_det.jpg
34,35,Carrington,tt0112637,Carrington,"http://ia.media-imdb.com/images/M/MV5BMTI5NjcxMjc4MV5BMl5BanBnXkFtZTcwOTEzMDYxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,carrington,http://content7.flixster.com/movie/28/00/280009_det.jpg
35,36,Dead Man Walking,tt0112818,Pena de muerte (Dead Man Walking),"http://ia.media-imdb.com/images/M/MV5BOTUxMDg5NTAzMF5BMl5BanBnXkFtZTcwNTYyOTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1995.0,1068779-dead_man_walking,http://content6.flixster.com/movie/10/88/77/10887764_det.jpg
36,37,Across the Sea of Time,tt0112286,Across the Sea of Time,http://ia.media-imdb.com/images/M/MV5BNTQyMTE3MzY4Nl5BMl5BanBnXkFtZTcwMzY5MTAyMQ@@._V1._SX78_SY140_.jpg,1995.0,across_the_sea_of_time,http://content6.flixster.com/movie/10/90/58/10905808_det.jpg
37,38,It Takes Two,tt0113442,Dos por el precio de una,"http://ia.media-imdb.com/images/M/MV5BMTcyMjY3NzkwMV5BMl5BanBnXkFtZTcwNzE1NjUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995.0,1067137-it_takes_two,http://content7.flixster.com/movie/25/74/257417_det.jpg
38,39,Clueless,tt0112697,Clueless: fuera de onda,"http://ia.media-imdb.com/images/M/MV5BNjQxNTA1NjE5Ml5BMl5BanBnXkFtZTYwOTMwNzE5._V1._SY314_CR3,0,214,314_.jpg",1995.0,school_of_senses,http://content8.flixster.com/movie/10/85/01/10850110_det.jpg
39,40,"Cry, the Beloved Country",tt0112749,Llanto por la tierra amada,"http://ia.media-imdb.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995.0,1068781-cry_the_beloved_country,http://content6.flixster.com/movie/10/89/59/10895996_det.jpg
40,41,Richard III,tt0114279,Ricardo III (Richard III),"http://ia.media-imdb.com/images/M/MV5BMjEzMjAxOTQzMV5BMl5BanBnXkFtZTcwMTYyNjIyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1995.0,1068177-richard_iii,http://content7.flixster.com/movie/26/89/268909_det.jpg
41,42,Dead Presidents,tt0112819,Dinero para quemar,"http://ia.media-imdb.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,dead_presidents,http://content7.flixster.com/movie/26/95/269521_det.jpg
42,43,Restoration,tt0114272,Restauración,"http://ia.media-imdb.com/images/M/MV5BMTI5MDM4OTQ0Ml5BMl5BanBnXkFtZTcwMzU2MTYyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1995.0,1069339-restoration,http://content6.flixster.com/movie/27/04/270404_det.jpg
43,44,Mortal Kombat,tt0113855,Mortal Kombat,"http://ia.media-imdb.com/images/M/MV5BMTI3MzM0ODE4Nl5BMl5BanBnXkFtZTcwMDA3MTgyMQ@@._V1._SY314_CR18,0,214,314_.jpg",1995.0,mortal_kombat,http://content9.flixster.com/movie/25/63/256395_det.jpg
44,45,Live Free or Die Hard,tt0337978,La jungla 4.0,"http://ia.media-imdb.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1._SX214_CR0,0,214,314_.jpg",2007.0,live_free_or_die_hard,http://content8.flixster.com/movie/10/93/34/10933482_det.jpg
45,46,How to Make an American Quilt,tt0113347,Donde reside el amor,"http://ia.media-imdb.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995.0,how_to_make_an_american_quilt,http://content8.flixster.com/movie/10/86/75/10867514_det.jpg
46,47,Shichinin no samurai,tt0047478,Los siete samuráis,"http://ia.media-imdb.com/images/M/MV5BNzg5Mzk5Nzc0NF5BMl5BanBnXkFtZTcwNjg3MDQzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1954.0,1018639-seven_samurai,http://content7.flixster.com/movie/39/91/08/3991085_det.jpg
47,48,Pocahontas,tt0114148,Pocahontas,"http://ia.media-imdb.com/images/M/MV5BMTM5NDI5MzAwOV5BMl5BanBnXkFtZTcwODcwMjgyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1995.0,1063452-pocahontas,http://content6.flixster.com/movie/25/15/251508_det.jpg
48,49,When Night Is Falling,tt0114916,Cuando cae la noche,"http://ia.media-imdb.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1995.0,when_night_is_falling,http://content6.flixster.com/movie/10/89/77/10897780_det.jpg
49,50,The Usual Suspects,tt0114814,Sospechosos habituales,"http://ia.media-imdb.com/images/M/MV5BMTg0NzIyMTA3M15BMl5BanBnXkFtZTcwMDQ3MjI3Mw@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,usual_suspects,http://content7.flixster.com/movie/24/63/48/2463485_det.jpg
50,52,Mighty Aphrodite,tt0113819,Poderosa Afrodita,"http://ia.media-imdb.com/images/M/MV5BMTUzMzE3Nzg5Ml5BMl5BanBnXkFtZTcwNTIxNDEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995.0,mighty_aphrodite,http://content7.flixster.com/movie/10/84/18/10841893_det.jpg
51,53,Lamerica,tt0110299,Lamerica,"http://ia.media-imdb.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1994.0,lamerica,http://content6.flixster.com/movie/29/78/297800_det.jpg
52,54,The Big Green,tt0112499,Somos los peores,"http://ia.media-imdb.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1995.0,big_green,http://content7.flixster.com/movie/25/93/259305_det.jpg
53,55,Georgia Rule,tt0791304,Georgia Rule,"http://ia.media-imdb.com/images/M/MV5BMTM2MDc3MTI0Nl5BMl5BanBnXkFtZTcwMzQ4ODU0MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007.0,georgia_rule,http://content8.flixster.com/movie/63/82/23/6382238_det.jpg
54,56,Kids of the Round Table,tt0113541,Los chicos de la tabla redonda,"http://ia.media-imdb.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1._SX214_CR0,0,214,314_.jpg",1997.0,kids-of-the-round-table,http://content7.flixster.com/movie/10/85/20/10852069_det.jpg
55,57,Home for the Holidays,tt0113321,A casa por vacaciones,"http://ia.media-imdb.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,1066169-home_for_the_holidays,http://content6.flixster.com/movie/25/43/254392_det.jpg
56,58,Il postino,tt0110877,El cartero (y Pablo Neruda),"http://ia.media-imdb.com/images/M/MV5BMTkxNTc5NjE0NV5BMl5BanBnXkFtZTcwMTI2MTYyMQ@@._V1._SY301_CR1,0,214,301_.jpg",1994.0,il_postino,http://content8.flixster.com/movie/10/86/74/10867406_det.jpg
57,59,Le confessionnal,tt0112714,Le confessionnal,"http://ia.media-imdb.com/images/M/MV5BMTk2MDE1MTYyNl5BMl5BanBnXkFtZTcwMzc3NDEzMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,confessional,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
58,60,The Indian in the Cupboard,tt0113419,La llave mágica,"http://ia.media-imdb.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,indian_in_the_cupboard,http://content9.flixster.com/movie/25/78/257803_det.jpg
59,61,Eye for an Eye,tt0116260,Eye for an eye: ojo por ojo,"http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1._SX214_CR0,0,214,314_.jpg",1996.0,1101753-eye,http://content8.flixster.com/movie/10/99/01/10990146_det.jpg
60,62,Mr. Holland's Opus,tt0113862,Profesor Holland,"http://ia.media-imdb.com/images/M/MV5BMTUxODUxOTk2M15BMl5BanBnXkFtZTcwODk2NDYxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1995.0,mr_hollands_opus,http://content8.flixster.com/movie/10/58/42/10584210_det.jpg
61,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,tt0116126,Los colegas del barrio,"http://ia.media-imdb.com/images/M/MV5BMTA3NjQ1Mzg4NTReQTJeQWpwZ15BbWU3MDcwNTQwMzE@._V1._SY314_CR3,0,214,314_.jpg",1996.0,dont_be_a_menace,http://content8.flixster.com/movie/28/69/286926_det.jpg
62,64,Two If by Sea,tt0118002,Corazones robados,"http://ia.media-imdb.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1._SX214_CR0,0,214,314_.jpg",1996.0,two_if_by_sea,http://content6.flixster.com/movie/27/80/278004_det.jpg
63,65,Bio-Dome,tt0115683,Bio-Dome,"http://ia.media-imdb.com/images/M/MV5BMTc4NDg0ODQ4Ml5BMl5BanBnXkFtZTcwNDM4MDUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1996.0,biodome,http://content6.flixster.com/movie/25/94/259420_det.jpg
64,66,Lawnmower Man 2: Beyond Cyberspace,tt0116839,El cortador de césped II: más allá del ciberespacio,"http://ia.media-imdb.com/images/M/MV5BMTg1MjM3OTEyNF5BMl5BanBnXkFtZTcwOTQ5MDEyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1996.0,lawnmower_man_2_jobes_war,http://content7.flixster.com/movie/10/86/80/10868017_det.jpg
65,67,Two Bits,tt0114753,Two Bits,"http://ia.media-imdb.com/images/M/MV5BMTY4NjA1Mzc2N15BMl5BanBnXkFtZTcwODI2NjYxMQ@@._V1._SY314_CR2,0,214,314_.jpg",1995.0,two-bits,http://content6.flixster.com/movie/26/66/266612_det.jpg
66,68,Gazon maudit,tt0113149,Felpudo maldito,"http://ia.media-imdb.com/images/M/MV5BMTU5NjI5NDQ2MV5BMl5BanBnXkFtZTcwMDkzMzcxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,french_twist,http://content7.flixster.com/movie/27/76/277609_det.jpg
67,69,Friday,tt0113118,A tope en viernes,"http://ia.media-imdb.com/images/M/MV5BMTkxNjA2MjE0Nl5BMl5BanBnXkFtZTcwMjM3NzYzMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,nothing_funny,http://content7.flixster.com/movie/10/88/03/10880345_det.jpg
68,70,From Dusk Till Dawn,tt0116367,Abierto hasta el amanecer,"http://ia.media-imdb.com/images/M/MV5BMTI0NzM0MzE4MV5BMl5BanBnXkFtZTcwNjgwODg0MQ@@._V1._SY314_CR3,0,214,314_.jpg",1996.0,from_dusk_till_dawn,http://content9.flixster.com/movie/62/82/01/6282011_det.jpg
69,71,Fair Game,tt0113010,Caza legal,"http://ia.media-imdb.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1._SY314_CR12,0,214,314_.jpg",1995.0,1065868-fair_game,http://content8.flixster.com/movie/27/69/276994_det.jpg
70,72,Kicking & Screaming,tt0384642,Un entrenador genial,"http://ia.media-imdb.com/images/M/MV5BMTA5Njk1MjEzMzZeQTJeQWpwZ15BbWU3MDY3NjY4MjE@._V1._SX214_CR0,0,214,314_.jpg",2005.0,kicking_and_screaming,http://content9.flixster.com/movie/24/97/249715_det.jpg
71,73,Les misérables,tt0119683,Los miserables,"http://ia.media-imdb.com/images/M/MV5BMTQ5Mzc5NDQ2Nl5BMl5BanBnXkFtZTcwNzUxNTIyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1998.0,1083326-les_miserables,http://content9.flixster.com/movie/25/51/255107_det.jpg
72,74,Bed of Roses,tt0115644,Mil ramos de rosas,"http://ia.media-imdb.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1._SY314_CR9,0,214,314_.jpg",1996.0,bed_of_roses,http://content9.flixster.com/movie/25/92/259203_det.jpg
73,75,Big Bully,tt0115676,Mi querido enemigo,"http://ia.media-imdb.com/images/M/MV5BMTM5OTk4OTA0MV5BMl5BanBnXkFtZTcwNjg1MjQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1996.0,big_bully,http://content9.flixster.com/movie/26/51/265195_det.jpg
74,76,Screamers,tt0114367,Asesinos cibernéticos,"http://ia.media-imdb.com/images/M/MV5BMTY5NTQzMDkyMF5BMl5BanBnXkFtZTcwOTg1MTcyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1995.0,1069696-screamers,http://content7.flixster.com/movie/27/23/272301_det.jpg
75,77,Nico Icon,tt0113973,Nico Icon,"http://ia.media-imdb.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,nico_icon,http://content9.flixster.com/movie/10/84/77/10847739_det.jpg
76,78,The Crossing Guard,tt0112744,Cruzando la oscuridad,"http://ia.media-imdb.com/images/M/MV5BMTQ4NDM4MTA0Nl5BMl5BanBnXkFtZTcwNzkxMjEyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1995.0,crossing_guard,http://content7.flixster.com/movie/27/69/276905_det.jpg
77,79,The Juror,tt0116731,Coacción a un jurado,"http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1996.0,juror,http://content6.flixster.com/movie/27/93/279316_det.jpg
78,80,Badkonake sefid,tt0112445,El globo blanco,http://ia.media-imdb.com/images/M/MV5BMTQ0MTAxMjMxOF5BMl5BanBnXkFtZTcwODU4NjEyMQ@@._V1._SX77_SY140_.jpg,1995.0,white_balloon,http://content9.flixster.com/movie/54/93/06/5493067_det.jpg
79,81,Things to Do in Denver When You're Dead,tt0114660,Cosas que hacer en Denver cuando estás muerto,"http://ia.media-imdb.com/images/M/MV5BMTgxODc5NzYzNl5BMl5BanBnXkFtZTcwOTg0MjkxMQ@@._V1._SY314_CR8,0,214,314_.jpg",1995.0,things_to_do_in_denver_when_youre_dead,http://content8.flixster.com/movie/27/06/270606_det.jpg
80,82,Antonia,tt0112379,Antonia,"http://ia.media-imdb.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1995.0,antonias_line,http://content6.flixster.com/movie/28/20/282096_det.jpg
81,83,Once Upon a Time... When We Were Colored,tt0114039,Once Upon a Time... When We Were Colored,"http://ia.media-imdb.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,once-upon-a-timewhen-we-were-colored,http://content8.flixster.com/movie/10/92/29/10922994_det.jpg
82,84,Last Summer in the Hamptons,tt0113612,Last Summer in the Hamptons,"http://ia.media-imdb.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1995.0,last_summer_in_the_hamptons,http://content8.flixster.com/movie/92/06/07/9206078_det.jpg
83,85,Angels and Insects,tt0112365,Ángeles & insectos,"http://ia.media-imdb.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1995.0,angels_and_insects,http://content6.flixster.com/movie/10/89/39/10893928_det.jpg
84,86,White Squall,tt0118158,Tormenta blanca (White Squall),"http://ia.media-imdb.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1996.0,white_squall,http://content9.flixster.com/movie/10/90/52/10905259_det.jpg
85,87,Dunston Checks In,tt0116151,Mi colega Dunston,"http://ia.media-imdb.com/images/M/MV5BMTM2OTI4ODAxMl5BMl5BanBnXkFtZTcwODUzMzYyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1996.0,dunston_checks_in,http://content8.flixster.com/movie/10/85/22/10852206_det.jpg
86,88,Black Sheep,tt0779982,Ovejas asesinas,"http://ia.media-imdb.com/images/M/MV5BNzcwMTA1MjEzMl5BMl5BanBnXkFtZTcwNzE0MzQ0MQ@@._V1._SX214_CR0,0,214,314_.jpg",2006.0,black_sheep,http://content6.flixster.com/movie/58/07/67/5807672_det.jpg
