,movieID,title,imdbID,ratingAvg,imdbRating Avg,Rotten TomatoesAvg,Internet Movie Database Avg,Metascore Avg,Metacritic Avg
279199,1339.0,Dracula,tt0021814,3.5572519083969465,3.75,4.550000000000121,3.75,,
62252,273.0,Frankenstein,tt0021884,3.43598615916955,3.900000000000042,5.0,3.900000000000042,4.550000000000015,4.550000000000015
259471,1260.0,M,tt0022100,4.171052631578948,4.149999999999989,5.0,4.149999999999989,,
743547,25777.0,Monkey Business,tt0022158,3.83,3.75,4.699999999999992,3.75,,
859005,7221.0,Platinum Blonde,tt0022268,3.8333333333333335,3.4500000000000006,5.0,3.4500000000000006,,
850345,7056.0,The Public Enemy,tt0022286,3.8875,3.849999999999997,5.0,3.849999999999997,,
415274,2216.0,The Skin Game,tt0022395,3.0,2.9,1.45,2.9,,
758715,5599.0,Tabu: A Story of the South Seas,tt0022458,3.888888888888889,3.75,4.6000000000000005,3.75,,
757204,5560.0,À nous la liberté,tt0022599,3.7333333333333334,3.75,5.0,3.75,,
193270,976.0,A Farewell to Arms,tt0022879,3.0714285714285716,3.25,4.6499999999999995,3.25,,
886757,8507.0,Freaks,tt0022913,3.857843137254902,3.949999999999993,4.699999999999992,3.949999999999993,4.0,4.0
368572,1929.0,Grand Hotel,tt0022958,4.053571428571429,3.700000000000002,4.400000000000002,3.700000000000002,,
852126,7091.0,Horse Feathers,tt0023027,4.049180327868853,3.800000000000004,4.800000000000006,3.800000000000004,,
877700,8044.0,I Am a Fugitive from a Chain Gang,tt0023042,3.92,4.099999999999998,4.799999999999998,4.099999999999998,,
889591,8615.0,The Mask of Fu Manchu,tt0023194,3.5,3.2,4.4,3.2,,
879934,8295.0,The Most Dangerous Game,tt0023238,3.735294117647059,3.549999999999999,5.0,3.549999999999999,,
811422,40870.0,Movie Crazy,tt0023241,3.745,3.6000000000000107,,3.6000000000000107,,
415267,2214.0,Number Seventeen,tt0023285,2.25,2.9,3.15,2.9,,
415273,2215.0,Rich and Strange,tt0023395,3.3333333333333335,2.9,3.5,2.9,,
774548,5864.0,Tarzan the Ape Man,tt0023551,2.090909090909091,3.5,5.0,3.5,,
893807,8670.0,Das Testament des Dr. Mabuse,tt0023563,3.8333333333333335,4.0,4.450000000000001,4.0,,
606068,3739.0,Trouble in Paradise,tt0023622,4.285714285714286,4.0,4.6000000000000005,4.0,,
875227,7881.0,White Zombie,tt0023694,3.0714285714285716,3.1499999999999995,4.3,3.1499999999999995,,
368592,1930.0,Cavalcade,tt0023876,4.0,2.9500000000000006,3.15,2.9500000000000006,,
910530,25795.0,Dinner at Eight,tt0023948,4.125,3.8000000000000003,4.75,3.8000000000000003,,
257582,1256.0,Duck Soup,tt0023969,4.0359281437125745,3.8999999999999884,4.600000000000014,3.8999999999999884,4.649999999999986,4.649999999999986
850288,7049.0,Flying Down to Rio,tt0024025,3.7,3.3,4.3,3.3,,
961674,45335.0,Footlight Parade,tt0024028,3.4285714285714284,3.8000000000000003,5.0,3.8000000000000003,4.0,4.0
851275,7080.0,42nd Street,tt0024034,3.659090909090909,3.7000000000000015,4.799999999999998,3.7000000000000015,,
910534,25797.0,Gold Diggers of 1933,tt0024069,3.6666666666666665,3.85,5.0,3.85,,
851293,7081.0,I'm No Angel,tt0024166,3.6666666666666665,3.4500000000000006,4.55,3.4500000000000006,,
623802,3932.0,The Invisible Man,tt0024184,3.6328125,3.849999999999996,4.8500000000000005,3.849999999999996,4.349999999999999,4.349999999999999
879183,8206.0,Mystery of the Wax Museum,tt0024368,3.0,3.4,4.1000000000000005,3.4,,
971360,48301.0,The Private Life of Henry VIII.,tt0024473,3.4375,3.5500000000000003,5.0,3.5500000000000003,,
879579,8256.0,Queen Christina,tt0024481,4.027777777777778,3.8500000000000005,4.5,3.8500000000000005,,
910539,25802.0,The Son of Kong,tt0024593,2.7,2.85,1.8,2.85,2.5,2.5
543040,3139.0,Tarzan the Fearless,tt0024645,2.6666666666666665,2.65,,2.65,,
505966,2974.0,The Vampire Bat,tt0024727,1.9444444444444444,2.8499999999999965,3.0,2.8499999999999965,,
889072,8601.0,Zéro de conduite: Jeunes diables au collège,tt0024803,4.115384615384615,3.649999999999999,4.6499999999999995,3.649999999999999,,
910546,25805.0,L'atalante,tt0024844,4.157894736842105,3.9,5.0,3.9,,
385802,2017.0,Babes in Toyland,tt0024852,3.2448979591836733,3.600000000000003,5.0,3.600000000000003,,
722613,5097.0,Bright Eyes,tt0024914,3.375,3.65,4.15,3.65,,
973348,48649.0,Chapaev,tt0024966,1.5,3.7,,3.7,,
179172,8424.0,The Gay Divorcee,tt0025164,3.625,3.75,5.0,3.75,,
178952,905.0,It Happened One Night,tt0025316,4.107142857142857,4.050000000000008,4.899999999999989,4.050000000000008,4.35000000000001,4.35000000000001
981931,52352.0,Judge Priest,tt0025335,3.0,3.15,4.0,3.15,,
925070,30994.0,Little Miss Marker,tt0025410,3.5416666666666665,3.5499999999999985,5.0,3.5499999999999985,,
812639,6453.0,Man of Aran,tt0025456,3.125,3.6499999999999995,4.75,3.6499999999999995,,
1002463,65091.0,Manhattan Melodrama,tt0025464,4.0,3.6,4.0,3.6,,
191824,959.0,Of Human Bondage,tt0025586,3.823529411764706,3.600000000000001,4.25,3.600000000000001,,
673820,4330.0,The Scarlet Empress,tt0025746,3.875,3.8000000000000003,4.3999999999999995,3.8000000000000003,,
190498,950.0,The Thin Man,tt0025878,4.136363636363637,4.0,4.850000000000009,4.0,,
668226,4278.0,Triumph des Willens,tt0025913,3.573170731707317,3.650000000000003,4.349999999999997,3.650000000000003,,
929028,32160.0,Twentieth Century,tt0025919,3.7,3.7,4.450000000000001,3.7,,
191910,965.0,The 39 Steps,tt0026029,3.9456521739130435,3.8500000000000094,4.799999999999995,3.8500000000000094,,
788030,6020.0,Alice Adams,tt0026056,3.7857142857142856,3.4499999999999997,4.7,3.4499999999999997,,
311795,7092.0,Anna Karenina,tt0026071,3.2045454545454546,3.5,5.0,3.5,,
929692,32347.0,Barbary Coast,tt0026097,4.0,3.4,4.6,3.4,,
280429,1340.0,Bride of Frankenstein,tt0026138,3.875,3.900000000000003,5.0,3.900000000000003,4.75,4.75
878765,8167.0,Captain Blood,tt0026174,4.04,3.8499999999999965,5.0,3.8499999999999965,,
888425,8572.0,The Littlest Rebel,tt0026641,3.375,3.45,4.45,3.45,,
368745,26085.0,Mutiny on the Bounty,tt0026752,3.857142857142857,3.8500000000000147,4.649999999999985,3.8500000000000147,4.350000000000016,4.350000000000016
853535,7132.0,A Night at the Opera,tt0026778,4.008620689655173,3.9499999999999926,4.85000000000001,3.9499999999999926,,
850318,7053.0,Roberta,tt0026942,3.1666666666666665,3.5499999999999994,4.3,3.5499999999999994,,
992305,56067.0,Texas Terror,tt0027087,,2.55,,2.55,,
190047,945.0,Top Hat,tt0027125,3.9358974358974357,3.9000000000000026,5.0,3.9000000000000026,,
874823,7834.0,After the Thin Man,tt0027260,3.9342105263157894,3.8499999999999974,5.0,3.8499999999999974,,
884553,8450.0,Anthony Adverse,tt0027300,3.5,3.25,1.0,3.25,,
929706,32361.0,Come and Get It,tt0027459,,3.5,4.55,3.5,,
740281,63989.0,The Devil-Doll,tt0027521,3.25,3.55,3.9,3.55,,
722616,5098.0,Dimples,tt0027527,3.125,3.4,,3.4,,
716250,4999.0,Dodsworth,tt0027532,3.9,3.899999999999999,4.450000000000001,3.899999999999999,,
976413,49571.0,Dracula's Daughter,tt0027545,3.0,3.2,2.75,3.2,,
811436,6397.0,Drôle de drame ou L'étrange aventure du Docteur Molyneux,tt0027552,4.0,3.8,3.9,3.8,,
850290,7050.0,Follow the Fleet,tt0027630,3.8333333333333335,3.6,4.1499999999999995,3.6,,
368818,1932.0,The Great Ziegfeld,tt0027698,3.9285714285714284,3.350000000000001,3.2999999999999994,3.350000000000001,,
879661,8262.0,The Green Pastures,tt0027700,4.0,3.5,4.05,3.5,,
998650,59157.0,The Invisible Ray,tt0027800,1.0,3.35,3.35,3.35,,
910562,25826.0,Libeled Lady,tt0027884,3.7222222222222223,3.950000000000001,4.25,3.950000000000001,,
191845,961.0,Little Lord Fauntleroy,tt0027893,3.25,3.65,4.4,3.65,,
850317,7052.0,Mary of Scotland,tt0027948,4.166666666666667,3.15,,3.15,,
573828,3462.0,Modern Times,tt0027977,4.122905027932961,4.25,5.0,4.25,4.7999999999999705,4.7999999999999705
910580,25827.0,Mr. Deeds Goes to Town,tt0027996,3.8658536585365852,3.949999999999999,4.5,3.949999999999999,,
190256,947.0,My Man Godfrey,tt0028010,4.098360655737705,4.0,4.85000000000001,4.0,,
910642,25828.0,The Petrified Forest,tt0028096,3.5416666666666665,3.7999999999999985,5.0,3.7999999999999985,,
894202,8716.0,The Plainsman,tt0028108,3.3333333333333335,3.4500000000000006,5.0,3.4500000000000006,,
680475,4431.0,Rembrandt,tt0028167,3.5,3.6,3.55,3.6,,
415252,2210.0,Sabotage,tt0028212,3.75,3.5499999999999985,5.0,3.5499999999999985,,
932434,33237.0,San Francisco,tt0028216,3.7666666666666666,3.600000000000001,5.0,3.600000000000001,,
203495,2211.0,Secret Agent,tt0028231,3.3636363636363638,3.25,4.3000000000000025,3.25,,
886628,8502.0,Show Boat,tt0028249,3.6333333333333333,3.799999999999999,5.0,3.799999999999999,,
850326,7055.0,Swing Time,tt0028333,4.1,3.799999999999999,5.0,3.799999999999999,4.549999999999999,4.549999999999999
859035,7222.0,Tell Your Children,tt0028346,2.967741935483871,1.899999999999999,1.950000000000001,1.899999999999999,3.5,3.5
853346,7128.0,Things to Come,tt0028358,3.375,3.350000000000001,4.6499999999999995,3.350000000000001,,
910644,25832.0,Wife vs. Secretary,tt0028505,3.5,3.55,,3.55,,
798045,6254.0,The Awful Truth,tt0028597,3.9523809523809526,3.849999999999997,4.650000000000004,3.849999999999997,,
910653,25833.0,Camille,tt0028683,3.9545454545454546,3.75,4.6000000000000005,3.75,,
208598,1067.0,A Damsel in Distress,tt0028757,4.0,3.4,3.55,3.4,,
888325,8542.0,A Day at the Races,tt0028772,4.08955223880597,3.8000000000000047,5.0,3.8000000000000047,,
572185,3447.0,The Good Earth,tt0028944,4.035714285714286,3.75,4.75,3.75,,
542918,3134.0,La grande illusion,tt0028950,4.14935064935065,4.050000000000005,4.850000000000004,4.050000000000005,,
549385,3178.0,The Hurricane,tt0029030,3.6237113402061856,3.600000000000013,,3.600000000000013,,
944004,36553.0,In Old Chicago,tt0029047,3.6666666666666665,3.4500000000000006,3.35,3.4500000000000006,,
368834,1933.0,The Life of Emile Zola,tt0029146,3.7083333333333335,3.600000000000001,4.049999999999999,3.600000000000001,,
190026,944.0,Lost Horizon,tt0029162,3.9193548387096775,3.849999999999998,4.650000000000003,3.849999999999998,,
965539,46258.0,Marked Woman,tt0029217,3.75,3.65,5.0,3.65,,
894157,8712.0,My Favorite Wife,tt0029284,3.8214285714285716,3.700000000000002,4.25,3.700000000000002,,
910712,25839.0,Nothing Sacred,tt0029322,3.25,3.45,5.0,3.45,,
788212,6035.0,Pépé le Moko,tt0029453,3.75,3.850000000000001,5.0,3.850000000000001,4.8999999999999995,4.8999999999999995
135600,594.0,Snow White and the Seven Dwarfs,tt0029583,3.5201698513800426,3.79999999999997,,3.79999999999997,4.75,4.75
553645,25996.0,A Star Is Born,tt0029606,4.013513513513513,3.6500000000000026,5.0,3.6500000000000026,3.8499999999999988,3.8499999999999988
929703,32349.0,Stella Dallas,tt0029608,3.8636363636363638,3.7,4.450000000000001,3.7,,
970208,47723.0,Way Out West,tt0029747,3.1666666666666665,3.7999999999999994,5.0,3.7999999999999994,,
813976,6515.0,You Only Live Once,tt0029808,4.5,3.7,5.0,3.7,,
415238,2209.0,Young and Innocent,tt0029811,3.6875,3.4499999999999997,5.0,3.4499999999999997,,
188660,940.0,The Adventures of Robin Hood,tt0029843,3.7531645569620253,3.9500000000000233,5.0,3.9500000000000233,4.84999999999998,4.84999999999998
873283,7756.0,Aleksandr Nevskiy,tt0029850,3.6363636363636362,3.7999999999999985,4.75,3.7999999999999985,,
899974,8881.0,Alexander's Ragtime Band,tt0029852,3.75,3.45,4.0,3.45,,
889070,8600.0,Angels with Dirty Faces,tt0029870,3.926829268292683,3.949999999999999,5.0,3.949999999999999,,
925757,31260.0,Boys Town,tt0029942,3.5833333333333335,3.6499999999999995,4.5,3.6499999999999995,,
191797,955.0,Bringing Up Baby,tt0029947,3.845864661654135,3.9499999999999935,4.649999999999989,3.9499999999999935,4.55,4.55
975823,49355.0,La bête humaine,tt0029957,3.5625,3.8000000000000003,4.6499999999999995,3.8000000000000003,,
851267,7078.0,Jezebel,tt0030287,3.84375,3.75,4.75,3.75,,
415181,2208.0,The Lady Vanishes,tt0030341,4.154929577464789,3.900000000000002,4.899999999999998,3.900000000000002,,
884249,8384.0,Love Finds Andy Hardy,tt0030386,4.0,3.4,,3.4,,
851436,7086.0,Pygmalion,tt0030637,4.159090909090909,3.9000000000000004,4.700000000000002,3.9000000000000004,,
895760,8786.0,Le quai des brumes,tt0030643,3.6666666666666665,3.8999999999999995,4.8,3.8999999999999995,,
935928,34002.0,Room Service,tt0030696,3.34375,3.350000000000001,3.350000000000001,3.350000000000001,,
368856,1934.0,You Can't Take It with You,tt0030993,3.871794871794872,3.9499999999999997,4.650000000000004,3.9499999999999997,,
884429,8401.0,The Adventures of Sherlock Holmes,tt0031022,3.875,3.7000000000000015,5.0,3.7000000000000015,,
874750,7831.0,Another Thin Man,tt0031047,3.7962962962962963,3.75,4.049999999999998,3.75,,
935937,34018.0,At the Circus,tt0031060,3.3666666666666667,3.450000000000001,5.0,3.450000000000001,,
886071,8486.0,Bachelor Mother,tt0031067,3.7857142857142856,3.8000000000000003,5.0,3.8000000000000003,,
926639,31528.0,Beau Geste,tt0031088,3.739130434782609,3.849999999999999,5.0,3.849999999999999,,
850523,7061.0,Dark Victory,tt0031210,3.966666666666667,3.799999999999999,4.3500000000000005,3.799999999999999,,
811635,6412.0,Destry Rides Again,tt0031225,3.88,3.8499999999999988,4.799999999999998,3.8499999999999988,,
879357,8227.0,Drums Along the Mohawk,tt0031252,3.35,3.55,4.1000000000000005,3.55,,
867791,7406.0,The Flying Deuces,tt0031322,3.8,3.45,4.15,3.45,,
183853,920.0,Gone with the Wind,tt0031381,3.6875,4.0499999999999705,4.549999999999969,4.0499999999999705,4.8499999999999615,4.8499999999999615
861935,7311.0,"Goodbye, Mr. Chips",tt0031385,3.7837837837837838,3.95,4.099999999999997,3.95,,
513910,2899.0,Gulliver's Travels,tt0031397,3.230769230769231,3.349999999999999,3.450000000000002,3.349999999999999,,
874990,7840.0,Gunga Din,tt0031398,3.736111111111111,3.700000000000001,4.599999999999997,3.700000000000001,,
164082,783.0,The Hunchback of Notre Dame,tt0031455,3.1456953642384105,3.90000000000006,4.650000000000052,3.90000000000006,,
415153,2207.0,Jamaica Inn,tt0031505,2.8461538461538463,3.149999999999999,2.75,3.149999999999999,,
813974,6513.0,Made for Each Other,tt0031602,2.75,3.2,,3.2,,
191619,954.0,Mr. Smith Goes to Washington,tt0031679,4.106217616580311,4.049999999999989,4.25,4.049999999999989,3.6499999999999875,3.6499999999999875
188384,936.0,Ninotchka,tt0031725,4.0,3.949999999999999,4.849999999999996,3.949999999999999,,
507861,2847.0,Only Angels Have Wings,tt0031762,4.0625,3.850000000000001,5.0,3.850000000000001,4.299999999999999,4.299999999999999
910523,25783.0,The Return of Doctor X,tt0031851,,2.85,,2.85,,
911106,25855.0,The Roaring Twenties,tt0031867,3.888888888888889,4.0,5.0,4.0,,
828017,6783.0,La règle du jeu,tt0031885,4.071428571428571,4.0,4.800000000000005,4.0,,
478350,2649.0,Son of Frankenstein,tt0031951,3.2,3.55,4.549999999999999,3.55,,
850943,7072.0,Stagecoach,tt0031971,3.841666666666667,3.9499999999999957,5.0,3.9499999999999957,4.650000000000002,4.650000000000002
183522,919.0,The Wizard of Oz,tt0032138,3.8369713506139154,4.0,4.900000000000061,4.0,5.0,5.0
719751,25856.0,Wuthering Heights,tt0032145,3.6595744680851063,3.800000000000005,4.75,3.800000000000005,,
967275,46803.0,Young Mr. Lincoln,tt0032155,3.9047619047619047,3.7999999999999985,5.0,3.7999999999999985,4.549999999999999,4.549999999999999
623686,3929.0,The Bank Dick,tt0032234,4.0476190476190474,3.5999999999999996,5.0,3.5999999999999996,,
925800,31347.0,Christmas in July,tt0032338,3.2777777777777777,3.6999999999999997,4.75,3.6999999999999997,,
597410,3644.0,Dark Command,tt0032383,3.0,3.4,,3.4,,
758214,5583.0,The Devil Bat,tt0032390,2.0,2.75,2.9,2.75,,
269398,1282.0,Fantasia,tt0032455,3.6756440281030445,3.9000000000000257,4.700000000000031,3.9000000000000257,4.799999999999968,4.799999999999968
893850,8677.0,Flash Gordon Conquers the Universe,tt0032475,4.0,3.4,4.4,3.4,,
186666,929.0,Foreign Correspondent,tt0032484,3.765625,3.75,4.75,3.75,,
728867,5228.0,The Ghost Breakers,tt0032520,4.0,3.6,4.15,3.6,,
542880,37211.0,Go West,tt0032536,3.28,3.449999999999999,4.449999999999996,3.449999999999999,,
539435,3095.0,The Grapes of Wrath,tt0032551,4.004273504273504,4.0,5.0,4.0,4.800000000000003,4.800000000000003
269090,1281.0,The Great Dictator,tt0032553,4.003472222222222,4.2,4.649999999999988,4.2,,
190686,951.0,His Girl Friday,tt0032599,4.092105263157895,3.9499999999999926,4.899999999999991,3.9499999999999926,,
879365,8232.0,I Love You Again,tt0032617,3.4375,3.75,5.0,3.75,,
910187,9008.0,The Invisible Man Returns,tt0032635,3.3333333333333335,3.2999999999999994,4.15,3.2999999999999994,,
476888,2637.0,The Mummy's Hand,tt0032818,3.5,3.05,3.35,3.05,,
886863,8522.0,My Little Chickadee,tt0032828,3.2,3.5,4.549999999999999,3.5,,
886008,8481.0,'Northwest Passage' (Book I -- Rogers' Rangers),tt0032851,3.375,3.5500000000000003,5.0,3.5500000000000003,,
617832,3870.0,Our Town,tt0032881,3.4,3.3999999999999995,4.299999999999999,3.3999999999999995,,
176435,898.0,The Philadelphia Story,tt0032904,4.026011560693641,3.9500000000000055,5.0,3.9500000000000055,4.799999999999987,4.799999999999987
136832,596.0,Pinocchio,tt0032910,3.3956043956043955,3.6999999999999806,5.0,3.6999999999999806,4.949999999999939,4.949999999999939
186574,928.0,Rebecca,tt0032976,4.065359477124183,4.049999999999998,5.0,4.049999999999998,4.299999999999996,4.299999999999996
728916,5232.0,Road to Singapore,tt0032993,3.6538461538461537,3.399999999999999,5.0,3.399999999999999,,
542409,3122.0,Santa Fe Trail,tt0033021,2.25,3.15,4.15,3.15,,
911536,25866.0,The Sea Hawk,tt0033028,3.736842105263158,3.85,5.0,3.85,,
539548,3097.0,The Shop Around the Corner,tt0033045,3.9682539682539684,4.050000000000004,5.0,4.050000000000004,,
873252,7751.0,Strange Cargo,tt0033105,3.5,3.45,3.75,3.45,,
858991,7219.0,They Drive by Night,tt0033149,3.625,3.649999999999999,4.799999999999999,3.649999999999999,,
931054,32844.0,Waterloo Bridge,tt0033238,3.75,3.9,4.0,3.9,,
979819,51638.0,The Westerner,tt0033253,3.25,3.700000000000001,5.0,3.700000000000001,3.899999999999999,3.899999999999999
911555,25868.0,Ball of Fire,tt0033373,3.8823529411764706,3.899999999999999,5.0,3.899999999999999,,
931075,32882.0,The Big Store,tt0033388,3.7222222222222223,3.3500000000000005,3.3500000000000005,3.3500000000000005,,
813961,6511.0,The Blood of Jesus,tt0033406,3.3,2.65,,2.65,,
872291,7638.0,Buck Privates,tt0033436,3.642857142857143,3.5500000000000003,,3.5500000000000003,,
184888,923.0,Citizen Kane,tt0033467,4.036115569823435,4.150000000000048,5.0,4.150000000000048,5.0,5.0
830957,6859.0,All That Money Can Buy,tt0033532,3.6923076923076925,3.850000000000001,5.0,3.850000000000001,,
198821,1029.0,Dumbo,tt0033563,3.379928315412186,3.6000000000000156,4.900000000000011,3.6000000000000156,4.799999999999975,4.799999999999975
956439,42681.0,49th Parallel,tt0033627,3.375,3.65,4.6,3.65,,
